时间(分钟),信号值(微伏)
12.3387,-5784
12.3413,-5784
12.3440,-5784
12.3467,-5784
12.3493,-5783
12.3520,-5783
12.3547,-5783
12.3573,-5782
12.3600,-5781
12.3627,-5781
12.3653,-5781
12.3680,-5781
12.3707,-5780
12.3733,-5779
12.3760,-5779
12.3787,-5778
12.3813,-5777
12.3840,-5777
12.3867,-5776
12.3893,-5776
12.3920,-5777
12.3947,-5776
12.3973,-5776
12.4000,-5776
12.4027,-5776
12.4053,-5775
12.4080,-5775
12.4107,-5775
12.4133,-5773
12.4160,-5773
12.4187,-5772
12.4213,-5772
12.4240,-5771
12.4267,-5771
12.4293,-5771
12.4320,-5771
12.4347,-5771
12.4373,-5771
12.4400,-5769
12.4427,-5769
12.4453,-5768
12.4480,-5768
12.4507,-5768
12.4533,-5766
12.4560,-5765
12.4587,-5766
12.4613,-5765
12.4640,-5765
12.4667,-5765
12.4693,-5765
12.4720,-5765
12.4747,-5764
12.4773,-5764
12.4800,-5763
12.4827,-5763
12.4853,-5763
12.4880,-5762
12.4907,-5762
12.4933,-5761
12.4960,-5760
12.4987,-5760
12.5013,-5760
12.5040,-5759
12.5067,-5759
12.5093,-5758
12.5120,-5759
12.5147,-5759
12.5173,-5759
12.5200,-5757
12.5227,-5756
12.5253,-5756
12.5280,-5755
12.5307,-5754
12.5333,-5754
12.5360,-5754
12.5387,-5754
12.5413,-5753
12.5440,-5753
12.5467,-5752
12.5493,-5752
12.5520,-5752
12.5547,-5752
12.5573,-5751
12.5600,-5751
12.5627,-5751
12.5653,-5750
12.5680,-5749
12.5707,-5749
12.5733,-5749
12.5760,-5748
12.5787,-5747
12.5813,-5747
12.5840,-5747
12.5867,-5746
12.5893,-5746
12.5920,-5746
12.5947,-5745
12.5973,-5744
12.6000,-5743
12.6027,-5743
12.6053,-5743
12.6080,-5743
12.6107,-5743
12.6133,-5742
12.6160,-5741
12.6187,-5740
12.6213,-5740
12.6240,-5741
12.6267,-5739
12.6293,-5738
12.6320,-5738
12.6347,-5738
12.6373,-5739
12.6400,-5737
12.6427,-5737
12.6453,-5737
12.6480,-5736
12.6507,-5736
12.6533,-5735
12.6560,-5735
12.6587,-5734
12.6613,-5734
12.6640,-5734
12.6667,-5733
12.6693,-5732
12.6720,-5732
12.6747,-5732
12.6773,-5732
12.6800,-5730
12.6827,-5730
12.6853,-5730
12.6880,-5729
12.6907,-5729
12.6933,-5728
12.6960,-5728
12.6987,-5728
12.7013,-5728
12.7040,-5727
12.7067,-5726
12.7093,-5726
12.7120,-5726
12.7147,-5726
12.7173,-5725
12.7200,-5725
12.7227,-5725
12.7253,-5724
12.7280,-5723
12.7307,-5723
12.7333,-5722
12.7360,-5722
12.7387,-5721
12.7413,-5721
12.7440,-5721
12.7467,-5720
12.7493,-5719
12.7520,-5719
12.7547,-5719
12.7573,-5719
12.7600,-5718
12.7627,-5718
12.7653,-5718
12.7680,-5717
12.7707,-5716
12.7733,-5716
12.7760,-5716
12.7787,-5715
12.7813,-5714
12.7840,-5714
12.7867,-5713
12.7893,-5713
12.7920,-5712
12.7947,-5711
12.7973,-5711
12.8000,-5710
12.8027,-5710
12.8053,-5710
12.8080,-5709
12.8107,-5708
12.8133,-5707
12.8160,-5707
12.8187,-5708
12.8213,-5707
12.8240,-5707
12.8267,-5706
12.8293,-5706
12.8320,-5705
12.8347,-5705
12.8373,-5705
12.8400,-5705
12.8427,-5704
12.8453,-5703
12.8480,-5703
12.8507,-5703
12.8533,-5702
12.8560,-5702
12.8587,-5702
12.8613,-5700
12.8640,-5700
12.8667,-5699
12.8693,-5698
12.8720,-5698
12.8747,-5698
12.8773,-5697
12.8800,-5697
12.8827,-5697
12.8853,-5696
12.8880,-5696
12.8907,-5696
12.8933,-5694
12.8960,-5694
12.8987,-5694
12.9013,-5694
12.9040,-5694
12.9067,-5694
12.9093,-5693
12.9120,-5693
12.9147,-5692
12.9173,-5692
12.9200,-5691
12.9227,-5690
12.9253,-5690
12.9280,-5690
12.9307,-5689
12.9333,-5688
12.9360,-5688
12.9387,-5688
12.9413,-5687
12.9440,-5687
12.9467,-5686
12.9493,-5686
12.9520,-5686
12.9547,-5686
12.9573,-5685
12.9600,-5685
12.9627,-5684
12.9653,-5684
12.9680,-5683
12.9707,-5683
12.9733,-5683
12.9760,-5683
12.9787,-5682
12.9813,-5682
12.9840,-5682
12.9867,-5681
12.9893,-5681
12.9920,-5681
12.9947,-5681
12.9973,-5680
13.0000,-5679
13.0027,-5679
13.0053,-5678
13.0080,-5677
13.0107,-5678
13.0133,-5677
13.0160,-5676
13.0187,-5676
13.0213,-5676
13.0240,-5676
13.0267,-5676
13.0293,-5675
13.0320,-5675
13.0347,-5674
13.0373,-5673
13.0400,-5672
13.0427,-5672
13.0453,-5672
13.0480,-5672
13.0507,-5671
13.0533,-5670
13.0560,-5669
13.0587,-5669
13.0613,-5669
13.0640,-5669
13.0667,-5668
13.0693,-5667
13.0720,-5667
13.0747,-5667
13.0773,-5667
13.0800,-5666
13.0827,-5667
13.0853,-5667
13.0880,-5666
13.0907,-5666
13.0933,-5665
13.0960,-5665
13.0987,-5665
13.1013,-5665
13.1040,-5665
13.1067,-5664
13.1093,-5663
13.1120,-5663
13.1147,-5662
13.1173,-5662
13.1200,-5662
13.1227,-5661
13.1253,-5661
13.1280,-5661
13.1307,-5660
13.1333,-5660
13.1360,-5660
13.1387,-5659
13.1413,-5658
13.1440,-5657
13.1467,-5657
13.1493,-5657
13.1520,-5657
13.1547,-5656
13.1573,-5656
13.1600,-5656
13.1627,-5655
13.1653,-5655
13.1680,-5655
13.1707,-5655
13.1733,-5654
13.1760,-5653
13.1787,-5653
13.1813,-5653
13.1840,-5653
13.1867,-5653
13.1893,-5653
13.1920,-5652
13.1947,-5652
13.1973,-5651
13.2000,-5650
13.2027,-5650
13.2053,-5649
13.2080,-5649
13.2107,-5650
13.2133,-5649
13.2160,-5650
13.2187,-5649
13.2213,-5648
13.2240,-5648
13.2267,-5646
13.2293,-5646
13.2320,-5646
13.2347,-5647
13.2373,-5646
13.2400,-5646
13.2427,-5646
13.2453,-5646
13.2480,-5645
13.2507,-5645
13.2533,-5644
13.2560,-5644
13.2587,-5643
13.2613,-5642
13.2640,-5642
13.2667,-5641
13.2693,-5641
13.2720,-5642
13.2747,-5642
13.2773,-5642
13.2800,-5641
13.2827,-5641
13.2853,-5642
13.2880,-5642
13.2907,-5642
13.2933,-5641
13.2960,-5640
13.2987,-5639
13.3013,-5639
13.3040,-5638
13.3067,-5639
13.3093,-5639
13.3120,-5639
13.3147,-5639
13.3173,-5639
13.3200,-5637
13.3227,-5637
13.3253,-5637
13.3280,-5637
13.3307,-5636
13.3333,-5635
13.3360,-5636
13.3387,-5636
13.3413,-5635
13.3440,-5634
13.3467,-5634
13.3493,-5634
13.3520,-5634
13.3547,-5633
13.3573,-5634
13.3600,-5632
13.3627,-5632
13.3653,-5633
13.3680,-5632
13.3707,-5631
13.3733,-5632
13.3760,-5633
13.3787,-5632
13.3813,-5631
13.3840,-5631
13.3867,-5631
13.3893,-5631
13.3920,-5631
13.3947,-5631
13.3973,-5630
13.4000,-5630
13.4027,-5630
13.4053,-5630
13.4080,-5629
13.4107,-5629
13.4133,-5629
13.4160,-5629
13.4187,-5629
13.4213,-5630
13.4240,-5629
13.4267,-5628
13.4293,-5629
13.4320,-5629
13.4347,-5629
13.4373,-5629
13.4400,-5629
13.4427,-5629
13.4453,-5629
13.4480,-5630
13.4507,-5630
13.4533,-5628
13.4560,-5628
13.4587,-5628
13.4613,-5629
13.4640,-5629
13.4667,-5629
13.4693,-5628
13.4720,-5627
13.4747,-5628
13.4773,-5628
13.4800,-5628
13.4827,-5628
13.4853,-5627
13.4880,-5628
13.4907,-5627
13.4933,-5627
13.4960,-5627
13.4987,-5627
13.5013,-5627
13.5040,-5627
13.5067,-5627
13.5093,-5627
13.5120,-5627
13.5147,-5627
13.5173,-5627
13.5200,-5626
13.5227,-5626
13.5253,-5625
13.5280,-5625
13.5307,-5625
13.5333,-5624
13.5360,-5625
13.5387,-5625
13.5413,-5624
13.5440,-5624
13.5467,-5624
13.5493,-5624
13.5520,-5623
13.5547,-5623
13.5573,-5623
13.5600,-5623
13.5627,-5624
13.5653,-5623
13.5680,-5623
13.5707,-5623
13.5733,-5623
13.5760,-5623
13.5787,-5622
13.5813,-5622
13.5840,-5622
13.5867,-5622
13.5893,-5622
13.5920,-5622
13.5947,-5622
13.5973,-5621
13.6000,-5621
13.6027,-5621
13.6053,-5621
13.6080,-5621
13.6107,-5622
13.6133,-5621
13.6160,-5621
13.6187,-5621
13.6213,-5621
13.6240,-5622
13.6267,-5620
13.6293,-5621
13.6320,-5620
13.6347,-5621
13.6373,-5620
13.6400,-5620
13.6427,-5621
13.6453,-5621
13.6480,-5620
13.6507,-5620
13.6533,-5621
13.6560,-5621
13.6587,-5620
13.6613,-5621
13.6640,-5620
13.6667,-5620
13.6693,-5620
13.6720,-5619
13.6747,-5619
13.6773,-5619
13.6800,-5618
13.6827,-5618
13.6853,-5618
13.6880,-5619
13.6907,-5618
13.6933,-5619
13.6960,-5618
13.6987,-5618
13.7013,-5618
13.7040,-5617
13.7067,-5617
13.7093,-5616
13.7120,-5617
13.7147,-5617
13.7173,-5615
13.7200,-5616
13.7227,-5615
13.7253,-5615
13.7280,-5616
13.7307,-5615
13.7333,-5615
13.7360,-5615
13.7387,-5615
13.7413,-5614
13.7440,-5614
13.7467,-5615
13.7493,-5615
13.7520,-5614
13.7547,-5614
13.7573,-5615
13.7600,-5614
13.7627,-5615
13.7653,-5615
13.7680,-5615
13.7707,-5615
13.7733,-5614
13.7760,-5614
13.7787,-5613
13.7813,-5613
13.7840,-5613
13.7867,-5613
13.7893,-5613
13.7920,-5612
13.7947,-5614
13.7973,-5613
13.8000,-5612
13.8027,-5612
13.8053,-5612
13.8080,-5613
13.8107,-5613
13.8133,-5614
13.8160,-5614
13.8187,-5612
13.8213,-5613
13.8240,-5613
13.8267,-5614
13.8293,-5612
13.8320,-5611
13.8347,-5611
13.8373,-5613
13.8400,-5612
13.8427,-5611
13.8453,-5612
13.8480,-5612
13.8507,-5610
13.8533,-5612
13.8560,-5612
13.8587,-5612
13.8613,-5612
13.8640,-5611
13.8667,-5611
13.8693,-5612
13.8720,-5612
13.8747,-5611
13.8773,-5611
13.8800,-5611
13.8827,-5610
13.8853,-5611
13.8880,-5611
13.8907,-5611
13.8933,-5612
13.8960,-5612
13.8987,-5612
13.9013,-5612
13.9040,-5611
13.9067,-5612
13.9093,-5612
13.9120,-5611
13.9147,-5611
13.9173,-5611
13.9200,-5611
13.9227,-5611
13.9253,-5611
13.9280,-5611
13.9307,-5611
13.9333,-5610
13.9360,-5610
13.9387,-5610
13.9413,-5610
13.9440,-5611
13.9467,-5610
13.9493,-5611
13.9520,-5611
13.9547,-5611
13.9573,-5611
13.9600,-5610
13.9627,-5610
13.9653,-5610
13.9680,-5611
13.9707,-5610
13.9733,-5612
13.9760,-5611
13.9787,-5610
13.9813,-5611
13.9840,-5611
13.9867,-5610
13.9893,-5611
13.9920,-5610
13.9947,-5610
13.9973,-5610
14.0000,-5609
14.0027,-5610
14.0053,-5610
14.0080,-5610
14.0107,-5610
14.0133,-5610
14.0160,-5610
14.0187,-5610
14.0213,-5610
14.0240,-5610
14.0267,-5610
14.0293,-5610
14.0320,-5610
14.0347,-5610
14.0373,-5610
14.0400,-5610
14.0427,-5610
14.0453,-5610
14.0480,-5609
14.0507,-5609
14.0533,-5610
14.0560,-5610
14.0587,-5610
14.0613,-5609
14.0640,-5609
14.0667,-5609
14.0693,-5609
14.0720,-5608
14.0747,-5608
14.0773,-5609
14.0800,-5610
14.0827,-5608
14.0853,-5609
14.0880,-5609
14.0907,-5610
14.0933,-5609
14.0960,-5608
14.0987,-5608
14.1013,-5608
14.1040,-5608
14.1067,-5608
14.1093,-5608
14.1120,-5608
14.1147,-5609
14.1173,-5609
14.1200,-5609
14.1227,-5609
14.1253,-5609
14.1280,-5609
14.1307,-5608
14.1333,-5609
14.1360,-5609
14.1387,-5609
14.1413,-5608
14.1440,-5608
14.1467,-5609
14.1493,-5609
14.1520,-5609
14.1547,-5609
14.1573,-5609
14.1600,-5609
14.1627,-5610
14.1653,-5610
14.1680,-5609
14.1707,-5609
14.1733,-5610
14.1760,-5609
14.1787,-5609
14.1813,-5609
14.1840,-5608
14.1867,-5608
14.1893,-5608
14.1920,-5608
14.1947,-5608
14.1973,-5608
14.2000,-5608
14.2027,-5608
14.2053,-5608
14.2080,-5609
14.2107,-5609
14.2133,-5609
14.2160,-5607
14.2187,-5607
14.2213,-5607
14.2240,-5606
14.2267,-5606
14.2293,-5607
14.2320,-5606
14.2347,-5606
14.2373,-5607
14.2400,-5607
14.2427,-5607
14.2453,-5607
14.2480,-5607
14.2507,-5607
14.2533,-5607
14.2560,-5607
14.2587,-5607
14.2613,-5607
14.2640,-5608
14.2667,-5608
14.2693,-5608
14.2720,-5608
14.2747,-5608
14.2773,-5607
14.2800,-5606
14.2827,-5606
14.2853,-5606
14.2880,-5605
14.2907,-5605
14.2933,-5606
14.2960,-5606
14.2987,-5606
14.3013,-5606
14.3040,-5606
14.3067,-5605
14.3093,-5605
14.3120,-5605
14.3147,-5606
14.3173,-5605
14.3200,-5605
14.3227,-5606
14.3253,-5605
14.3280,-5605
14.3307,-5604
14.3333,-5604
14.3360,-5604
14.3387,-5605
14.3413,-5604
14.3440,-5604
14.3467,-5604
14.3493,-5604
14.3520,-5604
14.3547,-5604
14.3573,-5604
14.3600,-5604
14.3627,-5604
14.3653,-5605
14.3680,-5604
14.3707,-5604
14.3733,-5604
14.3760,-5605
14.3787,-5605
14.3813,-5604
14.3840,-5604
14.3867,-5606
14.3893,-5605
14.3920,-5604
14.3947,-5604
14.3973,-5604
14.4000,-5606
14.4027,-5606
14.4053,-5606
14.4080,-5605
14.4107,-5605
14.4133,-5605
14.4160,-5606
14.4187,-5606
14.4213,-5605
14.4240,-5605
14.4267,-5606
14.4293,-5606
14.4320,-5606
14.4347,-5606
14.4373,-5605
14.4400,-5604
14.4427,-5604
14.4453,-5605
14.4480,-5606
14.4507,-5605
14.4533,-5605
14.4560,-5606
14.4587,-5605
14.4613,-5605
14.4640,-5606
14.4667,-5606
14.4693,-5605
14.4720,-5606
14.4747,-5605
14.4773,-5605
14.4800,-5605
14.4827,-5605
14.4853,-5605
14.4880,-5604
14.4907,-5604
14.4933,-5604
14.4960,-5604
14.4987,-5605
14.5013,-5605
14.5040,-5605
14.5067,-5605
14.5093,-5604
14.5120,-5604
14.5147,-5604
14.5173,-5605
14.5200,-5604
14.5227,-5604
14.5253,-5605
14.5280,-5604
14.5307,-5605
14.5333,-5605
14.5360,-5605
14.5387,-5605
14.5413,-5605
14.5440,-5605
14.5467,-5605
14.5493,-5604
14.5520,-5605
14.5547,-5606
14.5573,-5606
14.5600,-5606
14.5627,-5607
14.5653,-5607
14.5680,-5607
14.5707,-5607
14.5733,-5606
14.5760,-5607
14.5787,-5607
14.5813,-5606
14.5840,-5606
14.5867,-5605
14.5893,-5605
14.5920,-5606
14.5947,-5605
14.5973,-5606
14.6000,-5606
14.6027,-5606
14.6053,-5606
14.6080,-5605
14.6107,-5606
14.6133,-5606
14.6160,-5605
14.6187,-5605
14.6213,-5606
14.6240,-5606
14.6267,-5607
14.6293,-5606
14.6320,-5606
14.6347,-5606
14.6373,-5605
14.6400,-5606
14.6427,-5606
14.6453,-5605
14.6480,-5605
14.6507,-5606
14.6533,-5605
14.6560,-5606
14.6587,-5605
14.6613,-5606
14.6640,-5605
14.6667,-5605
14.6693,-5605
14.6720,-5606
14.6747,-5606
14.6773,-5605
14.6800,-5605
14.6827,-5605
14.6853,-5605
14.6880,-5605
14.6907,-5606
14.6933,-5605
14.6960,-5605
14.6987,-5605
14.7013,-5605
14.7040,-5604
14.7067,-5603
14.7093,-5603
14.7120,-5604
14.7147,-5604
14.7173,-5604
14.7200,-5604
14.7227,-5604
14.7253,-5604
14.7280,-5604
14.7307,-5603
14.7333,-5603
14.7360,-5603
14.7387,-5603
14.7413,-5603
14.7440,-5603
14.7467,-5603
14.7493,-5602
14.7520,-5602
14.7547,-5603
14.7573,-5602
14.7600,-5603
14.7627,-5603
14.7653,-5603
14.7680,-5603
14.7707,-5602
14.7733,-5602
14.7760,-5602
14.7787,-5603
14.7813,-5603
14.7840,-5602
14.7867,-5602
14.7893,-5603
14.7920,-5602
14.7947,-5603
14.7973,-5601
14.8000,-5601
14.8027,-5600
14.8053,-5600
14.8080,-5601
14.8107,-5600
14.8133,-5600
14.8160,-5600
14.8187,-5600
14.8213,-5600
14.8240,-5599
14.8267,-5600
14.8293,-5600
14.8320,-5599
14.8347,-5600
14.8373,-5599
14.8400,-5599
14.8427,-5599
14.8453,-5598
14.8480,-5598
14.8507,-5598
14.8533,-5598
14.8560,-5598
14.8587,-5597
14.8613,-5597
14.8640,-5598
14.8667,-5598
14.8693,-5597
14.8720,-5597
14.8747,-5598
14.8773,-5598
14.8800,-5597
14.8827,-5598
14.8853,-5598
14.8880,-5597
14.8907,-5598
14.8933,-5597
14.8960,-5596
14.8987,-5597
14.9013,-5597
14.9040,-5596
14.9067,-5596
14.9093,-5596
14.9120,-5596
14.9147,-5596
14.9173,-5596
14.9200,-5596
14.9227,-5596
14.9253,-5596
14.9280,-5595
14.9307,-5595
14.9333,-5595
14.9360,-5595
14.9387,-5595
14.9413,-5595
14.9440,-5594
14.9467,-5593
14.9493,-5593
14.9520,-5593
14.9547,-5593
14.9573,-5593
14.9600,-5593
14.9627,-5593
14.9653,-5593
14.9680,-5594
14.9707,-5592
14.9733,-5592
14.9760,-5592
14.9787,-5592
14.9813,-5592
14.9840,-5592
14.9867,-5593
14.9893,-5593
14.9920,-5593
14.9947,-5593
14.9973,-5593
15.0000,-5593
15.0027,-5593
15.0053,-5592
15.0080,-5593
15.0107,-5593
15.0133,-5593
15.0160,-5593
15.0187,-5593
15.0213,-5594
15.0240,-5594
15.0267,-5593
15.0293,-5593
15.0320,-5593
15.0347,-5593
15.0373,-5593
15.0400,-5593
15.0427,-5594
15.0453,-5593
15.0480,-5593
15.0507,-5592
15.0533,-5592
15.0560,-5593
15.0587,-5593
15.0613,-5594
15.0640,-5593
15.0667,-5593
15.0693,-5594
15.0720,-5593
15.0747,-5593
15.0773,-5593
15.0800,-5593
15.0827,-5593
15.0853,-5594
15.0880,-5594
15.0907,-5593
15.0933,-5592
15.0960,-5593
15.0987,-5593
15.1013,-5593
15.1040,-5593
15.1067,-5594
15.1093,-5594
15.1120,-5593
15.1147,-5593
15.1173,-5593
15.1200,-5594
15.1227,-5594
15.1253,-5594
15.1280,-5594
15.1307,-5593
15.1333,-5594
15.1360,-5594
15.1387,-5594
15.1413,-5593
15.1440,-5593
15.1467,-5592
15.1493,-5592
15.1520,-5592
15.1547,-5593
15.1573,-5594
15.1600,-5595
15.1627,-5594
15.1653,-5593
15.1680,-5593
15.1707,-5593
15.1733,-5594
15.1760,-5594
15.1787,-5594
15.1813,-5593
15.1840,-5593
15.1867,-5594
15.1893,-5593
15.1920,-5593
15.1947,-5593
15.1973,-5594
15.2000,-5593
15.2027,-5593
15.2053,-5593
15.2080,-5594
15.2107,-5593
15.2133,-5593
15.2160,-5593
15.2187,-5594
15.2213,-5593
15.2240,-5592
15.2267,-5593
15.2293,-5593
15.2320,-5594
15.2347,-5594
15.2373,-5594
15.2400,-5595
15.2427,-5594
15.2453,-5594
15.2480,-5593
15.2507,-5593
15.2533,-5593
15.2560,-5594
15.2587,-5593
15.2613,-5593
15.2640,-5593
15.2667,-5593
15.2693,-5592
15.2720,-5593
15.2747,-5593
15.2773,-5593
15.2800,-5593
15.2827,-5593
15.2853,-5593
15.2880,-5593
15.2907,-5593
15.2933,-5592
15.2960,-5592
15.2987,-5592
15.3013,-5591
15.3040,-5592
15.3067,-5593
15.3093,-5593
15.3120,-5593
15.3147,-5593
15.3173,-5592
15.3200,-5591
15.3227,-5592
15.3253,-5592
15.3280,-5591
15.3307,-5592
15.3333,-5593
15.3360,-5593
15.3387,-5593
15.3413,-5593
15.3440,-5593
15.3467,-5593
15.3493,-5593
15.3520,-5593
15.3547,-5593
15.3573,-5593
15.3600,-5593
15.3627,-5593
15.3653,-5592
15.3680,-5592
15.3707,-5593
15.3733,-5593
15.3760,-5592
15.3787,-5592
15.3813,-5591
15.3840,-5594
15.3867,-5594
15.3893,-5594
15.3920,-5594
15.3947,-5593
15.3973,-5594
15.4000,-5593
15.4027,-5594
15.4053,-5593
15.4080,-5593
15.4107,-5593
15.4133,-5594
15.4160,-5594
15.4187,-5594
15.4213,-5593
15.4240,-5595
15.4267,-5595
15.4293,-5593
15.4320,-5594
15.4347,-5594
15.4373,-5593
15.4400,-5593
15.4427,-5593
15.4453,-5593
15.4480,-5593
15.4507,-5594
15.4533,-5593
15.4560,-5593
15.4587,-5594
15.4613,-5594
15.4640,-5594
15.4667,-5593
15.4693,-5593
15.4720,-5594
15.4747,-5595
15.4773,-5595
15.4800,-5593
15.4827,-5594
15.4853,-5595
15.4880,-5595
15.4907,-5594
15.4933,-5594
15.4960,-5595
15.4987,-5596
15.5013,-5596
15.5040,-5595
15.5067,-5594
15.5093,-5593
15.5120,-5593
15.5147,-5593
15.5173,-5595
15.5200,-5596
15.5227,-5595
15.5253,-5595
15.5280,-5595
15.5307,-5596
15.5333,-5596
15.5360,-5595
15.5387,-5596
15.5413,-5596
15.5440,-5596
15.5467,-5596
15.5493,-5596
15.5520,-5596
15.5547,-5596
15.5573,-5595
15.5600,-5596
15.5627,-5595
15.5653,-5595
15.5680,-5595
15.5707,-5596
15.5733,-5596
15.5760,-5595
15.5787,-5595
15.5813,-5595
15.5840,-5594
15.5867,-5594
15.5893,-5594
15.5920,-5594
15.5947,-5595
15.5973,-5595
15.6000,-5595
15.6027,-5595
15.6053,-5596
15.6080,-5597
15.6107,-5596
15.6133,-5596
15.6160,-5596
15.6187,-5596
15.6213,-5596
15.6240,-5596
15.6267,-5596
15.6293,-5596
15.6320,-5597
15.6347,-5597
15.6373,-5597
15.6400,-5596
15.6427,-5596
15.6453,-5596
15.6480,-5596
15.6507,-5597
15.6533,-5596
15.6560,-5596
15.6587,-5596
15.6613,-5596
15.6640,-5596
15.6667,-5596
15.6693,-5596
15.6720,-5596
15.6747,-5597
15.6773,-5597
15.6800,-5597
15.6827,-5596
15.6853,-5596
15.6880,-5597
15.6907,-5598
15.6933,-5598
15.6960,-5597
15.6987,-5597
15.7013,-5596
15.7040,-5597
15.7067,-5596
15.7093,-5596
15.7120,-5597
15.7147,-5597
15.7173,-5596
15.7200,-5596
15.7227,-5596
15.7253,-5596
15.7280,-5596
15.7307,-5596
15.7333,-5596
15.7360,-5597
15.7387,-5597
15.7413,-5597
15.7440,-5597
15.7467,-5597
15.7493,-5596
15.7520,-5596
15.7547,-5596
15.7573,-5596
15.7600,-5596
15.7627,-5597
15.7653,-5598
15.7680,-5598
15.7707,-5597
15.7733,-5596
15.7760,-5597
15.7787,-5597
15.7813,-5597
15.7840,-5596
15.7867,-5596
15.7893,-5596
15.7920,-5597
15.7947,-5597
15.7973,-5597
15.8000,-5597
15.8027,-5597
15.8053,-5597
15.8080,-5598
15.8107,-5598
15.8133,-5596
15.8160,-5596
15.8187,-5596
15.8213,-5597
15.8240,-5596
15.8267,-5597
15.8293,-5597
15.8320,-5597
15.8347,-5597
15.8373,-5596
15.8400,-5596
15.8427,-5596
15.8453,-5595
15.8480,-5596
15.8507,-5596
15.8533,-5596
15.8560,-5596
15.8587,-5596
15.8613,-5597
15.8640,-5596
15.8667,-5597
15.8693,-5597
15.8720,-5596
15.8747,-5597
15.8773,-5598
15.8800,-5599
15.8827,-5598
15.8853,-5599
15.8880,-5599
15.8907,-5598
15.8933,-5597
15.8960,-5597
15.8987,-5598
15.9013,-5597
15.9040,-5598
15.9067,-5598
15.9093,-5599
15.9120,-5599
15.9147,-5599
15.9173,-5599
15.9200,-5598
15.9227,-5598
15.9253,-5598
15.9280,-5598
15.9307,-5598
15.9333,-5598
15.9360,-5598
15.9387,-5598
15.9413,-5598
15.9440,-5599
15.9467,-5599
15.9493,-5598
15.9520,-5599
15.9547,-5598
15.9573,-5599
15.9600,-5599
15.9627,-5599
15.9653,-5599
15.9680,-5599
15.9707,-5599
15.9733,-5599
15.9760,-5599
15.9787,-5599
15.9813,-5600
15.9840,-5599
15.9867,-5599
15.9893,-5599
15.9920,-5599
15.9947,-5600
15.9973,-5600
16.0000,-5601
16.0027,-5601
16.0053,-5600
16.0080,-5600
16.0107,-5600
16.0133,-5599
16.0160,-5599
16.0187,-5599
16.0213,-5600
16.0240,-5599
16.0267,-5599
16.0293,-5599
16.0320,-5600
16.0347,-5600
16.0373,-5600
16.0400,-5599
16.0427,-5599
16.0453,-5599
16.0480,-5600
16.0507,-5600
16.0533,-5601
16.0560,-5600
16.0587,-5599
16.0613,-5598
16.0640,-5599
16.0667,-5600
16.0693,-5600
16.0720,-5599
16.0747,-5599
16.0773,-5599
16.0800,-5599
16.0827,-5598
16.0853,-5598
16.0880,-5599
16.0907,-5599
16.0933,-5598
16.0960,-5598
16.0987,-5599
16.1013,-5599
16.1040,-5599
16.1067,-5599
16.1093,-5598
16.1120,-5599
16.1147,-5599
16.1173,-5598
16.1200,-5598
16.1227,-5599
16.1253,-5599
16.1280,-5598
16.1307,-5598
16.1333,-5599
16.1360,-5599
16.1387,-5598
16.1413,-5598
16.1440,-5598
16.1467,-5598
16.1493,-5598
16.1520,-5598
16.1547,-5598
16.1573,-5599
16.1600,-5598
16.1627,-5597
16.1653,-5598
16.1680,-5597
16.1707,-5598
16.1733,-5598
16.1760,-5599
16.1787,-5599
16.1813,-5598
16.1840,-5599
16.1867,-5599
16.1893,-5599
16.1920,-5599
16.1947,-5599
16.1973,-5599
16.2000,-5599
16.2027,-5599
16.2053,-5599
16.2080,-5599
16.2107,-5599
16.2133,-5599
16.2160,-5599
16.2187,-5599
16.2213,-5599
16.2240,-5599
16.2267,-5599
16.2293,-5599
16.2320,-5599
16.2347,-5599
16.2373,-5599
16.2400,-5599
16.2427,-5599
16.2453,-5600
16.2480,-5600
16.2507,-5600
16.2533,-5600
16.2560,-5600
16.2587,-5600
16.2613,-5599
16.2640,-5599
16.2667,-5599
16.2693,-5599
16.2720,-5599
16.2747,-5600
16.2773,-5599
16.2800,-5598
16.2827,-5599
16.2853,-5599
16.2880,-5598
16.2907,-5598
16.2933,-5599
16.2960,-5599
16.2987,-5598
16.3013,-5598
16.3040,-5598
16.3067,-5598
16.3093,-5597
16.3120,-5597
16.3147,-5597
16.3173,-5598
16.3200,-5598
16.3227,-5597
16.3253,-5597
16.3280,-5598
16.3307,-5600
16.3333,-5599
16.3360,-5600
16.3387,-5599
16.3413,-5600
16.3440,-5599
16.3467,-5599
16.3493,-5600
16.3520,-5600
16.3547,-5600
16.3573,-5600
16.3600,-5599
16.3627,-5599
16.3653,-5599
16.3680,-5600
16.3707,-5600
16.3733,-5600
16.3760,-5600
16.3787,-5600
16.3813,-5600
16.3840,-5600
16.3867,-5600
16.3893,-5600
16.3920,-5600
16.3947,-5600
16.3973,-5600
16.4000,-5599
16.4027,-5599
16.4053,-5599
16.4080,-5599
16.4107,-5599
16.4133,-5599
16.4160,-5599
16.4187,-5599
16.4213,-5598
16.4240,-5599
16.4267,-5599
16.4293,-5599
16.4320,-5599
16.4347,-5598
16.4373,-5599
16.4400,-5599
16.4427,-5599
16.4453,-5599
16.4480,-5598
16.4507,-5598
16.4533,-5598
16.4560,-5598
16.4587,-5598
16.4613,-5597
16.4640,-5597
16.4667,-5598
16.4693,-5598
16.4720,-5597
16.4747,-5598
16.4773,-5597
