时间(分钟),信号值(微伏),T,信号值(微伏)
28.4133,18178,466.713388,20697
28.416,18179,466.737334,20680
28.4187,18181,466.785226,20646
28.4213,18182,466.809172,20630
28.424,18183,466.833118,20613
28.4267,18186,466.904956,20597
28.4293,18188,466.952848,20580
28.432,18189,466.976794,20545
28.4347,18191,467.024686,20529
28.4373,18192,467.048632,20512
28.44,18195,467.12047,20496
28.4427,18196,467.144416,20478
28.4453,18198,467.192308,20446
28.448,18199,467.216254,20429
28.4507,18200,467.2402,20411
28.4533,18203,467.312038,20394
28.456,18205,467.35993,20377
28.4587,18206,467.383876,20343
28.4613,18207,467.407822,20325
28.464,18209,467.455714,20308
28.4667,18211,467.503606,20291
28.4693,18213,467.551498,20274
28.472,18214,467.575444,20240
28.4747,18216,467.623336,20223
28.4773,18217,467.647282,20205
28.48,18220,467.71912,20187
28.4827,18221,467.743066,20169
28.4853,18223,467.790958,20134
28.488,18224,467.814904,20116
28.4907,18226,467.862796,20099
28.4933,18228,467.910688,20081
28.496,18230,467.95858,20064
28.4987,18231,467.982526,20028
28.5013,18233,468.030418,20010
28.504,18234,468.054364,19992
28.5067,18237,468.126202,19975
28.5093,18238,468.150148,19957
28.512,18240,468.19804,19920
28.5147,18241,468.221986,19902
28.5173,18243,468.269878,19885
28.52,18246,468.341716,19867
28.5227,18247,468.365662,19849
28.5253,18248,468.389608,19812
28.528,18250,468.4375,19794
28.5307,18251,468.461446,19775
28.5333,18254,468.533284,19757
28.536,18255,468.55723,19739
28.5387,18257,468.605122,19702
28.5413,18258,468.629068,19684
28.544,18260,468.67696,19665
28.5467,18263,468.748798,19646
28.5493,18264,468.772744,19627
28.552,18265,468.79669,19591
28.5547,18267,468.844582,19572
28.5573,18268,468.868528,19554
28.56,18271,468.940366,19535
28.5627,18272,468.964312,19516
28.5653,18274,469.012204,19478
28.568,18275,469.03615,19459
28.5707,18277,469.084042,19441
28.5733,18279,469.131934,19422
28.576,18281,469.179826,19403
28.5787,18282,469.203772,19366
28.5813,18283,469.227718,19348
28.584,18285,469.27561,19329
28.5867,18288,469.347448,19310
28.5893,18289,469.371394,19290
28.592,18291,469.419286,19251
28.5947,18292,469.443232,19232
28.5973,18294,469.491124,19213
28.6,18297,469.562962,19193
28.6027,18298,469.586908,19174
28.6053,18299,469.610854,19136
28.608,18301,469.658746,19118
28.6107,18302,469.682692,19098
28.6133,18305,469.75453,19079
28.616,18306,469.778476,19059
28.6187,18308,469.826368,19019
28.6213,18309,469.850314,19000
28.624,18310,469.87426,18980
28.6267,18313,469.946098,18961
28.6293,18315,469.99399,18942
28.632,18316,470.017936,18903
28.6347,18318,470.065828,18883
28.6373,18319,470.089774,18863
28.64,18322,470.161612,18843
28.6427,18323,470.185558,18823
28.6453,18324,470.209504,18784
28.648,18326,470.257396,18764
28.6507,18328,470.305288,18744
28.6533,18330,470.35318,18724
28.656,18332,470.401072,18703
28.6587,18333,470.425018,18664
28.6613,18335,470.47291,18644
28.664,18336,470.496856,18624
28.6667,18339,470.568694,18604
28.6693,18340,470.59264,18585
28.672,18341,470.616586,18543
28.6747,18343,470.664478,18523
28.6773,18344,470.688424,18502
28.68,18347,470.760262,18481
28.6827,18349,470.808154,18461
28.6853,18350,470.8321,18420
28.688,18352,470.879992,18401
28.6907,18353,470.903938,18380
28.6933,18356,470.975776,18360
28.696,18357,470.999722,18340
28.6987,18359,471.047614,18299
28.7013,18360,471.07156,18278
28.704,18362,471.119452,18258
28.7067,18365,471.19129,18237
28.7093,18366,471.215236,18217
28.712,18367,471.239182,18175
28.7147,18369,471.287074,18154
28.7173,18370,471.31102,18134
28.72,18373,471.382858,18113
28.7227,18374,471.406804,18092
28.7253,18376,471.454696,18049
28.728,18377,471.478642,18028
28.7307,18379,471.526534,18007
28.7333,18381,471.574426,17986
28.736,18383,471.622318,17965
28.7387,18385,471.67021,17923
28.7413,18386,471.694156,17902
28.744,18387,471.718102,17880
28.7467,18390,471.78994,17859
28.7493,18392,471.837832,17837
28.752,18393,471.861778,17794
28.7547,18395,471.90967,17774
28.7573,18396,471.933616,17752
28.76,18399,472.005454,17731
28.7627,18400,472.0294,17710
28.7653,18401,472.053346,17668
28.768,18403,472.101238,17646
28.7707,18404,472.125184,17624
28.7733,18407,472.197022,17602
28.776,18409,472.244914,17581
28.7787,18410,472.26886,17537
28.7813,18412,472.316752,17515
28.784,18413,472.340698,17494
28.7867,18416,472.412536,17473
28.7893,18417,472.436482,17452
28.792,18418,472.460428,17407
28.7947,18420,472.50832,17384
28.7973,18421,472.532266,17362
28.8,18424,472.604104,17340
28.8027,18426,472.651996,17318
28.8053,18427,472.675942,17274
28.808,18429,472.723834,17252
28.8107,18430,472.74778,17229
28.8133,18433,472.819618,17207
28.816,18435,472.86751,17184
28.8187,18436,472.891456,17140
28.8213,18437,472.915402,17118
28.824,18439,472.963294,17096
28.8267,18441,473.011186,17074
28.8293,18443,473.059078,17051
28.832,18444,473.083024,17004
28.8347,18446,473.130916,16982
28.8373,18447,473.154862,16959
28.84,18450,473.2267,16937
28.8427,18451,473.250646,16915
28.8453,18453,473.298538,16870
28.848,18454,473.322484,16846
28.8507,18456,473.370376,16824
28.8533,18459,473.442214,16801
28.856,18460,473.46616,16778
28.8587,18462,473.514052,16732
28.8613,18463,473.537998,16709
28.864,18464,473.561944,16686
28.8667,18467,473.633782,16663
28.8693,18469,473.681674,16640
28.872,18470,473.70562,16594
28.8747,18471,473.729566,16571
28.8773,18473,473.777458,16548
28.88,18476,473.849296,16525
28.8827,18477,473.873242,16502
28.8853,18479,473.921134,16456
28.888,18480,473.94508,16433
28.8907,18481,473.969026,16409
28.8933,18484,474.040864,16385
28.896,18486,474.088756,16362
28.8987,18487,474.112702,16317
28.9013,18489,474.160594,16293
28.904,18490,474.18454,16270
28.9067,18492,474.232432,16246
28.9093,18494,474.280324,16222
28.912,18495,474.30427,16175
28.9147,18496,474.328216,16152
28.9173,18498,474.376108,16128
28.92,18501,474.447946,16105
28.9227,18502,474.471892,16082
28.9253,18504,474.519784,16033
28.928,18505,474.54373,16011
28.9307,18506,474.567676,15986
28.9333,18509,474.639514,15962
28.936,18511,474.687406,15938
28.9387,18512,474.711352,15890
28.9413,18513,474.735298,15866
28.944,18515,474.78319,15843
28.9467,18518,474.855028,15818
28.9493,18519,474.878974,15795
28.952,18520,474.90292,15747
28.9547,18522,474.950812,15723
28.9573,18523,474.974758,15698
28.96,18526,475.046596,15675
28.9627,18527,475.070542,15651
28.9653,18529,475.118434,15602
28.968,18530,475.14238,15578
28.9707,18531,475.166326,15553
28.9733,18534,475.238164,15529
28.976,18536,475.286056,15505
28.9787,18537,475.310002,15456
28.9813,18539,475.357894,15431
28.984,18540,475.38184,15407
28.9867,18543,475.453678,15382
28.9893,18544,475.477624,15358
28.992,18545,475.50157,15309
28.9947,18547,475.549462,15286
28.9973,18548,475.573408,15261
29,18551,475.645246,15235
29.0027,18553,475.693138,15211
29.0053,18554,475.717084,15162
29.008,18555,475.74103,15137
29.0107,18557,475.788922,15114
29.0133,18560,475.86076,15089
29.016,18561,475.884706,15064
29.0187,18562,475.908652,15014
29.0213,18564,475.956544,14989
29.024,18565,475.98049,14965
29.0267,18568,476.052328,14940
29.0293,18569,476.076274,14915
29.032,18571,476.124166,14865
29.0347,18572,476.148112,14840
29.0373,18574,476.196004,14816
29.04,18576,476.243896,14791
29.0427,18578,476.291788,14766
29.0453,18579,476.315734,14717
29.048,18581,476.363626,14692
29.0507,18582,476.387572,14667
29.0533,18585,476.45941,14642
29.056,18586,476.483356,14616
29.0587,18588,476.531248,14568
29.0613,18589,476.555194,14543
29.064,18591,476.603086,14518
29.0667,18593,476.650978,14492
29.0693,18595,476.69887,14467
29.072,18596,476.722816,14417
29.0747,18597,476.746762,14392
29.0773,18599,476.794654,14367
29.08,18602,476.866492,14341
29.0827,18603,476.890438,14316
29.0853,18605,476.93833,14267
29.088,18606,476.962276,14241
29.0907,18607,476.986222,14214
29.0933,18610,477.05806,14189
29.096,18611,477.082006,14164
29.0987,18613,477.129898,14113
29.1013,18614,477.153844,14089
29.104,18616,477.201736,14064
29.1067,18619,477.273574,14038
29.1093,18620,477.29752,14011
29.112,18621,477.321466,13960
29.1147,18623,477.369358,13934
29.1173,18624,477.393304,13908
29.12,18627,477.465142,13883
29.1227,18628,477.489088,13858
29.1253,18630,477.53698,13806
29.128,18631,477.560926,13780
29.1307,18633,477.608818,13754
29.1333,18635,477.65671,13727
29.136,18637,477.704602,13702
29.1387,18639,477.752494,13652
29.1413,18640,477.77644,13625
29.144,18641,477.800386,13598
29.1467,18644,477.872224,13572
29.1493,18646,477.920116,13547
29.152,18647,477.944062,13494
29.1547,18648,477.968008,13468
29.1573,18650,478.0159,13443
29.16,18652,478.063792,13417
29.1627,18654,478.111684,13392
29.1653,18655,478.13563,13339
29.168,18657,478.183522,13312
29.1707,18658,478.207468,13286
29.1733,18661,478.279306,13260
29.176,18663,478.327198,13233
29.1787,18664,478.351144,13180
29.1813,18665,478.37509,13155
29.184,18668,478.446928,13128
29.1867,18669,478.470874,13102
29.1893,18671,478.518766,13075
29.192,18672,478.542712,13023
29.1947,18674,478.590604,12997
29.1973,18677,478.662442,12970
29.2,18678,478.686388,12943
29.2027,18680,478.73428,12917
29.2053,18681,478.758226,12864
29.208,18682,478.782172,12837
29.2107,18685,478.85401,12810
29.2133,18686,478.877956,12783
29.216,18688,478.925848,12758
29.2187,18689,478.949794,12705
29.2213,18691,478.997686,12678
29.224,18694,479.069524,12652
29.2267,18695,479.09347,12626
29.2293,18697,479.141362,12598
29.232,18698,479.165308,12546
29.2347,18699,479.189254,12519
29.2373,18702,479.261092,12492
29.24,18704,479.308984,12464
29.2427,18705,479.33293,12438
29.2453,18706,479.356876,12384
29.248,18708,479.404768,12358
29.2507,18710,479.45266,12332
29.2533,18712,479.500552,12307
29.256,18713,479.524498,12251
29.2587,18715,479.57239,12225
29.2613,18716,479.596336,12197
29.264,18719,479.668174,12171
29.2667,18721,479.716066,12144
29.2693,18722,479.740012,12091
29.272,18723,479.763958,12062
29.2747,18724,479.787904,12036
29.2773,18727,479.859742,12009
29.28,18729,479.907634,11983
29.2827,18731,479.955526,11929
29.2853,18732,479.979472,11903
29.288,18733,480.003418,11876
29.2907,18736,480.075256,11848
29.2933,18738,480.123148,11821
29.296,18739,480.147094,11766
29.2987,18740,480.17104,11738
29.3013,18742,480.218932,11712
29.304,18745,480.29077,11684
29.3067,18746,480.314716,11657
29.3093,18748,480.362608,11603
29.312,18749,480.386554,11576
29.3147,18750,480.4105,11549
29.3173,18753,480.482338,11522
29.32,18755,480.53023,11495
29.3227,18756,480.554176,11440
29.3253,18758,480.602068,11413
29.328,18759,480.626014,11385
29.3307,18762,480.697852,11358
29.3333,18763,480.721798,11330
29.336,18765,480.76969,11276
29.3387,18766,480.793636,11249
29.3413,18768,480.841528,11222
29.344,18770,480.88942,11194
29.3467,18772,480.937312,11167
29.3493,18773,480.961258,11112
29.352,18774,480.985204,11084
29.3547,18776,481.033096,11058
29.3573,18779,481.104934,11031
29.36,18780,481.12888,11003
29.3627,18782,481.176772,10947
29.3653,18783,481.200718,10920
29.368,18784,481.224664,10892
29.3707,18788,481.320448,10865
29.3733,18789,481.344394,10838
29.376,18790,481.36834,10783
29.3787,18791,481.392286,10756
29.3813,18793,481.440178,10728
29.384,18796,481.512016,10701
29.3867,18797,481.535962,10674
29.3893,18799,481.583854,10620
29.392,18800,481.6078,10592
29.3947,18801,481.631746,10564
29.3973,18804,481.703584,10537
29.4,18806,481.751476,10509
29.4027,18807,481.775422,10454
29.4053,18809,481.823314,10427
29.408,18810,481.84726,10399
29.4107,18813,481.919098,10371
29.4133,18814,481.943044,10344
29.416,18815,481.96699,10289
29.4187,18817,482.014882,10261
29.4213,18818,482.038828,10233
29.424,18821,482.110666,10206
29.4267,18823,482.158558,10178
29.4293,18824,482.182504,10124
29.432,18826,482.230396,10097
29.4347,18827,482.254342,10068
29.4373,18829,482.302234,10041
29.44,18831,482.350126,10014
29.4427,18832,482.374072,9960
29.4453,18834,482.421964,9933
29.448,18835,482.44591,9905
29.4507,18838,482.517748,9877
29.4533,18839,482.541694,9851
29.456,18840,482.56564,9795
29.4587,18842,482.613532,9768
29.4613,18843,482.637478,9741
29.464,18846,482.709316,9713
29.4667,18848,482.757208,9686
29.4693,18849,482.781154,9630
29.472,18851,482.829046,9603
29.4747,18852,482.852992,9576
29.4773,18855,482.92483,9549
29.48,18856,482.948776,9522
29.4827,18857,482.972722,9467
29.4853,18859,483.020614,9440
29.488,18860,483.04456,9412
29.4907,18863,483.116398,9385
29.4933,18865,483.16429,9357
29.496,18866,483.188236,9304
29.4987,18867,483.212182,9276
29.5013,18868,483.236128,9248
29.504,18871,483.307966,9221
29.5067,18873,483.355858,9193
29.5093,18874,483.379804,9138
29.512,18876,483.427696,9111
29.5147,18877,483.451642,9084
29.5173,18880,483.52348,9056
29.52,18881,483.547426,9028
29.5227,18883,483.595318,8974
29.5253,18884,483.619264,8946
29.528,18885,483.64321,8919
29.5307,18888,483.715048,8891
29.5333,18890,483.76294,8864
29.536,18891,483.786886,8810
29.5387,18892,483.810832,8783
29.5413,18894,483.858724,8756
29.544,18897,483.930562,8728
29.5467,18898,483.954508,8701
29.5493,18899,483.978454,8647
29.552,18901,484.026346,8619
29.5547,18902,484.050292,8591
29.5573,18905,484.12213,8564
29.56,18906,484.146076,8536
29.5627,18908,484.193968,8483
29.5653,18909,484.217914,8455
29.568,18910,484.24186,8427
29.5707,18913,484.313698,8400
29.5733,18915,484.36159,8373
29.576,18916,484.385536,8317
29.5787,18917,484.409482,8290
29.5813,18919,484.457374,8263
29.584,18921,484.505266,8237
29.5867,18923,484.553158,8210
29.5893,18924,484.577104,8156
29.592,18926,484.624996,8129
29.5947,18927,484.648942,8101
29.5973,18930,484.72078,8074
29.6,18931,484.744726,8047
29.6027,18933,484.792618,7992
29.6053,18934,484.816564,7965
29.608,18935,484.84051,7938
29.6107,18938,484.912348,7911
29.6133,18940,484.96024,7883
29.616,18941,484.984186,7829
29.6187,18942,485.008132,7802
29.6213,18944,485.056024,7775
29.624,18946,485.103916,7749
29.6267,18948,485.151808,7722
29.6293,18950,485.1997,7668
29.632,18951,485.223646,7641
29.6347,18953,485.271538,7615
29.6373,18955,485.31943,7587
29.64,18956,485.343376,7560
29.6427,18958,485.391268,7507
29.6453,18959,485.415214,7479
29.648,18962,485.487052,7452
29.6507,18963,485.510998,7426
29.6533,18964,485.534944,7399
29.656,18966,485.582836,7346
29.6587,18967,485.606782,7319
29.6613,18970,485.67862,7293
29.664,18971,485.702566,7266
29.6667,18973,485.750458,7238
29.6693,18974,485.774404,7186
29.672,18975,485.79835,7160
29.6747,18978,485.870188,7134
29.6773,18979,485.894134,7106
29.68,18981,485.942026,7079
29.6827,18982,485.965972,7027
29.6853,18984,486.013864,7001
29.688,18985,486.03781,6974
29.6907,18988,486.109648,6948
29.6933,18989,486.133594,6922
29.696,18991,486.181486,6869
29.6987,18992,486.205432,6843
29.7013,18995,486.27727,6817
29.704,18996,486.301216,6791
29.7067,18997,486.325162,6765
29.7093,18999,486.373054,6713
29.712,19000,486.397,6687
29.7147,19003,486.468838,6660
29.7173,19004,486.492784,6634
29.72,19006,486.540676,6607
29.7227,19007,486.564622,6555
29.7253,19009,486.612514,6530
29.728,19011,486.660406,6504
29.7307,19013,486.708298,6477
29.7333,19014,486.732244,6451
29.736,19016,486.780136,6399
29.7387,19017,486.804082,6373
29.7413,19020,486.87592,6348
29.744,19021,486.899866,6321
29.7467,19022,486.923812,6295
29.7493,19024,486.971704,6244
29.752,19025,486.99565,6217
29.7547,19028,487.067488,6192
29.7573,19030,487.11538,6166
29.76,19031,487.139326,6140
29.7627,19033,487.187218,6090
29.7653,19034,487.211164,6064
29.768,19037,487.283002,6039
29.7707,19038,487.306948,6013
29.7733,19040,487.35484,5988
29.776,19041,487.378786,5936
29.7787,19042,487.402732,5911
29.7813,19045,487.47457,5885
29.784,19047,487.522462,5861
29.7867,19048,487.546408,5836
29.7893,19050,487.5943,5784
29.792,19051,487.618246,5759
29.7947,19054,487.690084,5735
29.7973,19055,487.71403,5709
29.8,19057,487.761922,5683
29.8027,19058,487.785868,5632
29.8053,19060,487.83376,5607
29.808,19062,487.881652,5583
29.8107,19064,487.929544,5558
29.8133,19065,487.95349,5532
29.816,19066,487.977436,5483
29.8187,19068,488.025328,5458
29.8213,19071,488.097166,5433
29.824,19072,488.121112,5408
29.8267,19074,488.169004,5384
29.8293,19075,488.19295,5335
29.832,19076,488.216896,5310
29.8347,19079,488.288734,5285
29.8373,19081,488.336626,5259
29.84,19082,488.360572,5235
29.8427,19083,488.384518,5186
29.8453,19085,488.43241,5161
29.848,19088,488.504248,5136
29.8507,19089,488.528194,5112
29.8533,19091,488.576086,5088
29.856,19092,488.600032,5039
29.8587,19094,488.647924,5014
29.8613,19096,488.695816,4990
29.864,19097,488.719762,4965
29.8667,19099,488.767654,4917
29.8693,19100,488.7916,4893
29.872,19102,488.839492,4869
29.8747,19104,488.887384,4845
29.8773,19106,488.935276,4821
29.88,19108,488.983168,4772
29.8827,19109,489.007114,4749
29.8853,19110,489.03106,4725
29.888,19113,489.102898,4702
29.8907,19115,489.15079,4677
29.8933,19116,489.174736,4629
29.896,19117,489.198682,4605
29.8987,19119,489.246574,4582
29.9013,19122,489.318412,4558
29.904,19123,489.342358,4534
29.9067,19125,489.39025,4487
29.9093,19126,489.414196,4464
29.912,19127,489.438142,4441
29.9147,19130,489.50998,4417
29.9173,19132,489.557872,4393
29.92,19133,489.581818,4347
29.9227,19135,489.62971,4324
29.9253,19136,489.653656,4301
29.928,19139,489.725494,4277
29.9307,19140,489.74944,4254
29.9333,19142,489.797332,4208
29.936,19143,489.821278,4185
29.9387,19145,489.86917,4162
29.9413,19147,489.917062,4138
29.944,19149,489.964954,4116
29.9467,19150,489.9889,4070
29.9493,19152,490.036792,4047
29.952,19153,490.060738,4024
29.9547,19156,490.132576,4002
29.9573,19158,490.180468,3979
29.96,19159,490.204414,3934
29.9627,19160,490.22836,3912
29.9653,19162,490.276252,3888
29.968,19165,490.34809,3865
29.9707,19166,490.372036,3843
29.9733,19167,490.395982,3798
29.976,19169,490.443874,3776
29.9787,19170,490.46782,3753
29.9813,19173,490.539658,3731
29.984,19175,490.58755,3709
29.9867,19176,490.611496,3664
29.9893,19177,490.635442,3643
29.992,19179,490.683334,3621
29.9947,19182,490.755172,3599
29.9973,19183,490.779118,3577
30,19184,490.803064,3534
30.0027,19186,490.850956,3512
30.0053,19187,490.874902,3490
30.008,19190,490.94674,3467
30.0107,19191,490.970686,3446
30.0133,19193,491.018578,3404
30.016,19194,491.042524,3382
30.0187,19196,491.090416,3360
30.0213,19198,491.138308,3338
30.024,19200,491.1862,3316
30.0267,19201,491.210146,3273
30.0293,19202,491.234092,3252
30.032,19204,491.281984,3231
30.0347,19207,491.353822,3210
30.0373,19208,491.377768,3189
30.04,19210,491.42566,3147
30.0427,19211,491.449606,3126
30.0453,19213,491.497498,3105
30.048,19215,491.54539,3084
30.0507,19217,491.593282,3063
30.0533,19218,491.617228,3022
30.056,19219,491.641174,3001
30.0587,19221,491.689066,2981
30.0613,19224,491.760904,2960
30.064,19225,491.78485,2939
30.0667,19226,491.808796,2899
30.0693,19228,491.856688,2878
30.072,19229,491.880634,2857
30.0747,19232,491.952472,2837
30.0773,19233,491.976418,2817
30.08,19235,492.02431,2776
30.0827,19236,492.048256,2755
30.0853,19238,492.096148,2735
30.088,19240,492.14404,2715
30.0907,19242,492.191932,2696
30.0933,19243,492.215878,2656
30.096,19245,492.26377,2637
30.0987,19246,492.287716,2617
30.1013,19249,492.359554,2597
30.104,19251,492.407446,2577
30.1067,19252,492.431392,2538
30.1093,19253,492.455338,2520
30.112,19255,492.50323,2500
30.1147,19257,492.551122,2480
30.1173,19259,492.599014,2461
30.12,19260,492.62296,2423
30.1227,19262,492.670852,2404
30.1253,19263,492.694798,2384
30.128,19266,492.766636,2365
30.1307,19267,492.790582,2346
30.1333,19269,492.838474,2308
30.136,19270,492.86242,2290
30.1387,19272,492.910312,2271
30.1413,19274,492.958204,2252
30.144,19276,493.006096,2234
30.1467,19277,493.030042,2197
30.1493,19279,493.077934,2178
30.152,19280,493.10188,2159
30.1547,19283,493.173718,2142
30.1573,19284,493.197664,2123
30.16,19286,493.245556,2084
30.1627,19287,493.269502,2066
30.1653,19288,493.293448,2048
30.168,19291,493.365286,2030
30.1707,19293,493.413178,2011
30.1733,19294,493.437124,1975
30.176,19295,493.46107,1957
30.1787,19297,493.508962,1939
30.1813,19300,493.5808,1922
30.184,19301,493.604746,1904
30.1867,19302,493.628692,1867
30.1893,19304,493.676584,1850
30.192,19305,493.70053,1833
30.1947,19308,493.772368,1815
30.1973,19309,493.796314,1797
30.2,19311,493.844206,1763
30.2027,19312,493.868152,1745
30.2053,19314,493.916044,1727
30.208,19317,493.987882,1710
30.2107,19318,494.011828,1693
30.2133,19319,494.035774,1658
30.216,19321,494.083666,1641
30.2187,19322,494.107612,1624
30.2213,19325,494.17945,1607
30.224,19327,494.227342,1590
30.2267,19328,494.251288,1557
30.2293,19329,494.275234,1540
30.232,19331,494.323126,1523
30.2347,19334,494.394964,1506
30.2373,19335,494.41891,1489
30.24,19336,494.442856,1457
30.2427,19338,494.490748,1440
30.2453,19339,494.514694,1424
30.248,19342,494.586532,1408
30.2507,19343,494.610478,1392
30.2533,19345,494.65837,1359
30.256,19346,494.682316,1344
30.2587,19348,494.730208,1328
30.2613,19350,494.7781,1311
30.264,19352,494.825992,1293
30.2667,19353,494.849938,1262
30.2693,19355,494.89783,1246
30.272,19356,494.921776,1230
30.2747,19359,494.993614,1214
30.2773,19360,495.01756,1199
30.28,19362,495.065452,1168
30.2827,19363,495.089398,1153
30.2853,19364,495.113344,1137
30.288,19367,495.185182,1121
30.2907,19369,495.233074,1105
30.2933,19370,495.25702,1074
30.296,19371,495.280966,1058
30.2987,19373,495.328858,1043
30.3013,19376,495.400696,1029
30.304,19377,495.424642,1014
30.3067,19378,495.448588,983
30.3093,19380,495.49648,969
30.312,19381,495.520426,954
30.3147,19384,495.592264,940
30.3173,19386,495.640156,924
30.32,19387,495.664102,895
30.3227,19389,495.711994,881
30.3253,19390,495.73594,866
30.328,19393,495.807778,851
30.3307,19394,495.831724,837
30.3333,19396,495.879616,808
30.336,19397,495.903562,795
30.3387,19399,495.951454,781
30.3413,19401,495.999346,766
30.344,19403,496.047238,752
30.3467,19404,496.071184,724
30.3493,19406,496.119076,709
30.352,19407,496.143022,695
30.3547,19410,496.21486,680
30.3573,19411,496.238806,665
30.36,19413,496.286698,639
30.3627,19414,496.310644,625
30.3653,19415,496.33459,611
30.368,19418,496.406428,597
30.3707,19420,496.45432,583
30.3733,19421,496.478266,556
30.376,19422,496.502212,543
30.3787,19424,496.550104,530
30.3813,19427,496.621942,516
30.384,19428,496.645888,503
30.3867,19430,496.69378,475
30.3893,19431,496.717726,463
30.392,19433,496.765618,449
30.3947,19436,496.837456,436
30.3973,19437,496.861402,423
30.4,19438,496.885348,397
30.4027,19440,496.93324,384
30.4053,19441,496.957186,371
30.408,19444,497.029024,358
30.4107,19445,497.05297,345
30.4133,19447,497.100862,320
30.416,19448,497.124808,307
30.4187,19450,497.1727,295
30.4213,19453,497.244538,282
30.424,19454,497.268484,270
30.4267,19455,497.29243,245
30.4293,19457,497.340322,232
30.432,19458,497.364268,220
30.4347,19461,497.436106,207
30.4373,19462,497.460052,194
30.44,19464,497.507944,170
30.4427,19465,497.53189,158
30.4453,19467,497.579782,147
30.448,19469,497.627674,135
30.4507,19471,497.675566,123
30.4533,19472,497.699512,98
30.456,19474,497.747404,87
30.4587,19475,497.77135,75
30.4613,19478,497.843188,63
30.464,19479,497.867134,51
30.4667,19481,497.915026,27
30.4693,19482,497.938972,16
30.472,19484,497.986864,4
30.4747,19486,498.034756,-7
30.4773,19488,498.082648,-19
30.48,19489,498.106594,-42
30.4827,19491,498.154486,-53
30.4853,19492,498.178432,-65
30.488,19495,498.25027,-76
30.4907,19496,498.274216,-88
30.4933,19498,498.322108,-110
30.496,19499,498.346054,-122
30.4987,19500,498.37,-133
30.5013,19503,498.441838,-143
30.504,19505,498.48973,-154
30.5067,19506,498.513676,-176
30.5093,19508,498.561568,-187
30.512,19509,498.585514,-198
30.5147,19512,498.657352,-209
30.5173,19513,498.681298,-220
30.52,19515,498.72919,-241
30.5227,19516,498.753136,-251
30.5253,19518,498.801028,-261
30.528,19520,498.84892,-271
30.5307,19522,498.896812,-281
30.5333,19523,498.920758,-303
30.536,19525,498.96865,-314
30.5387,19526,498.992596,-325
30.5413,19529,499.064434,-336
30.544,19530,499.08838,-346
30.5467,19532,499.136272,-366
30.5493,19533,499.160218,-376
30.552,19534,499.184164,-386
30.5547,19537,499.256002,-395
30.5573,19538,499.279948,-406
30.56,19540,499.32784,-426
30.5627,19541,499.351786,-436
30.5653,19543,499.399678,-446
30.568,19546,499.471516,-456
30.5707,19547,499.495462,-464
30.5733,19549,499.543354,-485
30.576,19550,499.5673,-494
30.5787,19552,499.615192,-504
30.5813,19554,499.663084,-513
30.584,19556,499.710976,-523
30.5867,19557,499.734922,-542
30.5893,19559,499.782814,-552
30.592,19560,499.80676,-561
30.5947,19563,499.878598,-570
30.5973,19564,499.902544,-580
30.6,19566,499.950436,-600
30.6027,19567,499.974382,-609
30.6053,19569,500.022274,-618
30.608,19571,500.070166,-627
30.6107,19573,500.118058,-636
30.6133,19574,500.142004,-654
30.616,19576,500.189896,-664
30.6187,19579,500.261734,-674
30.6213,19580,500.28568,-682
30.624,19582,500.333572,-690
30.6267,19583,500.357518,-708
30.6293,19585,500.40541,-717
30.632,19587,500.453302,-726
30.6347,19589,500.501194,-735
30.6373,19590,500.52514,-743
30.64,19591,500.549086,-761
30.6427,19593,500.596978,-770
30.6453,19596,500.668816,-779
30.648,19597,500.692762,-787
30.6507,19599,500.740654,-796
30.6533,19600,500.7646,-812
30.656,19602,500.812492,-821
30.6587,19605,500.88433,-831
30.6613,19606,500.908276,-838
30.664,19607,500.932222,-846
30.6667,19609,500.980114,-863
30.6693,19610,501.00406,-870
30.672,19613,501.075898,-879
30.6747,19614,501.099844,-887
30.6773,19616,501.147736,-904
30.68,19617,501.171682,-912
30.6827,19618,501.195628,-920
30.6853,19621,501.267466,-928
30.688,19623,501.315358,-936
30.6907,19624,501.339304,-952
30.6933,19626,501.387196,-960
30.696,19627,501.411142,-968
30.6987,19630,501.48298,-976
30.7013,19632,501.530872,-984
30.704,19633,501.554818,-999
30.7067,19635,501.60271,-1007
30.7093,19636,501.626656,-1014
30.712,19638,501.674548,-1022
30.7147,19640,501.72244,-1029
30.7173,19641,501.746386,-1045
30.72,19643,501.794278,-1053
30.7227,19644,501.818224,-1061
30.7253,19647,501.890062,-1068
30.728,19649,501.937954,-1076
30.7307,19650,501.9619,-1090
30.7333,19651,501.985846,-1098
30.736,19653,502.033738,-1106
30.7387,19656,502.105576,-1113
30.7413,19657,502.129522,-1121
30.744,19659,502.177414,-1135
30.7467,19660,502.20136,-1142
30.7493,19661,502.225306,-1149
30.752,19664,502.297144,-1157
30.7547,19666,502.345036,-1164
30.7573,19667,502.368982,-1177
30.76,19668,502.392928,-1184
30.7627,19670,502.44082,-1191
30.7653,19673,502.512658,-1199
30.768,19674,502.536604,-1207
30.7707,19676,502.584496,-1221
30.7733,19677,502.608442,-1227
30.776,19679,502.656334,-1234
30.7787,19681,502.704226,-1241
30.7813,19682,502.728172,-1247
30.784,19684,502.776064,-1261
30.7867,19685,502.80001,-1268
30.7893,19687,502.847902,-1275
30.792,19690,502.91974,-1282
30.7947,19691,502.943686,-1290
