时间(分钟),信号值(微伏)
10.4160,-5499
10.4187,-5499
10.4213,-5500
10.4240,-5500
10.4267,-5499
10.4293,-5498
10.4320,-5498
10.4347,-5499
10.4373,-5498
10.4400,-5497
10.4427,-5497
10.4453,-5496
10.4480,-5495
10.4507,-5495
10.4533,-5494
10.4560,-5493
10.4587,-5492
10.4613,-5493
10.4640,-5493
10.4667,-5492
10.4693,-5492
10.4720,-5492
10.4747,-5492
10.4773,-5491
10.4800,-5491
10.4827,-5491
10.4853,-5491
10.4880,-5490
10.4907,-5489
10.4933,-5489
10.4960,-5489
10.4987,-5488
10.5013,-5487
10.5040,-5488
10.5067,-5487
10.5093,-5486
10.5120,-5487
10.5147,-5485
10.5173,-5484
10.5200,-5484
10.5227,-5485
10.5253,-5486
10.5280,-5483
10.5307,-5482
10.5333,-5483
10.5360,-5483
10.5387,-5482
10.5413,-5481
10.5440,-5480
10.5467,-5479
10.5493,-5479
10.5520,-5479
10.5547,-5479
10.5573,-5478
10.5600,-5477
10.5627,-5477
10.5653,-5476
10.5680,-5476
10.5707,-5476
10.5733,-5476
10.5760,-5475
10.5787,-5475
10.5813,-5473
10.5840,-5473
10.5867,-5473
10.5893,-5472
10.5920,-5472
10.5947,-5472
10.5973,-5472
10.6000,-5472
10.6027,-5471
10.6053,-5471
10.6080,-5470
10.6107,-5470
10.6133,-5469
10.6160,-5470
10.6187,-5470
10.6213,-5470
10.6240,-5469
10.6267,-5468
10.6293,-5467
10.6320,-5467
10.6347,-5466
10.6373,-5465
10.6400,-5465
10.6427,-5465
10.6453,-5465
10.6480,-5464
10.6507,-5463
10.6533,-5462
10.6560,-5462
10.6587,-5462
10.6613,-5461
10.6640,-5460
10.6667,-5461
10.6693,-5461
10.6720,-5459
10.6747,-5460
10.6773,-5460
10.6800,-5459
10.6827,-5458
10.6853,-5458
10.6880,-5458
10.6907,-5457
10.6933,-5457
10.6960,-5457
10.6987,-5456
10.7013,-5456
10.7040,-5455
10.7067,-5454
10.7093,-5454
10.7120,-5453
10.7147,-5453
10.7173,-5453
10.7200,-5453
10.7227,-5452
10.7253,-5452
10.7280,-5452
10.7307,-5452
10.7333,-5451
10.7360,-5450
10.7387,-5449
10.7413,-5449
10.7440,-5448
10.7467,-5447
10.7493,-5447
10.7520,-5447
10.7547,-5446
10.7573,-5446
10.7600,-5446
10.7627,-5446
10.7653,-5445
10.7680,-5445
10.7707,-5445
10.7733,-5444
10.7760,-5443
10.7787,-5443
10.7813,-5441
10.7840,-5441
10.7867,-5441
10.7893,-5441
10.7920,-5439
10.7947,-5439
10.7973,-5438
10.8000,-5438
10.8027,-5438
10.8053,-5437
10.8080,-5438
10.8107,-5437
10.8133,-5436
10.8160,-5436
10.8187,-5436
10.8213,-5435
10.8240,-5434
10.8267,-5434
10.8293,-5434
10.8320,-5433
10.8347,-5433
10.8373,-5433
10.8400,-5432
10.8427,-5431
10.8453,-5431
10.8480,-5431
10.8507,-5431
10.8533,-5430
10.8560,-5430
10.8587,-5429
10.8613,-5429
10.8640,-5429
10.8667,-5428
10.8693,-5428
10.8720,-5428
10.8747,-5428
10.8773,-5427
10.8800,-5426
10.8827,-5426
10.8853,-5426
10.8880,-5425
10.8907,-5425
10.8933,-5424
10.8960,-5423
10.8987,-5423
10.9013,-5423
10.9040,-5423
10.9067,-5423
10.9093,-5422
10.9120,-5421
10.9147,-5421
10.9173,-5420
10.9200,-5419
10.9227,-5419
10.9253,-5418
10.9280,-5418
10.9307,-5418
10.9333,-5417
10.9360,-5417
10.9387,-5416
10.9413,-5415
10.9440,-5415
10.9467,-5415
10.9493,-5415
10.9520,-5414
10.9547,-5413
10.9573,-5411
10.9600,-5411
10.9627,-5412
10.9653,-5412
10.9680,-5409
10.9707,-5409
10.9733,-5407
10.9760,-5407
10.9787,-5406
10.9813,-5407
10.9840,-5406
10.9867,-5405
10.9893,-5405
10.9920,-5405
10.9947,-5404
10.9973,-5403
11.0000,-5403
11.0027,-5403
11.0053,-5403
11.0080,-5402
11.0107,-5401
11.0133,-5400
11.0160,-5400
11.0187,-5399
11.0213,-5398
11.0240,-5398
11.0267,-5398
11.0293,-5396
11.0320,-5394
11.0347,-5394
11.0373,-5394
11.0400,-5394
11.0427,-5394
11.0453,-5394
11.0480,-5391
11.0507,-5390
11.0533,-5389
11.0560,-5389
11.0587,-5389
11.0613,-5387
11.0640,-5387
11.0667,-5387
11.0693,-5385
11.0720,-5384
11.0747,-5385
11.0773,-5384
11.0800,-5383
11.0827,-5384
11.0853,-5381
11.0880,-5380
11.0907,-5380
11.0933,-5380
11.0960,-5380
11.0987,-5377
11.1013,-5378
11.1040,-5376
11.1067,-5375
11.1093,-5377
11.1120,-5375
11.1147,-5373
11.1173,-5372
11.1200,-5372
11.1227,-5372
11.1253,-5372
11.1280,-5370
11.1307,-5370
11.1333,-5370
11.1360,-5369
11.1387,-5368
11.1413,-5368
11.1440,-5368
11.1467,-5367
11.1493,-5365
11.1520,-5365
11.1547,-5364
11.1573,-5363
11.1600,-5363
11.1627,-5363
11.1653,-5362
11.1680,-5362
11.1707,-5361
11.1733,-5361
11.1760,-5359
11.1787,-5358
11.1813,-5359
11.1840,-5358
11.1867,-5357
11.1893,-5356
11.1920,-5355
11.1947,-5356
11.1973,-5356
11.2000,-5355
11.2027,-5354
11.2053,-5352
11.2080,-5352
11.2107,-5353
11.2133,-5351
11.2160,-5350
11.2187,-5351
11.2213,-5350
11.2240,-5350
11.2267,-5349
11.2293,-5348
11.2320,-5348
11.2347,-5348
11.2373,-5346
11.2400,-5345
11.2427,-5345
11.2453,-5344
11.2480,-5343
11.2507,-5343
11.2533,-5342
11.2560,-5343
11.2587,-5341
11.2613,-5341
11.2640,-5341
11.2667,-5340
11.2693,-5339
11.2720,-5337
11.2747,-5336
11.2773,-5335
11.2800,-5335
11.2827,-5335
11.2853,-5334
11.2880,-5334
11.2907,-5332
11.2933,-5332
11.2960,-5331
11.2987,-5331
11.3013,-5331
11.3040,-5330
11.3067,-5329
11.3093,-5329
11.3120,-5326
11.3147,-5326
11.3173,-5327
11.3200,-5325
11.3227,-5325
11.3253,-5324
11.3280,-5324
11.3307,-5324
11.3333,-5323
11.3360,-5323
11.3387,-5321
11.3413,-5321
11.3440,-5320
11.3467,-5318
11.3493,-5316
11.3520,-5315
11.3547,-5316
11.3573,-5315
11.3600,-5314
11.3627,-5313
11.3653,-5313
11.3680,-5312
11.3707,-5312
11.3733,-5311
11.3760,-5311
11.3787,-5309
11.3813,-5309
11.3840,-5308
11.3867,-5307
11.3893,-5307
11.3920,-5305
11.3947,-5305
11.3973,-5304
11.4000,-5303
11.4027,-5303
11.4053,-5302
11.4080,-5301
11.4107,-5300
11.4133,-5299
11.4160,-5299
11.4187,-5298
11.4213,-5298
11.4240,-5298
11.4267,-5297
11.4293,-5296
11.4320,-5296
11.4347,-5295
11.4373,-5295
11.4400,-5294
11.4427,-5293
11.4453,-5291
11.4480,-5291
11.4507,-5291
11.4533,-5291
11.4560,-5290
11.4587,-5289
11.4613,-5288
11.4640,-5288
11.4667,-5287
11.4693,-5286
11.4720,-5285
11.4747,-5284
11.4773,-5283
11.4800,-5283
11.4827,-5283
11.4853,-5282
11.4880,-5282
11.4907,-5282
11.4933,-5281
11.4960,-5280
11.4987,-5279
11.5013,-5278
11.5040,-5277
11.5067,-5277
11.5093,-5276
11.5120,-5275
11.5147,-5274
11.5173,-5273
11.5200,-5273
11.5227,-5273
11.5253,-5272
11.5280,-5271
11.5307,-5271
11.5333,-5271
11.5360,-5270
11.5387,-5268
11.5413,-5267
11.5440,-5267
11.5467,-5267
11.5493,-5267
11.5520,-5265
11.5547,-5265
11.5573,-5264
11.5600,-5263
11.5627,-5263
11.5653,-5262
11.5680,-5262
11.5707,-5261
11.5733,-5260
11.5760,-5260
11.5787,-5259
11.5813,-5258
11.5840,-5257
11.5867,-5257
11.5893,-5256
11.5920,-5255
11.5947,-5255
11.5973,-5254
11.6000,-5254
11.6027,-5254
11.6053,-5253
11.6080,-5252
11.6107,-5252
11.6133,-5252
11.6160,-5251
11.6187,-5251
11.6213,-5250
11.6240,-5250
11.6267,-5250
11.6293,-5250
11.6320,-5248
11.6347,-5248
11.6373,-5247
11.6400,-5247
11.6427,-5246
11.6453,-5246
11.6480,-5246
11.6507,-5245
11.6533,-5245
11.6560,-5244
11.6587,-5245
11.6613,-5244
11.6640,-5244
11.6667,-5244
11.6693,-5244
11.6720,-5242
11.6747,-5242
11.6773,-5242
11.6800,-5242
11.6827,-5241
11.6853,-5240
11.6880,-5239
11.6907,-5239
11.6933,-5239
11.6960,-5239
11.6987,-5238
11.7013,-5237
11.7040,-5237
11.7067,-5237
11.7093,-5236
11.7120,-5235
11.7147,-5234
11.7173,-5234
11.7200,-5233
11.7227,-5233
11.7253,-5231
11.7280,-5231
11.7307,-5230
11.7333,-5230
11.7360,-5230
11.7387,-5228
11.7413,-5228
11.7440,-5228
11.7467,-5227
11.7493,-5226
11.7520,-5225
11.7547,-5225
11.7573,-5224
11.7600,-5222
11.7627,-5222
11.7653,-5221
11.7680,-5220
11.7707,-5219
11.7733,-5219
11.7760,-5218
11.7787,-5218
11.7813,-5217
11.7840,-5216
11.7867,-5215
11.7893,-5214
11.7920,-5212
11.7947,-5213
11.7973,-5212
11.8000,-5211
11.8027,-5211
11.8053,-5210
11.8080,-5208
11.8107,-5208
11.8133,-5206
11.8160,-5206
11.8187,-5205
11.8213,-5205
11.8240,-5203
11.8267,-5203
11.8293,-5203
11.8320,-5202
11.8347,-5201
11.8373,-5201
11.8400,-5200
11.8427,-5199
11.8453,-5198
11.8480,-5198
11.8507,-5196
11.8533,-5196
11.8560,-5197
11.8587,-5195
11.8613,-5195
11.8640,-5194
11.8667,-5193
11.8693,-5192
11.8720,-5191
11.8747,-5190
11.8773,-5190
11.8800,-5190
11.8827,-5189
11.8853,-5188
11.8880,-5187
11.8907,-5186
11.8933,-5186
11.8960,-5185
11.8987,-5184
11.9013,-5182
11.9040,-5181
11.9067,-5179
11.9093,-5180
11.9120,-5178
11.9147,-5177
11.9173,-5177
11.9200,-5176
11.9227,-5176
11.9253,-5173
11.9280,-5173
11.9307,-5172
11.9333,-5171
11.9360,-5171
11.9387,-5168
11.9413,-5168
11.9440,-5166
11.9467,-5166
11.9493,-5166
11.9520,-5165
11.9547,-5163
11.9573,-5163
11.9600,-5163
11.9627,-5162
11.9653,-5161
11.9680,-5160
11.9707,-5160
11.9733,-5160
11.9760,-5159
11.9787,-5158
11.9813,-5157
11.9840,-5157
11.9867,-5157
11.9893,-5156
11.9920,-5154
11.9947,-5153
11.9973,-5152
12.0000,-5152
12.0027,-5152
12.0053,-5151
12.0080,-5151
12.0107,-5150
12.0133,-5150
12.0160,-5149
12.0187,-5149
12.0213,-5148
12.0240,-5147
12.0267,-5147
12.0293,-5147
12.0320,-5146
12.0347,-5146
12.0373,-5146
12.0400,-5145
12.0427,-5144
12.0453,-5143
12.0480,-5143
12.0507,-5142
12.0533,-5142
12.0560,-5142
12.0587,-5141
12.0613,-5141
12.0640,-5141
12.0667,-5139
12.0693,-5139
12.0720,-5138
12.0747,-5138
12.0773,-5138
12.0800,-5137
12.0827,-5138
12.0853,-5137
12.0880,-5135
12.0907,-5135
12.0933,-5135
12.0960,-5134
12.0987,-5134
12.1013,-5133
12.1040,-5133
12.1067,-5133
12.1093,-5132
12.1120,-5131
12.1147,-5131
12.1173,-5130
12.1200,-5130
12.1227,-5130
12.1253,-5130
12.1280,-5129
12.1307,-5129
12.1333,-5128
12.1360,-5128
12.1387,-5127
12.1413,-5127
12.1440,-5126
12.1467,-5126
12.1493,-5126
12.1520,-5126
12.1547,-5126
12.1573,-5126
12.1600,-5126
12.1627,-5126
12.1653,-5123
12.1680,-5124
12.1707,-5124
12.1733,-5124
12.1760,-5123
12.1787,-5124
12.1813,-5124
12.1840,-5124
12.1867,-5123
12.1893,-5122
12.1920,-5121
12.1947,-5121
12.1973,-5120
12.2000,-5120
12.2027,-5120
12.2053,-5119
12.2080,-5118
12.2107,-5118
12.2133,-5116
12.2160,-5117
12.2187,-5118
12.2213,-5118
12.2240,-5117
12.2267,-5116
12.2293,-5116
12.2320,-5114
12.2347,-5113
12.2373,-5115
12.2400,-5114
12.2427,-5112
12.2453,-5112
12.2480,-5113
12.2507,-5112
12.2533,-5113
12.2560,-5113
12.2587,-5112
12.2613,-5111
12.2640,-5110
12.2667,-5110
12.2693,-5109
12.2720,-5108
12.2747,-5108
12.2773,-5109
12.2800,-5109
12.2827,-5108
12.2853,-5108
12.2880,-5106
12.2907,-5106
12.2933,-5106
12.2960,-5106
12.2987,-5105
12.3013,-5105
12.3040,-5104
12.3067,-5105
12.3093,-5103
12.3120,-5104
12.3147,-5103
12.3173,-5103
12.3200,-5103
12.3227,-5102
12.3253,-5101
12.3280,-5101
12.3307,-5100
12.3333,-5100
12.3360,-5100
12.3387,-5099
12.3413,-5099
12.3440,-5098
12.3467,-5098
12.3493,-5098
12.3520,-5096
12.3547,-5097
12.3573,-5097
12.3600,-5096
12.3627,-5095
12.3653,-5095
12.3680,-5095
12.3707,-5094
12.3733,-5094
12.3760,-5093
12.3787,-5092
12.3813,-5093
12.3840,-5092
12.3867,-5091
12.3893,-5091
12.3920,-5090
12.3947,-5090
12.3973,-5090
12.4000,-5091
12.4027,-5091
12.4053,-5089
12.4080,-5090
12.4107,-5089
12.4133,-5089
12.4160,-5089
12.4187,-5087
12.4213,-5086
12.4240,-5086
12.4267,-5085
12.4293,-5085
12.4320,-5085
12.4347,-5085
12.4373,-5085
12.4400,-5085
12.4427,-5084
12.4453,-5083
12.4480,-5083
12.4507,-5083
12.4533,-5083
12.4560,-5083
12.4587,-5083
12.4613,-5083
12.4640,-5083
12.4667,-5084
12.4693,-5083
12.4720,-5083
12.4747,-5082
12.4773,-5081
12.4800,-5081
12.4827,-5082
12.4853,-5081
12.4880,-5081
12.4907,-5081
12.4933,-5080
12.4960,-5081
12.4987,-5079
12.5013,-5080
12.5040,-5079
12.5067,-5078
12.5093,-5078
12.5120,-5077
12.5147,-5077
12.5173,-5077
12.5200,-5077
12.5227,-5077
12.5253,-5076
12.5280,-5075
12.5307,-5075
12.5333,-5075
12.5360,-5074
12.5387,-5074
12.5413,-5073
12.5440,-5073
12.5467,-5074
12.5493,-5074
12.5520,-5073
12.5547,-5073
12.5573,-5073
12.5600,-5072
12.5627,-5071
12.5653,-5070
12.5680,-5071
12.5707,-5071
12.5733,-5070
12.5760,-5071
12.5787,-5070
12.5813,-5070
12.5840,-5069
12.5867,-5069
12.5893,-5068
12.5920,-5068
12.5947,-5068
12.5973,-5067
12.6000,-5067
12.6027,-5067
12.6053,-5066
12.6080,-5066
12.6107,-5066
12.6133,-5065
12.6160,-5064
12.6187,-5064
12.6213,-5063
12.6240,-5062
12.6267,-5063
12.6293,-5063
12.6320,-5062
12.6347,-5062
12.6373,-5062
12.6400,-5061
12.6427,-5062
12.6453,-5059
12.6480,-5059
12.6507,-5058
12.6533,-5058
12.6560,-5058
12.6587,-5057
12.6613,-5058
12.6640,-5058
12.6667,-5058
12.6693,-5057
12.6720,-5058
12.6747,-5057
12.6773,-5057
12.6800,-5057
12.6827,-5058
12.6853,-5057
12.6880,-5056
12.6907,-5055
12.6933,-5056
12.6960,-5056
12.6987,-5056
12.7013,-5056
12.7040,-5056
12.7067,-5056
12.7093,-5056
12.7120,-5055
12.7147,-5054
12.7173,-5054
12.7200,-5055
12.7227,-5055
12.7253,-5054
12.7280,-5055
12.7307,-5054
12.7333,-5053
12.7360,-5053
12.7387,-5054
12.7413,-5053
12.7440,-5053
12.7467,-5054
12.7493,-5054
12.7520,-5053
12.7547,-5053
12.7573,-5053
12.7600,-5053
12.7627,-5052
12.7653,-5051
12.7680,-5052
12.7707,-5052
12.7733,-5052
12.7760,-5052
12.7787,-5051
12.7813,-5051
12.7840,-5051
12.7867,-5051
12.7893,-5051
12.7920,-5050
12.7947,-5049
12.7973,-5050
12.8000,-5049
12.8027,-5049
12.8053,-5049
12.8080,-5050
12.8107,-5050
12.8133,-5050
12.8160,-5049
12.8187,-5049
12.8213,-5048
12.8240,-5048
12.8267,-5048
12.8293,-5049
12.8320,-5048
12.8347,-5047
12.8373,-5047
12.8400,-5047
12.8427,-5046
12.8453,-5048
12.8480,-5048
12.8507,-5048
12.8533,-5048
12.8560,-5048
12.8587,-5047
12.8613,-5047
12.8640,-5046
12.8667,-5047
12.8693,-5047
12.8720,-5048
12.8747,-5047
12.8773,-5047
12.8800,-5045
12.8827,-5045
12.8853,-5045
12.8880,-5045
12.8907,-5045
12.8933,-5044
12.8960,-5044
12.8987,-5044
12.9013,-5044
12.9040,-5044
12.9067,-5045
12.9093,-5045
12.9120,-5044
12.9147,-5045
12.9173,-5045
12.9200,-5044
12.9227,-5044
12.9253,-5045
12.9280,-5044
12.9307,-5044
12.9333,-5044
12.9360,-5043
12.9387,-5043
12.9413,-5043
12.9440,-5043
12.9467,-5043
12.9493,-5043
12.9520,-5043
12.9547,-5043
12.9573,-5042
12.9600,-5042
12.9627,-5042
12.9653,-5042
12.9680,-5042
12.9707,-5041
12.9733,-5042
12.9760,-5042
12.9787,-5041
12.9813,-5041
12.9840,-5041
12.9867,-5041
12.9893,-5041
12.9920,-5042
12.9947,-5042
12.9973,-5041
13.0000,-5041
13.0027,-5041
13.0053,-5041
13.0080,-5041
13.0107,-5041
13.0133,-5041
13.0160,-5041
13.0187,-5042
13.0213,-5042
13.0240,-5042
13.0267,-5042
13.0293,-5042
13.0320,-5042
13.0347,-5043
13.0373,-5043
13.0400,-5043
13.0427,-5043
13.0453,-5042
13.0480,-5042
13.0507,-5042
13.0533,-5042
13.0560,-5043
13.0587,-5043
13.0613,-5042
13.0640,-5043
13.0667,-5043
13.0693,-5043
13.0720,-5043
13.0747,-5043
13.0773,-5043
13.0800,-5043
13.0827,-5043
13.0853,-5045
13.0880,-5045
13.0907,-5044
13.0933,-5044
13.0960,-5045
13.0987,-5045
13.1013,-5045
13.1040,-5045
13.1067,-5045
13.1093,-5045
13.1120,-5045
13.1147,-5045
13.1173,-5045
13.1200,-5045
13.1227,-5045
13.1253,-5047
13.1280,-5047
13.1307,-5046
13.1333,-5047
13.1360,-5046
13.1387,-5046
13.1413,-5046
13.1440,-5046
13.1467,-5047
13.1493,-5047
13.1520,-5047
13.1547,-5048
13.1573,-5048
13.1600,-5048
13.1627,-5048
13.1653,-5048
13.1680,-5048
13.1707,-5048
13.1733,-5048
13.1760,-5048
13.1787,-5049
13.1813,-5049
13.1840,-5048
13.1867,-5048
13.1893,-5048
13.1920,-5049
13.1947,-5048
13.1973,-5048
13.2000,-5047
13.2027,-5048
13.2053,-5047
13.2080,-5047
13.2107,-5047
13.2133,-5047
13.2160,-5047
13.2187,-5047
13.2213,-5047
13.2240,-5047
13.2267,-5046
13.2293,-5047
13.2320,-5046
13.2347,-5046
13.2373,-5045
13.2400,-5045
13.2427,-5045
13.2453,-5045
13.2480,-5045
13.2507,-5044
13.2533,-5043
13.2560,-5044
13.2587,-5043
13.2613,-5043
13.2640,-5044
13.2667,-5044
13.2693,-5043
13.2720,-5043
13.2747,-5043
13.2773,-5044
13.2800,-5043
13.2827,-5044
13.2853,-5043
13.2880,-5043
13.2907,-5044
13.2933,-5043
13.2960,-5043
13.2987,-5043
13.3013,-5043
13.3040,-5044
13.3067,-5043
13.3093,-5043
13.3120,-5044
13.3147,-5044
13.3173,-5044
13.3200,-5043
13.3227,-5043
13.3253,-5042
13.3280,-5043
13.3307,-5043
13.3333,-5043
13.3360,-5043
13.3387,-5044
13.3413,-5044
13.3440,-5043
13.3467,-5043
13.3493,-5043
13.3520,-5043
13.3547,-5043
13.3573,-5043
13.3600,-5044
13.3627,-5044
13.3653,-5044
13.3680,-5044
13.3707,-5044
13.3733,-5045
13.3760,-5044
13.3787,-5045
13.3813,-5045
13.3840,-5046
13.3867,-5046
13.3893,-5045
13.3920,-5045
13.3947,-5045
13.3973,-5045
13.4000,-5045
13.4027,-5045
13.4053,-5045
13.4080,-5045
13.4107,-5046
13.4133,-5046
13.4160,-5047
13.4187,-5047
13.4213,-5047
13.4240,-5047
13.4267,-5046
13.4293,-5047
13.4320,-5046
13.4347,-5045
13.4373,-5047
13.4400,-5047
13.4427,-5046
13.4453,-5045
13.4480,-5046
13.4507,-5048
13.4533,-5047
13.4560,-5046
13.4587,-5047
13.4613,-5047
13.4640,-5047
13.4667,-5047
13.4693,-5048
13.4720,-5048
13.4747,-5048
13.4773,-5049
13.4800,-5049
13.4827,-5048
13.4853,-5048
13.4880,-5048
13.4907,-5048
13.4933,-5048
13.4960,-5049
13.4987,-5049
13.5013,-5049
13.5040,-5050
13.5067,-5050
13.5093,-5050
13.5120,-5050
13.5147,-5050
13.5173,-5050
13.5200,-5050
13.5227,-5050
13.5253,-5050
13.5280,-5050
13.5307,-5050
13.5333,-5050
13.5360,-5050
13.5387,-5050
13.5413,-5050
13.5440,-5050
13.5467,-5051
13.5493,-5050
13.5520,-5050
13.5547,-5050
13.5573,-5050
13.5600,-5050
13.5627,-5050
13.5653,-5050
13.5680,-5050
13.5707,-5050
13.5733,-5052
13.5760,-5052
13.5787,-5052
13.5813,-5052
13.5840,-5052
13.5867,-5051
13.5893,-5050
13.5920,-5051
13.5947,-5051
13.5973,-5050
13.6000,-5050
13.6027,-5050
13.6053,-5052
13.6080,-5051
13.6107,-5051
13.6133,-5050
13.6160,-5051
13.6187,-5051
13.6213,-5050
13.6240,-5050
13.6267,-5051
13.6293,-5050
13.6320,-5049
13.6347,-5050
13.6373,-5050
13.6400,-5051
13.6427,-5050
13.6453,-5050
13.6480,-5051
13.6507,-5050
13.6533,-5050
13.6560,-5050
13.6587,-5050
13.6613,-5050
13.6640,-5051
13.6667,-5051
13.6693,-5051
13.6720,-5051
13.6747,-5051
13.6773,-5050
13.6800,-5051
13.6827,-5051
13.6853,-5051
13.6880,-5051
13.6907,-5052
13.6933,-5051
13.6960,-5051
13.6987,-5050
13.7013,-5051
13.7040,-5051
13.7067,-5050
13.7093,-5051
13.7120,-5051
13.7147,-5051
13.7173,-5051
13.7200,-5052
13.7227,-5052
13.7253,-5052
13.7280,-5052
13.7307,-5052
13.7333,-5052
13.7360,-5052
13.7387,-5052
13.7413,-5052
13.7440,-5052
13.7467,-5052
13.7493,-5052
13.7520,-5051
13.7547,-5053
13.7573,-5053
13.7600,-5053
13.7627,-5054
13.7653,-5054
13.7680,-5054
13.7707,-5053
13.7733,-5054
13.7760,-5054
13.7787,-5054
13.7813,-5053
13.7840,-5054
13.7867,-5053
13.7893,-5053
13.7920,-5053
13.7947,-5054
13.7973,-5055
13.8000,-5055
13.8027,-5055
13.8053,-5055
13.8080,-5055
13.8107,-5055
13.8133,-5056
13.8160,-5056
13.8187,-5056
13.8213,-5056
13.8240,-5056
13.8267,-5057
13.8293,-5056
13.8320,-5056
13.8347,-5056
13.8373,-5057
13.8400,-5057
13.8427,-5057
13.8453,-5057
13.8480,-5057
13.8507,-5057
13.8533,-5057
13.8560,-5058
13.8587,-5059
13.8613,-5058
13.8640,-5057
13.8667,-5058
13.8693,-5059
13.8720,-5060
13.8747,-5060
13.8773,-5059
13.8800,-5060
13.8827,-5060
13.8853,-5061
13.8880,-5061
13.8907,-5061
13.8933,-5061
13.8960,-5061
13.8987,-5061
13.9013,-5061
13.9040,-5059
13.9067,-5059
13.9093,-5059
13.9120,-5058
13.9147,-5058
13.9173,-5059
13.9200,-5060
13.9227,-5061
13.9253,-5060
13.9280,-5061
13.9307,-5061
13.9333,-5062
13.9360,-5062
13.9387,-5062
13.9413,-5061
13.9440,-5061
13.9467,-5061
13.9493,-5062
13.9520,-5062
13.9547,-5062
13.9573,-5062
13.9600,-5062
13.9627,-5062
13.9653,-5062
13.9680,-5061
13.9707,-5062
13.9733,-5061
13.9760,-5060
13.9787,-5061
13.9813,-5062
13.9840,-5062
13.9867,-5061
13.9893,-5062
13.9920,-5062
13.9947,-5061
13.9973,-5061
14.0000,-5061
14.0027,-5062
14.0053,-5061
14.0080,-5061
14.0107,-5062
14.0133,-5062
14.0160,-5062
14.0187,-5062
14.0213,-5062
14.0240,-5061
14.0267,-5062
14.0293,-5064
14.0320,-5063
14.0347,-5062
14.0373,-5062
14.0400,-5062
14.0427,-5062
14.0453,-5062
14.0480,-5062
14.0507,-5062
14.0533,-5062
14.0560,-5063
14.0587,-5062
14.0613,-5062
14.0640,-5062
14.0667,-5061
14.0693,-5062
14.0720,-5061
14.0747,-5062
14.0773,-5063
14.0800,-5062
14.0827,-5062
14.0853,-5061
14.0880,-5061
14.0907,-5062
14.0933,-5062
14.0960,-5062
14.0987,-5062
14.1013,-5062
14.1040,-5062
14.1067,-5062
14.1093,-5062
14.1120,-5063
14.1147,-5063
14.1173,-5064
14.1200,-5063
14.1227,-5064
14.1253,-5064
14.1280,-5064
14.1307,-5063
14.1333,-5064
14.1360,-5064
14.1387,-5064
14.1413,-5064
14.1440,-5064
14.1467,-5065
14.1493,-5065
14.1520,-5065
14.1547,-5065
14.1573,-5064
14.1600,-5065
14.1627,-5066
14.1653,-5066
14.1680,-5066
14.1707,-5066
14.1733,-5066
14.1760,-5066
14.1787,-5065
14.1813,-5066
14.1840,-5067
14.1867,-5067
14.1893,-5068
14.1920,-5068
14.1947,-5068
14.1973,-5068
14.2000,-5068
14.2027,-5069
14.2053,-5069
14.2080,-5068
14.2107,-5069
14.2133,-5070
14.2160,-5070
14.2187,-5070
14.2213,-5070
14.2240,-5070
14.2267,-5071
14.2293,-5072
14.2320,-5072
14.2347,-5072
14.2373,-5071
14.2400,-5071
14.2427,-5071
14.2453,-5072
14.2480,-5071
14.2507,-5071
14.2533,-5072
14.2560,-5073
14.2587,-5073
14.2613,-5073
14.2640,-5073
14.2667,-5074
14.2693,-5073
14.2720,-5073
14.2747,-5074
14.2773,-5073
14.2800,-5074
14.2827,-5074
14.2853,-5075
14.2880,-5075
14.2907,-5076
14.2933,-5076
14.2960,-5077
14.2987,-5077
14.3013,-5076
14.3040,-5075
14.3067,-5076
14.3093,-5077
14.3120,-5078
14.3147,-5078
14.3173,-5079
14.3200,-5079
14.3227,-5078
14.3253,-5078
14.3280,-5078
14.3307,-5079
14.3333,-5079
14.3360,-5079
14.3387,-5079
14.3413,-5080
14.3440,-5081
14.3467,-5081
14.3493,-5081
14.3520,-5081
14.3547,-5081
14.3573,-5082
14.3600,-5081
14.3627,-5082
14.3653,-5083
14.3680,-5083
14.3707,-5083
14.3733,-5083
14.3760,-5082
14.3787,-5083
14.3813,-5083
14.3840,-5084
14.3867,-5084
14.3893,-5083
14.3920,-5083
14.3947,-5083
14.3973,-5084
14.4000,-5085
14.4027,-5085
14.4053,-5085
14.4080,-5085
14.4107,-5085
14.4133,-5085
14.4160,-5086
14.4187,-5086
14.4213,-5086
14.4240,-5087
14.4267,-5087
14.4293,-5087
14.4320,-5087
14.4347,-5087
14.4373,-5087
14.4400,-5087
14.4427,-5088
14.4453,-5088
14.4480,-5088
14.4507,-5089
14.4533,-5088
14.4560,-5088
14.4587,-5089
14.4613,-5088
14.4640,-5089
14.4667,-5089
14.4693,-5089
14.4720,-5090
14.4747,-5090
14.4773,-5092
14.4800,-5092
14.4827,-5093
14.4853,-5093
14.4880,-5093
14.4907,-5093
14.4933,-5094
14.4960,-5094
14.4987,-5093
14.5013,-5093
14.5040,-5093
14.5067,-5093
14.5093,-5093
14.5120,-5094
14.5147,-5094
14.5173,-5094
14.5200,-5095
14.5227,-5095
14.5253,-5096
14.5280,-5095
14.5307,-5096
14.5333,-5096
14.5360,-5096
14.5387,-5095
14.5413,-5095
14.5440,-5096
14.5467,-5096
14.5493,-5096
14.5520,-5096
14.5547,-5096
