时间(分钟),信号值(微伏)
0.8187,-5310
0.8213,-5310
0.8240,-5310
0.8267,-5310
0.8293,-5309
0.8320,-5309
0.8347,-5310
0.8373,-5310
0.8400,-5310
0.8427,-5309
0.8453,-5310
0.8480,-5309
0.8507,-5307
0.8533,-5307
0.8560,-5308
0.8587,-5308
0.8613,-5308
0.8640,-5308
0.8667,-5308
0.8693,-5307
0.8720,-5304
0.8747,-5304
0.8773,-5305
0.8800,-5307
0.8827,-5309
0.8853,-5304
0.8880,-5304
0.8907,-5305
0.8933,-5305
0.8960,-5305
0.8987,-5306
0.9013,-5307
0.9040,-5307
0.9067,-5307
0.9093,-5307
0.9120,-5308
0.9147,-5308
0.9173,-5309
0.9200,-5309
0.9227,-5310
0.9253,-5309
0.9280,-5310
0.9307,-5310
0.9333,-5310
0.9360,-5310
0.9387,-5312
0.9413,-5312
0.9440,-5313
0.9467,-5312
0.9493,-5313
0.9520,-5314
0.9547,-5312
0.9573,-5313
0.9600,-5313
0.9627,-5315
0.9653,-5315
0.9680,-5315
0.9707,-5315
0.9733,-5314
0.9760,-5315
0.9787,-5316
0.9813,-5316
0.9840,-5316
0.9867,-5315
0.9893,-5314
0.9920,-5314
0.9947,-5314
0.9973,-5314
1.0000,-5314
1.0027,-5315
1.0053,-5314
1.0080,-5314
1.0107,-5314
1.0133,-5314
1.0160,-5314
1.0187,-5314
1.0213,-5314
1.0240,-5314
1.0267,-5313
1.0293,-5314
1.0320,-5314
1.0347,-5314
1.0373,-5314
1.0400,-5314
1.0427,-5313
1.0453,-5313
1.0480,-5312
1.0507,-5313
1.0533,-5314
1.0560,-5312
1.0587,-5312
1.0613,-5313
1.0640,-5313
1.0667,-5313
1.0693,-5312
1.0720,-5312
1.0747,-5312
1.0773,-5312
1.0800,-5311
1.0827,-5312
1.0853,-5311
1.0880,-5312
1.0907,-5312
1.0933,-5311
1.0960,-5311
1.0987,-5312
1.1013,-5311
1.1040,-5312
1.1067,-5312
1.1093,-5312
1.1120,-5313
1.1147,-5313
1.1173,-5313
1.1200,-5314
1.1227,-5315
1.1253,-5316
1.1280,-5316
1.1307,-5316
1.1333,-5316
1.1360,-5317
1.1387,-5318
1.1413,-5318
1.1440,-5318
1.1467,-5318
1.1493,-5319
1.1520,-5319
1.1547,-5318
1.1573,-5319
1.1600,-5319
1.1627,-5320
1.1653,-5321
1.1680,-5321
1.1707,-5321
1.1733,-5322
1.1760,-5324
1.1787,-5324
1.1813,-5325
1.1840,-5324
1.1867,-5325
1.1893,-5324
1.1920,-5325
1.1947,-5326
1.1973,-5326
1.2000,-5327
1.2027,-5329
1.2053,-5329
1.2080,-5329
1.2107,-5329
1.2133,-5329
1.2160,-5328
1.2187,-5329
1.2213,-5328
1.2240,-5329
1.2267,-5329
1.2293,-5330
1.2320,-5329
1.2347,-5329
1.2373,-5329
1.2400,-5329
1.2427,-5329
1.2453,-5329
1.2480,-5329
1.2507,-5329
1.2533,-5329
1.2560,-5329
1.2587,-5330
1.2613,-5330
1.2640,-5330
1.2667,-5330
1.2693,-5331
1.2720,-5329
1.2747,-5330
1.2773,-5330
1.2800,-5330
1.2827,-5329
1.2853,-5331
1.2880,-5332
1.2907,-5331
1.2933,-5331
1.2960,-5331
1.2987,-5331
1.3013,-5332
1.3040,-5332
1.3067,-5333
1.3093,-5333
1.3120,-5332
1.3147,-5332
1.3173,-5333
1.3200,-5333
1.3227,-5335
1.3253,-5334
1.3280,-5334
1.3307,-5334
1.3333,-5333
1.3360,-5333
1.3387,-5333
1.3413,-5334
1.3440,-5335
1.3467,-5335
1.3493,-5333
1.3520,-5334
1.3547,-5335
1.3573,-5335
1.3600,-5335
1.3627,-5334
1.3653,-5335
1.3680,-5335
1.3707,-5337
1.3733,-5338
1.3760,-5337
1.3787,-5338
1.3813,-5338
1.3840,-5338
1.3867,-5339
1.3893,-5341
1.3920,-5342
1.3947,-5342
1.3973,-5342
1.4000,-5344
1.4027,-5344
1.4053,-5346
1.4080,-5345
1.4107,-5345
1.4133,-5346
1.4160,-5347
1.4187,-5348
1.4213,-5348
1.4240,-5348
1.4267,-5348
1.4293,-5349
1.4320,-5350
1.4347,-5351
1.4373,-5352
1.4400,-5351
1.4427,-5352
1.4453,-5352
1.4480,-5351
1.4507,-5353
1.4533,-5354
1.4560,-5353
1.4587,-5354
1.4613,-5355
1.4640,-5356
1.4667,-5355
1.4693,-5355
1.4720,-5356
1.4747,-5356
1.4773,-5357
1.4800,-5357
1.4827,-5357
1.4853,-5358
1.4880,-5359
1.4907,-5359
1.4933,-5359
1.4960,-5359
1.4987,-5359
1.5013,-5358
1.5040,-5359
1.5067,-5359
1.5093,-5360
1.5120,-5360
1.5147,-5361
1.5173,-5361
1.5200,-5361
1.5227,-5361
1.5253,-5361
1.5280,-5361
1.5307,-5361
1.5333,-5362
1.5360,-5362
1.5387,-5362
1.5413,-5362
1.5440,-5362
1.5467,-5362
1.5493,-5364
1.5520,-5365
1.5547,-5365
1.5573,-5366
1.5600,-5366
1.5627,-5367
1.5653,-5367
1.5680,-5368
1.5707,-5368
1.5733,-5367
1.5760,-5368
1.5787,-5369
1.5813,-5369
1.5840,-5370
1.5867,-5370
1.5893,-5370
1.5920,-5371
1.5947,-5372
1.5973,-5374
1.6000,-5375
1.6027,-5375
1.6053,-5375
1.6080,-5375
1.6107,-5376
1.6133,-5376
1.6160,-5378
1.6187,-5377
1.6213,-5378
1.6240,-5378
1.6267,-5379
1.6293,-5381
1.6320,-5382
1.6347,-5382
1.6373,-5382
1.6400,-5383
1.6427,-5383
1.6453,-5384
1.6480,-5385
1.6507,-5385
1.6533,-5386
1.6560,-5387
1.6587,-5387
1.6613,-5388
1.6640,-5388
1.6667,-5388
1.6693,-5390
1.6720,-5391
1.6747,-5391
1.6773,-5391
1.6800,-5392
1.6827,-5392
1.6853,-5392
1.6880,-5394
1.6907,-5394
1.6933,-5395
1.6960,-5396
1.6987,-5396
1.7013,-5396
1.7040,-5396
1.7067,-5397
1.7093,-5398
1.7120,-5398
1.7147,-5399
1.7173,-5399
1.7200,-5400
1.7227,-5400
1.7253,-5400
1.7280,-5400
1.7307,-5401
1.7333,-5401
1.7360,-5403
1.7387,-5404
1.7413,-5404
1.7440,-5404
1.7467,-5404
1.7493,-5405
1.7520,-5406
1.7547,-5406
1.7573,-5406
1.7600,-5406
1.7627,-5408
1.7653,-5408
1.7680,-5408
1.7707,-5409
1.7733,-5409
1.7760,-5409
1.7787,-5408
1.7813,-5409
1.7840,-5409
1.7867,-5411
1.7893,-5409
1.7920,-5410
1.7947,-5410
1.7973,-5410
1.8000,-5410
1.8027,-5412
1.8053,-5413
1.8080,-5413
1.8107,-5413
1.8133,-5413
1.8160,-5413
1.8187,-5412
1.8213,-5413
1.8240,-5413
1.8267,-5415
1.8293,-5416
1.8320,-5415
1.8347,-5416
1.8373,-5417
1.8400,-5417
1.8427,-5417
1.8453,-5418
1.8480,-5419
1.8507,-5418
1.8533,-5418
1.8560,-5418
1.8587,-5421
1.8613,-5421
1.8640,-5421
1.8667,-5422
1.8693,-5424
1.8720,-5424
1.8747,-5424
1.8773,-5425
1.8800,-5426
1.8827,-5427
1.8853,-5428
1.8880,-5428
1.8907,-5430
1.8933,-5432
1.8960,-5430
1.8987,-5430
1.9013,-5430
1.9040,-5429
1.9067,-5428
1.9093,-5431
1.9120,-5431
1.9147,-5432
1.9173,-5431
1.9200,-5431
1.9227,-5432
1.9253,-5435
1.9280,-5435
1.9307,-5436
1.9333,-5436
1.9360,-5435
1.9387,-5435
1.9413,-5435
1.9440,-5436
1.9467,-5438
1.9493,-5438
1.9520,-5438
1.9547,-5439
1.9573,-5440
1.9600,-5441
1.9627,-5438
1.9653,-5440
1.9680,-5441
1.9707,-5441
1.9733,-5440
1.9760,-5443
1.9787,-5443
1.9813,-5442
1.9840,-5443
1.9867,-5443
1.9893,-5444
1.9920,-5445
1.9947,-5443
1.9973,-5442
2.0000,-5444
2.0027,-5444
2.0053,-5446
2.0080,-5446
2.0107,-5446
2.0133,-5446
2.0160,-5446
2.0187,-5446
2.0213,-5446
2.0240,-5446
2.0267,-5447
2.0293,-5448
2.0320,-5449
2.0347,-5449
2.0373,-5448
2.0400,-5449
2.0427,-5450
2.0453,-5451
2.0480,-5451
2.0507,-5451
2.0533,-5452
2.0560,-5451
2.0587,-5453
2.0613,-5453
2.0640,-5453
2.0667,-5451
2.0693,-5456
2.0720,-5456
2.0747,-5455
2.0773,-5454
2.0800,-5454
2.0827,-5456
2.0853,-5457
2.0880,-5458
2.0907,-5457
2.0933,-5458
2.0960,-5460
2.0987,-5458
2.1013,-5457
2.1040,-5459
2.1067,-5460
2.1093,-5461
2.1120,-5461
2.1147,-5460
2.1173,-5459
2.1200,-5458
2.1227,-5460
2.1253,-5460
2.1280,-5461
2.1307,-5461
2.1333,-5461
2.1360,-5462
2.1387,-5460
2.1413,-5462
2.1440,-5465
2.1467,-5465
2.1493,-5466
2.1520,-5464
2.1547,-5464
2.1573,-5465
2.1600,-5466
2.1627,-5467
2.1653,-5467
2.1680,-5467
2.1707,-5467
2.1733,-5468
2.1760,-5468
2.1787,-5469
2.1813,-5469
2.1840,-5469
2.1867,-5470
2.1893,-5472
2.1920,-5471
2.1947,-5472
2.1973,-5472
2.2000,-5473
2.2027,-5473
2.2053,-5473
2.2080,-5474
2.2107,-5475
2.2133,-5475
2.2160,-5476
2.2187,-5478
2.2213,-5478
2.2240,-5477
2.2267,-5477
2.2293,-5477
2.2320,-5478
2.2347,-5480
2.2373,-5481
2.2400,-5480
2.2427,-5482
2.2453,-5482
2.2480,-5482
2.2507,-5483
2.2533,-5484
2.2560,-5485
2.2587,-5485
2.2613,-5485
2.2640,-5485
2.2667,-5485
2.2693,-5487
2.2720,-5488
2.2747,-5488
2.2773,-5487
2.2800,-5487
2.2827,-5490
2.2853,-5491
2.2880,-5492
2.2907,-5493
2.2933,-5493
2.2960,-5492
2.2987,-5492
2.3013,-5492
2.3040,-5493
2.3067,-5493
2.3093,-5493
2.3120,-5493
2.3147,-5493
2.3173,-5494
2.3200,-5494
2.3227,-5495
2.3253,-5495
2.3280,-5495
2.3307,-5495
2.3333,-5496
2.3360,-5497
2.3387,-5497
2.3413,-5496
2.3440,-5497
2.3467,-5497
2.3493,-5497
2.3520,-5498
2.3547,-5498
2.3573,-5498
2.3600,-5497
2.3627,-5498
2.3653,-5498
2.3680,-5499
2.3707,-5500
2.3733,-5500
2.3760,-5500
2.3787,-5500
2.3813,-5500
2.3840,-5501
2.3867,-5501
2.3893,-5502
2.3920,-5502
2.3947,-5503
2.3973,-5503
2.4000,-5504
2.4027,-5506
2.4053,-5506
2.4080,-5506
2.4107,-5506
2.4133,-5506
2.4160,-5509
2.4187,-5509
2.4213,-5509
2.4240,-5509
2.4267,-5510
2.4293,-5512
2.4320,-5512
2.4347,-5513
2.4373,-5514
2.4400,-5514
2.4427,-5514
2.4453,-5515
2.4480,-5515
2.4507,-5516
2.4533,-5516
2.4560,-5517
2.4587,-5516
2.4613,-5517
2.4640,-5517
2.4667,-5518
2.4693,-5517
2.4720,-5518
2.4747,-5519
2.4773,-5519
2.4800,-5520
2.4827,-5520
2.4853,-5519
2.4880,-5519
2.4907,-5520
2.4933,-5522
2.4960,-5523
2.4987,-5523
2.5013,-5524
2.5040,-5523
2.5067,-5522
2.5093,-5521
2.5120,-5522
2.5147,-5522
2.5173,-5523
2.5200,-5524
2.5227,-5523
2.5253,-5524
2.5280,-5524
2.5307,-5524
2.5333,-5524
2.5360,-5525
2.5387,-5525
2.5413,-5524
2.5440,-5524
2.5467,-5525
2.5493,-5525
2.5520,-5526
2.5547,-5526
2.5573,-5526
2.5600,-5527
2.5627,-5526
2.5653,-5526
2.5680,-5527
2.5707,-5527
2.5733,-5528
2.5760,-5528
2.5787,-5528
2.5813,-5528
2.5840,-5528
2.5867,-5528
2.5893,-5529
2.5920,-5529
2.5947,-5528
2.5973,-5531
2.6000,-5531
2.6027,-5531
2.6053,-5533
2.6080,-5533
2.6107,-5534
2.6133,-5529
2.6160,-5531
2.6187,-5536
2.6213,-5535
2.6240,-5534
2.6267,-5536
2.6293,-5539
2.6320,-5539
2.6347,-5537
2.6373,-5537
2.6400,-5536
2.6427,-5535
2.6453,-5536
2.6480,-5536
2.6507,-5535
2.6533,-5539
2.6560,-5543
2.6587,-5539
2.6613,-5540
2.6640,-5541
2.6667,-5539
2.6693,-5542
2.6720,-5541
2.6747,-5541
2.6773,-5543
2.6800,-5543
2.6827,-5543
2.6853,-5544
2.6880,-5545
2.6907,-5543
2.6933,-5547
2.6960,-5546
2.6987,-5552
2.7013,-5554
2.7040,-5550
2.7067,-5551
2.7093,-5550
2.7120,-5554
2.7147,-5552
2.7173,-5555
2.7200,-5554
2.7227,-5553
2.7253,-5560
2.7280,-5557
2.7307,-5552
2.7333,-5558
2.7360,-5558
2.7387,-5558
2.7413,-5555
2.7440,-5556
2.7467,-5559
2.7493,-5558
2.7520,-5558
2.7547,-5558
2.7573,-5558
2.7600,-5557
2.7627,-5558
2.7653,-5558
2.7680,-5558
2.7707,-5559
2.7733,-5560
2.7760,-5560
2.7787,-5560
2.7813,-5560
2.7840,-5560
2.7867,-5559
2.7893,-5560
2.7920,-5560
2.7947,-5559
2.7973,-5560
2.8000,-5562
2.8027,-5562
2.8053,-5561
2.8080,-5562
2.8107,-5561
2.8133,-5562
2.8160,-5562
2.8187,-5563
2.8213,-5563
2.8240,-5563
2.8267,-5563
2.8293,-5564
2.8320,-5564
2.8347,-5563
2.8373,-5563
2.8400,-5563
2.8427,-5562
2.8453,-5563
2.8480,-5562
2.8507,-5562
2.8533,-5561
2.8560,-5562
2.8587,-5562
2.8613,-5561
2.8640,-5560
2.8667,-5560
2.8693,-5561
2.8720,-5561
2.8747,-5561
2.8773,-5560
2.8800,-5559
2.8827,-5560
2.8853,-5559
2.8880,-5558
2.8907,-5559
2.8933,-5558
2.8960,-5558
2.8987,-5558
2.9013,-5558
2.9040,-5557
2.9067,-5556
2.9093,-5556
2.9120,-5557
2.9147,-5558
2.9173,-5558
2.9200,-5556
2.9227,-5557
2.9253,-5558
2.9280,-5556
2.9307,-5555
2.9333,-5555
2.9360,-5555
2.9387,-5555
2.9413,-5555
2.9440,-5555
2.9467,-5555
2.9493,-5555
2.9520,-5555
2.9547,-5555
2.9573,-5555
2.9600,-5554
2.9627,-5555
2.9653,-5555
2.9680,-5555
2.9707,-5554
2.9733,-5555
2.9760,-5555
2.9787,-5555
2.9813,-5555
2.9840,-5555
2.9867,-5555
2.9893,-5555
2.9920,-5555
2.9947,-5555
2.9973,-5554
3.0000,-5554
3.0027,-5554
3.0053,-5554
3.0080,-5554
3.0107,-5553
3.0133,-5554
3.0160,-5555
3.0187,-5555
3.0213,-5555
3.0240,-5556
3.0267,-5557
3.0293,-5557
3.0320,-5556
3.0347,-5555
3.0373,-5555
3.0400,-5557
3.0427,-5558
3.0453,-5558
3.0480,-5558
3.0507,-5558
3.0533,-5558
3.0560,-5558
3.0587,-5559
3.0613,-5560
3.0640,-5560
3.0667,-5560
3.0693,-5560
3.0720,-5560
3.0747,-5560
3.0773,-5559
3.0800,-5560
3.0827,-5561
3.0853,-5560
3.0880,-5560
3.0907,-5560
3.0933,-5560
3.0960,-5560
3.0987,-5561
3.1013,-5561
3.1040,-5561
3.1067,-5561
3.1093,-5561
3.1120,-5562
3.1147,-5561
3.1173,-5561
3.1200,-5561
3.1227,-5561
3.1253,-5560
3.1280,-5561
3.1307,-5561
3.1333,-5562
3.1360,-5562
3.1387,-5562
3.1413,-5562
3.1440,-5563
3.1467,-5563
3.1493,-5563
3.1520,-5563
3.1547,-5563
3.1573,-5564
3.1600,-5565
3.1627,-5564
3.1653,-5563
3.1680,-5563
3.1707,-5564
3.1733,-5564
3.1760,-5564
3.1787,-5564
3.1813,-5565
3.1840,-5564
3.1867,-5564
3.1893,-5565
3.1920,-5565
3.1947,-5564
3.1973,-5565
3.2000,-5566
3.2027,-5565
3.2053,-5564
3.2080,-5564
3.2107,-5565
3.2133,-5566
3.2160,-5566
3.2187,-5567
3.2213,-5567
3.2240,-5568
3.2267,-5569
3.2293,-5569
3.2320,-5568
3.2347,-5569
3.2373,-5569
3.2400,-5571
3.2427,-5571
3.2453,-5571
3.2480,-5571
3.2507,-5571
3.2533,-5572
3.2560,-5572
3.2587,-5573
3.2613,-5574
3.2640,-5573
3.2667,-5574
3.2693,-5574
3.2720,-5574
3.2747,-5575
3.2773,-5575
3.2800,-5576
3.2827,-5577
3.2853,-5577
3.2880,-5576
3.2907,-5576
3.2933,-5577
3.2960,-5577
3.2987,-5577
3.3013,-5577
3.3040,-5577
3.3067,-5579
3.3093,-5579
3.3120,-5579
3.3147,-5578
3.3173,-5579
3.3200,-5580
3.3227,-5580
3.3253,-5581
3.3280,-5582
3.3307,-5581
3.3333,-5581
3.3360,-5582
3.3387,-5583
3.3413,-5583
3.3440,-5583
3.3467,-5584
3.3493,-5584
3.3520,-5585
3.3547,-5585
3.3573,-5585
3.3600,-5587
3.3627,-5587
3.3653,-5587
3.3680,-5587
3.3707,-5587
3.3733,-5587
3.3760,-5587
3.3787,-5587
3.3813,-5588
3.3840,-5588
3.3867,-5589
3.3893,-5590
3.3920,-5589
3.3947,-5589
3.3973,-5590
3.4000,-5591
3.4027,-5591
3.4053,-5591
3.4080,-5591
3.4107,-5591
3.4133,-5591
3.4160,-5592
3.4187,-5593
3.4213,-5593
3.4240,-5593
3.4267,-5594
3.4293,-5594
3.4320,-5594
3.4347,-5594
3.4373,-5595
3.4400,-5596
3.4427,-5597
3.4453,-5597
3.4480,-5596
3.4507,-5597
3.4533,-5599
3.4560,-5599
3.4587,-5599
3.4613,-5599
3.4640,-5600
3.4667,-5600
3.4693,-5601
3.4720,-5601
3.4747,-5601
3.4773,-5602
3.4800,-5603
3.4827,-5604
3.4853,-5604
3.4880,-5604
3.4907,-5605
3.4933,-5606
3.4960,-5606
3.4987,-5606
3.5013,-5607
3.5040,-5607
3.5067,-5608
3.5093,-5609
3.5120,-5608
3.5147,-5608
3.5173,-5607
3.5200,-5608
3.5227,-5609
3.5253,-5610
3.5280,-5610
3.5307,-5610
3.5333,-5612
3.5360,-5612
3.5387,-5612
3.5413,-5612
3.5440,-5612
3.5467,-5612
3.5493,-5613
3.5520,-5614
3.5547,-5613
3.5573,-5614
3.5600,-5616
3.5627,-5616
3.5653,-5616
3.5680,-5616
3.5707,-5616
3.5733,-5617
3.5760,-5617
3.5787,-5617
3.5813,-5617
3.5840,-5618
3.5867,-5618
3.5893,-5618
3.5920,-5618
3.5947,-5618
3.5973,-5619
3.6000,-5619
3.6027,-5619
3.6053,-5620
3.6080,-5620
3.6107,-5620
3.6133,-5620
3.6160,-5621
3.6187,-5621
3.6213,-5621
3.6240,-5622
3.6267,-5622
3.6293,-5622
3.6320,-5623
3.6347,-5624
3.6373,-5624
3.6400,-5625
3.6427,-5625
3.6453,-5626
3.6480,-5626
3.6507,-5626
3.6533,-5628
3.6560,-5629
3.6587,-5629
3.6613,-5629
3.6640,-5629
3.6667,-5630
3.6693,-5630
3.6720,-5629
3.6747,-5629
3.6773,-5630
3.6800,-5631
3.6827,-5631
3.6853,-5631
3.6880,-5631
3.6907,-5632
3.6933,-5632
3.6960,-5633
3.6987,-5634
3.7013,-5634
3.7040,-5635
3.7067,-5636
3.7093,-5636
3.7120,-5637
3.7147,-5637
3.7173,-5638
3.7200,-5639
3.7227,-5640
3.7253,-5639
3.7280,-5639
3.7307,-5639
3.7333,-5640
3.7360,-5641
3.7387,-5642
3.7413,-5642
3.7440,-5642
3.7467,-5643
3.7493,-5644
3.7520,-5645
3.7547,-5646
3.7573,-5646
3.7600,-5646
3.7627,-5646
3.7653,-5647
3.7680,-5647
3.7707,-5648
3.7733,-5648
3.7760,-5649
3.7787,-5649
3.7813,-5649
3.7840,-5649
3.7867,-5650
3.7893,-5650
3.7920,-5650
3.7947,-5651
3.7973,-5651
3.8000,-5652
3.8027,-5653
3.8053,-5653
3.8080,-5652
3.8107,-5652
3.8133,-5652
3.8160,-5652
3.8187,-5653
3.8213,-5653
3.8240,-5653
3.8267,-5655
3.8293,-5655
3.8320,-5655
3.8347,-5655
3.8373,-5655
3.8400,-5656
3.8427,-5656
3.8453,-5655
3.8480,-5656
3.8507,-5656
3.8533,-5656
3.8560,-5656
3.8587,-5656
3.8613,-5657
3.8640,-5658
3.8667,-5658
3.8693,-5658
3.8720,-5658
3.8747,-5658
3.8773,-5659
3.8800,-5659
3.8827,-5659
3.8853,-5659
3.8880,-5659
3.8907,-5659
3.8933,-5659
3.8960,-5659
3.8987,-5659
3.9013,-5660
3.9040,-5660
3.9067,-5661
3.9093,-5661
3.9120,-5661
3.9147,-5661
3.9173,-5661
3.9200,-5662
3.9227,-5661
3.9253,-5662
3.9280,-5663
3.9307,-5663
3.9333,-5664
3.9360,-5664
3.9387,-5664
3.9413,-5664
3.9440,-5665
3.9467,-5665
3.9493,-5666
3.9520,-5667
3.9547,-5667
3.9573,-5665
3.9600,-5666
3.9627,-5666
3.9653,-5666
3.9680,-5667
3.9707,-5667
3.9733,-5667
3.9760,-5667
3.9787,-5668
3.9813,-5669
3.9840,-5669
3.9867,-5668
3.9893,-5667
3.9920,-5667
3.9947,-5668
3.9973,-5667
4.0000,-5667
4.0027,-5668
4.0053,-5669
4.0080,-5669
4.0107,-5671
4.0133,-5670
4.0160,-5670
4.0187,-5672
4.0213,-5671
4.0240,-5669
4.0267,-5672
4.0293,-5672
4.0320,-5672
4.0347,-5672
4.0373,-5674
4.0400,-5674
4.0427,-5673
4.0453,-5673
4.0480,-5674
4.0507,-5674
4.0533,-5674
4.0560,-5675
4.0587,-5675
4.0613,-5675
4.0640,-5673
4.0667,-5673
4.0693,-5673
4.0720,-5674
4.0747,-5674
4.0773,-5674
4.0800,-5674
4.0827,-5674
4.0853,-5675
4.0880,-5675
4.0907,-5675
4.0933,-5676
4.0960,-5676
4.0987,-5677
4.1013,-5678
4.1040,-5678
4.1067,-5678
4.1093,-5678
4.1120,-5678
4.1147,-5678
4.1173,-5678
4.1200,-5679
4.1227,-5679
4.1253,-5679
4.1280,-5680
4.1307,-5679
4.1333,-5679
