TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	26/04/03
TIME	11:30:36
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-810, Rev. 1.00
RESOLUTION	
DELTAX	-0.1
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
Y3UNITS	ABSORBANCE
FIRSTX	680.0000
LASTX	350.0000
NPOINTS	3301
FIRSTY	1.63401
MAXY	1.82106
MINY	0.06799
XYDATA
680.0000	1.63401	310.823	1.36548
679.9000	1.62986	310.835	1.36559
679.8000	1.62681	310.844	1.36569
679.7000	1.61997	310.852	1.36577
679.6000	1.6116	310.858	1.36583
679.5000	1.60572	310.862	1.36588
679.4000	1.60009	310.864	1.3659
679.3000	1.60067	310.865	1.36591
679.2000	1.60457	310.863	1.36589
679.1000	1.60913	310.86	1.36585
679.0000	1.61505	310.854	1.36579
678.9000	1.61365	310.846	1.36571
678.8000	1.61373	310.836	1.36561
678.7000	1.61838	310.824	1.36548
678.6000	1.62452	310.81	1.36534
678.5000	1.63217	310.793	1.36516
678.4000	1.63637	310.776	1.36498
678.3000	1.64073	310.756	1.36478
678.2000	1.64058	310.735	1.36456
678.1000	1.63304	310.716	1.36436
678.0000	1.62194	310.698	1.36417
677.9000	1.61141	310.677	1.36396
677.8000	1.60492	310.656	1.36374
677.7000	1.59611	310.634	1.36351
677.6000	1.58671	310.612	1.36328
677.5000	1.57998	310.588	1.36304
677.4000	1.57274	310.564	1.36278
677.3000	1.57053	310.539	1.36252
677.2000	1.56951	310.513	1.36225
677.1000	1.57141	310.487	1.36198
677.0000	1.57597	310.46	1.3617
676.9000	1.58177	310.431	1.3614
676.8000	1.58469	310.399	1.36107
676.7000	1.58334	310.366	1.36072
676.6000	1.57801	310.333	1.36038
676.5000	1.57756	310.299	1.36003
676.4000	1.58114	310.265	1.35968
676.3000	1.58727	310.232	1.35932
676.2000	1.59569	310.198	1.35897
676.1000	1.60629	310.164	1.35862
676.0000	1.61485	310.129	1.35826
675.9000	1.6183	310.096	1.35792
675.8000	1.61817	310.063	1.35757
675.7000	1.61732	310.029	1.35721
675.6000	1.61327	309.996	1.35687
675.5000	1.60981	309.963	1.35653
