TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	26/04/03
TIME	11:29:27
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-810, Rev. 1.00
RESOLUTION	
DELTAX	-0.1
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
Y3UNITS	ABSORBANCE
FIRSTX	680.0000
LASTX	350.0000
NPOINTS	3301
FIRSTY	1.38612
MAXY	1.64703
MINY	-0.76546
XYDATA
680.0000	1.38612	309.632	1.35309
679.9000	1.38512	309.644	1.35321
679.8000	1.37975	309.653	1.3533
679.7000	1.37711	309.661	1.35338
679.6000	1.38031	309.667	1.35345
679.5000	1.38528	309.672	1.3535
679.4000	1.3925	309.674	1.35352
679.3000	1.39739	309.675	1.35353
679.2000	1.40649	309.674	1.35352
679.1000	1.42033	309.671	1.35348
679.0000	1.43201	309.665	1.35343
678.9000	1.44538	309.658	1.35336
678.8000	1.46096	309.65	1.35327
678.7000	1.47419	309.64	1.35317
678.6000	1.48739	309.628	1.35304
678.5000	1.49485	309.614	1.35289
678.4000	1.50549	309.598	1.35273
678.3000	1.51858	309.582	1.35256
678.2000	1.53381	309.564	1.35237
678.1000	1.54808	309.547	1.3522
678.0000	1.56168	309.53	1.35202
677.9000	1.57491	309.512	1.35184
677.8000	1.58509	309.493	1.35164
677.7000	1.58738	309.472	1.35141
677.6000	1.58257	309.449	1.35118
677.5000	1.57748	309.427	1.35094
677.4000	1.57049	309.403	1.35069
677.3000	1.56805	309.378	1.35044
677.2000	1.565	309.353	1.35017
677.1000	1.56311	309.327	1.3499
677.0000	1.56348	309.299	1.34962
676.9000	1.56732	309.271	1.34932
676.8000	1.57202	309.238	1.34898
676.7000	1.57817	309.206	1.34864
676.6000	1.58419	309.172	1.34829
676.5000	1.59383	309.139	1.34794
676.4000	1.60611	309.104	1.34758
676.3000	1.61618	309.071	1.34724
676.2000	1.62596	309.038	1.34689
676.1000	1.63105	309.004	1.34654
676.0000	1.63297	308.971	1.34619
675.9000	1.63379	308.937	1.34584
675.8000	1.63247	308.903	1.34548
675.7000	1.62687	308.869	1.34512
675.6000	1.62428	308.835	1.34477
675.5000	1.61861	308.801	1.34442
675.4000	1.6157	308.768	1.34407
675.3000	1.61458	308.734	1.34372
675.2000	1.61071	308.702	1.34339
675.1000	1.6041	308.669	1.34304
675.0000	1.59142	308.638	1.34271
674.9000	1.58057	308.606	1.34238
674.8000	1.56916	308.578	1.34209
674.7000	1.55833	308.551	1.3418
674.6000	1.54476	308.524	1.34152
674.5000	1.53074	308.498	1.34126
674.4000	1.51411	308.472	1.34098
674.3000	1.49909	308.446	1.34071
674.2000	1.48889	308.42	1.34044
674.1000	1.48053	308.394	1.34017
674.0000	1.47604	308.368	1.3399
673.9000	1.47968	308.344	1.33965
673.8000	1.4832	308.318	1.33938
673.7000	1.48638	308.29	1.33908
673.6000	1.48717	308.26	1.33877
673.5000	1.482	308.229	1.33845
673.4000	1.4754	308.199	1.33813
673.3000	1.46254	308.17	1.33783
673.2000	1.4493	308.14	1.33752
673.1000	1.4379	308.111	1.33722
673.0000	1.42419	308.083	1.33692
672.9000	1.41307	308.054	1.33662
672.8000	1.40571	308.025	1.33631
672.7000	1.4002	307.996	1.33601
672.6000	1.39905	307.968	1.33572
672.5000	1.39267	307.94	1.33542
672.4000	1.37902	307.912	1.33513
672.3000	1.36462	307.885	1.33485
672.2000	1.34848	307.859	1.33458
672.1000	1.33379	307.832	1.3343
672.0000	1.31864	307.807	1.33403
671.9000	1.30287	307.782	1.33377
671.8000	1.29293	307.758	1.33352
671.7000	1.28532	307.735	1.33328
671.6000	1.27368	307.714	1.33306
671.5000	1.2615	307.695	1.33286
671.4000	1.25381	307.676	1.33266
671.3000	1.24231	307.657	1.33247
671.2000	1.23091	307.639	1.33228
671.1000	1.22134	307.622	1.33209
671.0000	1.21241	307.603	1.3319
670.9000	1.20115	307.586	1.33172
670.8000	1.18383	307.568	1.33153
670.7000	1.16732	307.546	1.33131
670.6000	1.14987	307.525	1.33108
670.5000	1.13555	307.502	1.33084
670.4000	1.12086	307.478	1.3306
670.3000	1.10737	307.455	1.33035
670.2000	1.0979	307.433	1.33012
670.1000	1.09365	307.411	1.32989
670.0000	1.09134	307.389	1.32966
669.9000	1.08378	307.367	1.32943
669.8000	1.07704	307.345	1.3292
669.7000	1.06997	307.326	1.329
669.6000	1.06241	307.306	1.32879
669.5000	1.05563	307.288	1.3286
669.4000	1.05266	307.27	1.32841
669.3000	1.05635	307.252	1.32823
669.2000	1.06179	307.234	1.32804
669.1000	1.06369	307.217	1.32786
669.0000	1.06105	307.2	1.32768
668.9000	1.0565	307.183	1.3275
668.8000	1.04808	307.165	1.32731
668.7000	1.03966	307.148	1.32713
668.6000	1.03181	307.132	1.32697
