时间(分钟),信号值(微伏),
0,-5787,
0.0027,-5787,
0.0053,-5787,
0.008,-5787,
0.0107,-5786,
0.0133,-5787,
0.016,-5788,
0.0187,-5786,
0.0213,-5791,
0.024,-5789,
0.0267,-5790,
0.0293,-5788,
0.032,-5789,
0.0347,-5790,
0.0373,-5792,
0.04,-5792,
0.0427,-5795,
0.0453,-5795,
0.048,-5792,
0.0507,-5794,
0.0533,-5794,
0.056,-5795,
0.0587,-5792,
0.0613,-5792,
0.064,-5791,
0.0667,-5792,
0.0693,-5792,
0.072,-5793,
0.0747,-5793,
0.0773,-5793,
0.08,-5796,
0.0827,-5794,
0.0853,-5794,
0.088,-5791,
0.0907,-5795,
0.0933,-5796,
0.096,-5795,
0.0987,-5796,
0.1013,-5796,
0.104,-5793,
0.1067,-5794,
0.1093,-5797,
0.112,-5797,
0.1147,-5795,
0.1173,-5793,
0.12,-5793,
0.1227,-5790,
0.1253,-5795,
0.128,-5798,
0.1307,-5798,
0.1333,-5797,
0.136,-5798,
0.1387,-5797,
0.1413,-5794,
0.144,-5794,
0.1467,-5795,
0.1493,-5795,
0.152,-5795,
0.1547,-5796,
0.1573,-5796,
0.16,-5795,
0.1627,-5796,
0.1653,-5796,
0.168,-5797,
0.1707,-5797,
0.1733,-5798,
0.176,-5796,
0.1787,-5795,
0.1813,-5798,
0.184,-5798,
0.1867,-5798,
0.1893,-5797,
0.192,-5797,
0.1947,-5798,
0.1973,-5799,
0.2,-5800,
0.2027,-5801,
0.2053,-5800,
0.208,-5800,
0.2107,-5801,
0.2133,-5801,
0.216,-5801,
0.2187,-5801,
0.2213,-5803,
0.224,-5803,
0.2267,-5804,
0.2293,-5804,
0.232,-5803,
0.2347,-5803,
0.2373,-5804,
0.24,-5805,
0.2427,-5804,
0.2453,-5805,
0.248,-5806,
0.2507,-5805,
0.2533,-5805,
0.256,-5805,
0.2587,-5806,
0.2613,-5805,
0.264,-5804,
0.2667,-5803,
0.2693,-5803,
0.272,-5803,
0.2747,-5804,
0.2773,-5804,
0.28,-5804,
0.2827,-5803,
0.2853,-5803,
0.288,-5801,
0.2907,-5801,
0.2933,-5803,
0.296,-5805,
0.2987,-5805,
0.3013,-5802,
0.304,-5802,
0.3067,-5802,
0.3093,-5803,
0.312,-5803,
0.3147,-5802,
0.3173,-5803,
0.32,-5803,
0.3227,-5802,
0.3253,-5803,
0.328,-5802,
0.3307,-5801,
0.3333,-5802,
0.336,-5801,
0.3387,-5800,
0.3413,-5801,
0.344,-5800,
0.3467,-5800,
0.3493,-5800,
0.352,-5801,
0.3547,-5801,
0.3573,-5801,
0.36,-5801,
0.3627,-5802,
0.3653,-5803,
0.368,-5803,
0.3707,-5802,
0.3733,-5803,
0.376,-5803,
0.3787,-5803,
0.3813,-5803,
0.384,-5804,
0.3867,-5803,
0.3893,-5803,
0.392,-5803,
0.3947,-5804,
0.3973,-5803,
0.4,-5803,
0.4027,-5803,
0.4053,-5802,
0.408,-5803,
0.4107,-5802,
0.4133,-5803,
0.416,-5804,
0.4187,-5803,
0.4213,-5803,
0.424,-5803,
0.4267,-5802,
0.4293,-5803,
0.432,-5803,
0.4347,-5802,
0.4373,-5802,
0.44,-5802,
0.4427,-5802,
0.4453,-5801,
0.448,-5802,
0.4507,-5803,
0.4533,-5801,
0.456,-5801,
0.4587,-5801,
0.4613,-5802,
0.464,-5802,
0.4667,-5804,
0.4693,-5805,
0.472,-5805,
0.4747,-5800,
0.4773,-5802,
0.48,-5801,
0.4827,-5800,
0.4853,-5801,
0.488,-5802,
0.4907,-5802,
0.4933,-5802,
0.496,-5803,
0.4987,-5803,
0.5013,-5803,
0.504,-5803,
0.5067,-5803,
0.5093,-5802,
0.512,-5803,
0.5147,-5803,
0.5173,-5803,
0.52,-5803,
0.5227,-5803,
0.5253,-5802,
0.528,-5802,
0.5307,-5803,
0.5333,-5803,
0.536,-5803,
0.5387,-5804,
0.5413,-5805,
0.544,-5803,
0.5467,-5803,
0.5493,-5803,
0.552,-5805,
0.5547,-5804,
0.5573,-5803,
0.56,-5804,
0.5627,-5804,
0.5653,-5803,
0.568,-5803,
0.5707,-5802,
0.5733,-5802,
0.576,-5803,
0.5787,-5802,
0.5813,-5802,
0.584,-5804,
0.5867,-5804,
0.5893,-5803,
0.592,-5804,
0.5947,-5803,
0.5973,-5803,
0.6,-5803,
0.6027,-5804,
0.6053,-5803,
0.608,-5805,
0.6107,-5804,
0.6133,-5804,
0.616,-5806,
0.6187,-5805,
0.6213,-5805,
0.624,-5804,
0.6267,-5804,
0.6293,-5806,
0.632,-5806,
0.6347,-5806,
0.6373,-5806,
0.64,-5805,
0.6427,-5805,
0.6453,-5806,
0.648,-5806,
0.6507,-5807,
0.6533,-5806,
0.656,-5806,
0.6587,-5809,
0.6613,-5808,
0.664,-5808,
0.6667,-5808,
0.6693,-5808,
0.672,-5810,
0.6747,-5808,
0.6773,-5808,
0.68,-5808,
0.6827,-5809,
0.6853,-5811,
0.688,-5809,
0.6907,-5809,
0.6933,-5810,
0.696,-5811,
0.6987,-5811,
0.7013,-5811,
0.704,-5811,
0.7067,-5811,
0.7093,-5812,
0.712,-5812,
0.7147,-5811,
0.7173,-5810,
0.72,-5811,
0.7227,-5811,
0.7253,-5811,
0.728,-5812,
0.7307,-5812,
0.7333,-5812,
0.736,-5812,
0.7387,-5811,
0.7413,-5811,
0.744,-5811,
0.7467,-5811,
0.7493,-5811,
0.752,-5812,
0.7547,-5812,
0.7573,-5811,
0.76,-5812,
0.7627,-5813,
0.7653,-5812,
0.768,-5812,
0.7707,-5813,
0.7733,-5811,
0.776,-5812,
0.7787,-5812,
0.7813,-5812,
0.784,-5811,
0.7867,-5813,
0.7893,-5813,
0.792,-5812,
0.7947,-5812,
0.7973,-5811,
0.8,-5811,
0.8027,-5811,
0.8053,-5810,
0.808,-5809,
0.8107,-5809,
0.8133,-5810,
0.816,-5811,
0.8187,-5812,
0.8213,-5812,
0.824,-5811,
0.8267,-5811,
0.8293,-5811,
0.832,-5811,
0.8347,-5811,
0.8373,-5811,
0.84,-5810,
0.8427,-5811,
0.8453,-5811,
0.848,-5811,
0.8507,-5812,
0.8533,-5811,
0.856,-5811,
0.8587,-5811,
0.8613,-5811,
0.864,-5811,
0.8667,-5812,
0.8693,-5811,
0.872,-5811,
0.8747,-5811,
0.8773,-5810,
0.88,-5811,
0.8827,-5812,
0.8853,-5810,
0.888,-5809,
0.8907,-5810,
0.8933,-5810,
0.896,-5811,
0.8987,-5810,
0.9013,-5810,
0.904,-5810,
0.9067,-5810,
0.9093,-5811,
0.912,-5811,
0.9147,-5812,
0.9173,-5811,
0.92,-5810,
0.9227,-5813,
0.9253,-5811,
0.928,-5810,
0.9307,-5811,
0.9333,-5810,
0.936,-5810,
0.9387,-5810,
0.9413,-5811,
0.944,-5810,
0.9467,-5810,
0.9493,-5809,
0.952,-5810,
0.9547,-5809,
0.9573,-5808,
0.96,-5809,
0.9627,-5809,
0.9653,-5809,
0.968,-5809,
0.9707,-5808,
0.9733,-5809,
0.976,-5808,
0.9787,-5808,
0.9813,-5808,
0.984,-5809,
0.9867,-5806,
0.9893,-5807,
0.992,-5808,
0.9947,-5807,
0.9973,-5807,
1,-5806,
1.0027,-5806,
1.0053,-5804,
1.008,-5806,
1.0107,-5806,
1.0133,-5804,
1.016,-5803,
1.0187,-5803,
1.0213,-5803,
1.024,-5803,
1.0267,-5803,
1.0293,-5801,
1.032,-5800,
1.0347,-5800,
1.0373,-5801,
1.04,-5800,
1.0427,-5800,
1.0453,-5799,
1.048,-5799,
1.0507,-5798,
1.0533,-5798,
1.056,-5798,
1.0587,-5796,
1.0613,-5797,
1.064,-5797,
1.0667,-5796,
1.0693,-5794,
1.072,-5792,
1.0747,-5793,
1.0773,-5797,
1.08,-5797,
1.0827,-5794,
1.0853,-5794,
1.088,-5794,
1.0907,-5793,
1.0933,-5795,
1.096,-5790,
1.0987,-5792,
1.1013,-5793,
1.104,-5792,
1.1067,-5790,
1.1093,-5793,
1.112,-5797,
1.1147,-5795,
1.1173,-5793,
1.12,-5792,
1.1227,-5793,
1.1253,-5791,
1.128,-5790,
1.1307,-5791,
1.1333,-5791,
1.136,-5791,
1.1387,-5792,
1.1413,-5789,
1.144,-5789,
1.1467,-5792,
1.1493,-5792,
1.152,-5792,
1.1547,-5787,
1.1573,-5789,
1.16,-5789,
1.1627,-5793,
1.1653,-5795,
1.168,-5793,
1.1707,-5793,
1.1733,-5792,
1.176,-5792,
1.1787,-5791,
1.1813,-5790,
1.184,-5791,
1.1867,-5792,
1.1893,-5790,
1.192,-5791,
1.1947,-5790,
1.1973,-5790,
1.2,-5790,
1.2027,-5790,
1.2053,-5791,
1.208,-5790,
1.2107,-5789,
1.2133,-5789,
1.216,-5790,
1.2187,-5790,
1.2213,-5791,
1.224,-5790,
1.2267,-5790,
1.2293,-5790,
1.232,-5789,
1.2347,-5789,
1.2373,-5791,
1.24,-5790,
1.2427,-5786,
1.2453,-5791,
1.248,-5792,
1.2507,-5792,
1.2533,-5791,
1.256,-5789,
1.2587,-5789,
1.2613,-5792,
1.264,-5792,
1.2667,-5791,
1.2693,-5795,
1.272,-5794,
1.2747,-5792,
1.2773,-5794,
1.28,-5792,
1.2827,-5791,
1.2853,-5794,
1.288,-5795,
1.2907,-5795,
1.2933,-5794,
1.296,-5793,
1.2987,-5792,
1.3013,-5793,
1.304,-5793,
1.3067,-5793,
1.3093,-5795,
1.312,-5794,
1.3147,-5794,
1.3173,-5794,
1.32,-5794,
1.3227,-5795,
1.3253,-5795,
1.328,-5797,
1.3307,-5799,
1.3333,-5799,
1.336,-5799,
1.3387,-5799,
1.3413,-5800,
1.344,-5800,
1.3467,-5800,
1.3493,-5801,
1.352,-5798,
1.3547,-5800,
1.3573,-5800,
1.36,-5800,
1.3627,-5801,
1.3653,-5803,
1.368,-5802,
1.3707,-5801,
1.3733,-5803,
1.376,-5803,
1.3787,-5802,
1.3813,-5801,
1.384,-5801,
1.3867,-5801,
1.3893,-5798,
1.392,-5799,
1.3947,-5804,
1.3973,-5805,
1.4,-5802,
1.4027,-5802,
1.4053,-5800,
1.408,-5799,
1.4107,-5804,
1.4133,-5805,
1.416,-5803,
1.4187,-5803,
1.4213,-5803,
1.424,-5803,
1.4267,-5803,
1.4293,-5801,
1.432,-5803,
1.4347,-5803,
1.4373,-5808,
1.44,-5806,
1.4427,-5807,
1.4453,-5808,
1.448,-5806,
1.4507,-5803,
1.4533,-5804,
1.456,-5806,
1.4587,-5803,
1.4613,-5804,
1.464,-5808,
1.4667,-5807,
1.4693,-5806,
1.472,-5805,
1.4747,-5805,
1.4773,-5806,
1.48,-5808,
1.4827,-5807,
1.4853,-5807,
1.488,-5808,
1.4907,-5807,
1.4933,-5807,
1.496,-5808,
1.4987,-5808,
1.5013,-5807,
1.504,-5807,
1.5067,-5807,
1.5093,-5808,
1.512,-5809,
1.5147,-5809,
1.5173,-5809,
1.52,-5809,
1.5227,-5811,
1.5253,-5810,
1.528,-5810,
1.5307,-5811,
1.5333,-5811,
1.536,-5812,
1.5387,-5813,
1.5413,-5812,
1.544,-5810,
1.5467,-5810,
1.5493,-5816,
1.552,-5816,
1.5547,-5815,
1.5573,-5814,
1.56,-5814,
1.5627,-5817,
1.5653,-5819,
1.568,-5817,
1.5707,-5816,
1.5733,-5816,
1.576,-5819,
1.5787,-5820,
1.5813,-5817,
1.584,-5817,
1.5867,-5819,
1.5893,-5820,
1.592,-5820,
1.5947,-5817,
1.5973,-5820,
1.6,-5821,
1.6027,-5819,
1.6053,-5821,
1.608,-5824,
1.6107,-5820,
1.6133,-5821,
1.616,-5823,
1.6187,-5821,
1.6213,-5819,
1.624,-5826,
1.6267,-5824,
1.6293,-5824,
1.632,-5822,
1.6347,-5823,
1.6373,-5824,
1.64,-5826,
1.6427,-5826,
1.6453,-5826,
1.648,-5826,
1.6507,-5827,
1.6533,-5827,
1.656,-5827,
1.6587,-5828,
1.6613,-5829,
1.664,-5830,
1.6667,-5830,
1.6693,-5828,
1.672,-5830,
1.6747,-5834,
1.6773,-5833,
1.68,-5832,
1.6827,-5833,
1.6853,-5832,
1.688,-5833,
1.6907,-5830,
1.6933,-5832,
1.696,-5834,
1.6987,-5833,
1.7013,-5833,
1.704,-5833,
1.7067,-5833,
1.7093,-5834,
1.712,-5835,
1.7147,-5835,
1.7173,-5835,
1.72,-5836,
1.7227,-5836,
1.7253,-5836,
1.728,-5835,
1.7307,-5835,
1.7333,-5836,
1.736,-5837,
1.7387,-5837,
1.7413,-5837,
1.744,-5837,
1.7467,-5838,
1.7493,-5839,
1.752,-5839,
1.7547,-5839,
1.7573,-5839,
1.76,-5839,
1.7627,-5839,
1.7653,-5838,
1.768,-5838,
1.7707,-5838,
1.7733,-5838,
1.776,-5839,
1.7787,-5840,
1.7813,-5840,
1.784,-5839,
1.7867,-5838,
1.7893,-5840,
1.792,-5840,
1.7947,-5840,
1.7973,-5840,
1.8,-5840,
1.8027,-5841,
1.8053,-5841,
1.808,-5840,
1.8107,-5841,
1.8133,-5841,
1.816,-5841,
1.8187,-5841,
1.8213,-5841,
1.824,-5842,
1.8267,-5842,
1.8293,-5841,
1.832,-5841,
1.8347,-5842,
1.8373,-5843,
1.84,-5842,
1.8427,-5843,
1.8453,-5844,
1.848,-5843,
1.8507,-5842,
1.8533,-5843,
1.856,-5845,
1.8587,-5845,
1.8613,-5845,
1.864,-5845,
1.8667,-5845,
1.8693,-5846,
1.872,-5846,
1.8747,-5847,
1.8773,-5847,
1.88,-5849,
1.8827,-5848,
1.8853,-5848,
1.888,-5849,
1.8907,-5849,
1.8933,-5850,
1.896,-5849,
1.8987,-5849,
1.9013,-5849,
1.904,-5849,
1.9067,-5849,
1.9093,-5850,
1.912,-5851,
1.9147,-5851,
1.9173,-5850,
1.92,-5851,
1.9227,-5852,
1.9253,-5853,
1.928,-5853,
1.9307,-5854,
1.9333,-5854,
1.936,-5854,
1.9387,-5853,
1.9413,-5853,
1.944,-5854,
1.9467,-5854,
1.9493,-5855,
1.952,-5856,
1.9547,-5855,
1.9573,-5855,
1.96,-5856,
1.9627,-5858,
1.9653,-5858,
1.968,-5859,
1.9707,-5858,
1.9733,-5859,
1.976,-5859,
1.9787,-5858,
1.9813,-5858,
1.984,-5858,
1.9867,-5860,
1.9893,-5860,
1.992,-5860,
1.9947,-5860,
1.9973,-5860,
2,-5862,
2.0027,-5862,
2.0053,-5859,
2.008,-5860,
2.0107,-5864,
2.0133,-5862,
2.016,-5865,
2.0187,-5863,
2.0213,-5863,
2.024,-5864,
2.0267,-5864,
2.0293,-5862,
2.032,-5863,
2.0347,-5863,
2.0373,-5864,
2.04,-5862,
2.0427,-5862,
2.0453,-5863,
2.048,-5864,
2.0507,-5864,
2.0533,-5863,
2.056,-5864,
2.0587,-5864,
2.0613,-5865,
2.064,-5865,
2.0667,-5863,
2.0693,-5866,
2.072,-5868,
2.0747,-5868,
2.0773,-5866,
2.08,-5867,
2.0827,-5867,
2.0853,-5868,
2.088,-5866,
2.0907,-5865,
2.0933,-5864,
2.096,-5868,
2.0987,-5870,
2.1013,-5869,
2.104,-5868,
2.1067,-5868,
2.1093,-5871,
2.112,-5871,
2.1147,-5870,
2.1173,-5870,
2.12,-5871,
2.1227,-5872,
2.1253,-5872,
2.128,-5871,
2.1307,-5873,
2.1333,-5870,
2.136,-5873,
2.1387,-5872,
2.1413,-5872,
2.144,-5873,
2.1467,-5874,
2.1493,-5873,
2.152,-5874,
2.1547,-5873,
2.1573,-5873,
2.16,-5876,
2.1627,-5877,
2.1653,-5876,
2.168,-5875,
2.1707,-5876,
2.1733,-5876,
2.176,-5876,
2.1787,-5876,
2.1813,-5875,
2.184,-5875,
2.1867,-5873,
2.1893,-5869,
2.192,-5874,
2.1947,-5876,
2.1973,-5876,
2.2,-5874,
2.2027,-5871,
2.2053,-5872,
2.208,-5875,
2.2107,-5877,
2.2133,-5878,
2.216,-5874,
2.2187,-5874,
2.2213,-5875,
2.224,-5878,
2.2267,-5876,
2.2293,-5873,
2.232,-5876,
2.2347,-5877,
2.2373,-5875,
2.24,-5876,
2.2427,-5875,
2.2453,-5875,
2.248,-5876,
2.2507,-5877,
2.2533,-5877,
2.256,-5876,
2.2587,-5875,
2.2613,-5875,
2.264,-5868,
2.2667,-5880,
2.2693,-5874,
2.272,-5872,
2.2747,-5884,
2.2773,-5882,
2.28,-5879,
2.2827,-5878,
2.2853,-5878,
2.288,-5878,
2.2907,-5877,
2.2933,-5872,
2.296,-5877,
2.2987,-5878,
2.3013,-5875,
2.304,-5873,
2.3067,-5876,
2.3093,-5878,
2.312,-5876,
2.3147,-5874,
2.3173,-5876,
2.32,-5877,
2.3227,-5881,
2.3253,-5878,
2.328,-5872,
2.3307,-5874,
2.3333,-5877,
2.336,-5878,
2.3387,-5878,
2.3413,-5877,
2.344,-5873,
2.3467,-5875,
2.3493,-5878,
2.352,-5878,
2.3547,-5876,
2.3573,-5876,
2.36,-5872,
2.3627,-5875,
2.3653,-5877,
2.368,-5876,
2.3707,-5879,
2.3733,-5878,
2.376,-5876,
2.3787,-5874,
2.3813,-5877,
2.384,-5875,
2.3867,-5877,
2.3893,-5877,
2.392,-5875,
2.3947,-5877,
2.3973,-5878,
2.4,-5871,
2.4027,-5872,
2.4053,-5879,
2.408,-5881,
2.4107,-5877,
2.4133,-5878,
2.416,-5877,
2.4187,-5877,
2.4213,-5877,
2.424,-5876,
2.4267,-5875,
2.4293,-5880,
2.432,-5881,
2.4347,-5880,
2.4373,-5878,
2.44,-5876,
2.4427,-5877,
2.4453,-5879,
2.448,-5879,
2.4507,-5879,
2.4533,-5879,
2.456,-5880,
2.4587,-5879,
2.4613,-5876,
2.464,-5874,
2.4667,-5875,
2.4693,-5878,
2.472,-5878,
2.4747,-5877,
2.4773,-5876,
2.48,-5877,
2.4827,-5877,
2.4853,-5880,
2.488,-5882,
2.4907,-5882,
2.4933,-5877,
2.496,-5880,
2.4987,-5879,
2.5013,-5881,
2.504,-5881,
2.5067,-5879,
2.5093,-5880,
2.512,-5879,
2.5147,-5880,
2.5173,-5882,
2.52,-5880,
2.5227,-5879,
2.5253,-5878,
2.528,-5879,
2.5307,-5880,
2.5333,-5880,
2.536,-5880,
2.5387,-5878,
2.5413,-5879,
2.544,-5879,
2.5467,-5879,
2.5493,-5879,
2.552,-5879,
2.5547,-5879,
2.5573,-5880,
2.56,-5881,
2.5627,-5880,
2.5653,-5880,
2.568,-5880,
2.5707,-5879,
2.5733,-5880,
2.576,-5881,
2.5787,-5880,
2.5813,-5879,
2.584,-5878,
2.5867,-5882,
2.5893,-5882,
2.592,-5881,
2.5947,-5881,
2.5973,-5881,
2.6,-5881,
2.6027,-5881,
2.6053,-5881,
2.608,-5880,
2.6107,-5880,
2.6133,-5880,
2.616,-5879,
2.6187,-5879,
2.6213,-5880,
2.624,-5880,
2.6267,-5879,
2.6293,-5879,
2.632,-5880,
2.6347,-5880,
2.6373,-5879,
2.64,-5878,
2.6427,-5879,
2.6453,-5880,
2.648,-5881,
2.6507,-5879,
2.6533,-5879,
2.656,-5880,
2.6587,-5879,
2.6613,-5879,
2.664,-5879,
2.6667,-5879,
2.6693,-5879,
2.672,-5880,
2.6747,-5879,
2.6773,-5879,
2.68,-5878,
2.6827,-5879,
2.6853,-5879,
2.688,-5879,
2.6907,-5879,
2.6933,-5879,
2.696,-5880,
2.6987,-5880,
2.7013,-5879,
2.704,-5880,
2.7067,-5880,
2.7093,-5879,
2.712,-5879,
2.7147,-5879,
2.7173,-5878,
2.72,-5879,
2.7227,-5879,
2.7253,-5879,
2.728,-5879,
2.7307,-5879,
2.7333,-5879,
2.736,-5877,
2.7387,-5878,
2.7413,-5879,
2.744,-5880,
2.7467,-5879,
2.7493,-5879,
2.752,-5879,
2.7547,-5879,
2.7573,-5879,
2.76,-5879,
2.7627,-5879,
2.7653,-5879,
2.768,-5878,
2.7707,-5877,
2.7733,-5877,
2.776,-5877,
2.7787,-5877,
2.7813,-5878,
2.784,-5877,
2.7867,-5875,
2.7893,-5876,
2.792,-5876,
2.7947,-5877,
2.7973,-5877,
2.8,-5876,
2.8027,-5876,
2.8053,-5877,
2.808,-5876,
2.8107,-5876,
2.8133,-5878,
2.816,-5878,
2.8187,-5877,
2.8213,-5878,
2.824,-5879,
2.8267,-5876,
2.8293,-5877,
2.832,-5877,
2.8347,-5877,
2.8373,-5877,
2.84,-5878,
2.8427,-5878,
2.8453,-5877,
2.848,-5877,
2.8507,-5877,
2.8533,-5879,
2.856,-5878,
2.8587,-5878,
2.8613,-5877,
2.864,-5877,
2.8667,-5877,
2.8693,-5877,
2.872,-5877,
2.8747,-5876,
2.8773,-5876,
2.88,-5877,
2.8827,-5877,
2.8853,-5876,
2.888,-5877,
2.8907,-5876,
2.8933,-5874,
2.896,-5874,
2.8987,-5873,
2.9013,-5874,
2.904,-5874,
2.9067,-5872,
2.9093,-5872,
2.912,-5872,
2.9147,-5872,
2.9173,-5873,
2.92,-5871,
2.9227,-5874,
2.9253,-5873,
2.928,-5874,
2.9307,-5873,
2.9333,-5871,
2.936,-5871,
2.9387,-5871,
2.9413,-5871,
2.944,-5872,
2.9467,-5871,
2.9493,-5870,
2.952,-5868,
2.9547,-5868,
2.9573,-5869,
2.96,-5870,
2.9627,-5868,
2.9653,-5868,
2.968,-5867,
2.9707,-5868,
2.9733,-5868,
2.976,-5868,
2.9787,-5868,
2.9813,-5870,
2.984,-5868,
2.9867,-5866,
2.9893,-5866,
2.992,-5867,
2.9947,-5868,
2.9973,-5867,
3,-5866,
3.0027,-5867,
3.0053,-5867,
3.008,-5866,
3.0107,-5865,
3.0133,-5866,
3.016,-5867,
3.0187,-5867,
3.0213,-5868,
3.024,-5867,
3.0267,-5868,
3.0293,-5866,
3.032,-5866,
3.0347,-5866,
3.0373,-5865,
3.04,-5865,
3.0427,-5868,
3.0453,-5868,
3.048,-5867,
3.0507,-5866,
3.0533,-5866,
3.056,-5866,
3.0587,-5866,
3.0613,-5866,
3.064,-5867,
3.0667,-5866,
3.0693,-5865,
3.072,-5865,
3.0747,-5866,
3.0773,-5867,
3.08,-5866,
3.0827,-5866,
3.0853,-5866,
3.088,-5867,
3.0907,-5865,
3.0933,-5865,
3.096,-5866,
3.0987,-5866,
3.1013,-5866,
3.104,-5865,
3.1067,-5864,
3.1093,-5865,
3.112,-5865,
3.1147,-5865,
3.1173,-5865,
3.12,-5866,
3.1227,-5866,
3.1253,-5866,
3.128,-5866,
3.1307,-5867,
3.1333,-5866,
3.136,-5866,
3.1387,-5866,
3.1413,-5866,
3.144,-5866,
3.1467,-5866,
3.1493,-5867,
3.152,-5866,
3.1547,-5866,
3.1573,-5866,
3.16,-5866,
3.1627,-5866,
3.1653,-5866,
3.168,-5866,
3.1707,-5865,
3.1733,-5865,
3.176,-5865,
3.1787,-5866,
3.1813,-5866,
3.184,-5865,
3.1867,-5865,
3.1893,-5864,
3.192,-5865,
3.1947,-5865,
3.1973,-5865,
3.2,-5865,
3.2027,-5866,
3.2053,-5866,
3.208,-5866,
3.2107,-5866,
3.2133,-5865,
3.216,-5864,
3.2187,-5865,
3.2213,-5866,
3.224,-5866,
3.2267,-5866,
3.2293,-5865,
3.232,-5865,
3.2347,-5865,
3.2373,-5865,
3.24,-5866,
3.2427,-5866,
3.2453,-5866,
3.248,-5866,
3.2507,-5866,
3.2533,-5866,
3.256,-5866,
3.2587,-5866,
3.2613,-5867,
3.264,-5867,
3.2667,-5866,
3.2693,-5867,
3.272,-5867,
3.2747,-5866,
3.2773,-5866,
3.28,-5865,
3.2827,-5865,
3.2853,-5866,
3.288,-5866,
3.2907,-5866,
3.2933,-5865,
3.296,-5865,
3.2987,-5866,
3.3013,-5867,
3.304,-5867,
3.3067,-5866,
3.3093,-5867,
3.312,-5867,
3.3147,-5867,
3.3173,-5867,
3.32,-5867,
3.3227,-5867,
3.3253,-5867,
3.328,-5867,
3.3307,-5866,
3.3333,-5867,
3.336,-5867,
3.3387,-5866,
3.3413,-5866,
3.344,-5868,
3.3467,-5867,
3.3493,-5867,
3.352,-5868,
3.3547,-5867,
3.3573,-5867,
3.36,-5867,
3.3627,-5866,
3.3653,-5866,
3.368,-5867,
3.3707,-5866,
3.3733,-5866,
3.376,-5865,
3.3787,-5865,
3.3813,-5866,
3.384,-5866,
3.3867,-5866,
3.3893,-5866,
3.392,-5866,
3.3947,-5866,
3.3973,-5865,
3.4,-5866,
3.4027,-5867,
3.4053,-5867,
3.408,-5866,
3.4107,-5867,
3.4133,-5866,
3.416,-5866,
3.4187,-5867,
3.4213,-5867,
3.424,-5865,
3.4267,-5866,
3.4293,-5866,
3.432,-5866,
3.4347,-5865,
3.4373,-5866,
3.44,-5865,
3.4427,-5865,
3.4453,-5865,
3.448,-5867,
3.4507,-5867,
3.4533,-5868,
3.456,-5867,
3.4587,-5865,
3.4613,-5864,
3.464,-5868,
3.4667,-5867,
3.4693,-5866,
3.472,-5866,
3.4747,-5866,
3.4773,-5866,
3.48,-5866,
3.4827,-5866,
3.4853,-5866,
3.488,-5865,
3.4907,-5864,
3.4933,-5865,
3.496,-5866,
3.4987,-5866,
3.5013,-5866,
3.504,-5866,
3.5067,-5866,
3.5093,-5866,
3.512,-5866,
3.5147,-5866,
3.5173,-5867,
3.52,-5868,
3.5227,-5868,
3.5253,-5869,
3.528,-5868,
3.5307,-5868,
3.5333,-5868,
3.536,-5868,
3.5387,-5868,
3.5413,-5869,
3.544,-5869,
3.5467,-5870,
3.5493,-5869,
3.552,-5869,
3.5547,-5870,
3.5573,-5870,
3.56,-5870,
3.5627,-5870,
3.5653,-5871,
3.568,-5870,
3.5707,-5871,
3.5733,-5871,
3.576,-5870,
3.5787,-5870,
3.5813,-5870,
3.584,-5868,
3.5867,-5868,
3.5893,-5868,
3.592,-5867,
3.5947,-5868,
3.5973,-5868,
3.6,-5868,
3.6027,-5867,
3.6053,-5867,
3.608,-5866,
3.6107,-5866,
3.6133,-5868,
3.616,-5867,
3.6187,-5867,
3.6213,-5866,
3.624,-5867,
3.6267,-5868,
3.6293,-5868,
3.632,-5868,
3.6347,-5866,
3.6373,-5867,
3.64,-5867,
3.6427,-5867,
3.6453,-5868,
3.648,-5866,
3.6507,-5865,
3.6533,-5866,
3.656,-5867,
3.6587,-5866,
3.6613,-5867,
3.664,-5867,
3.6667,-5867,
3.6693,-5866,
3.672,-5866,
3.6747,-5867,
3.6773,-5866,
3.68,-5865,
3.6827,-5866,
3.6853,-5866,
3.688,-5866,
3.6907,-5866,
3.6933,-5866,
3.696,-5865,
3.6987,-5865,
3.7013,-5866,
3.704,-5864,
3.7067,-5864,
3.7093,-5864,
3.712,-5863,
3.7147,-5863,
3.7173,-5863,
3.72,-5864,
3.7227,-5864,
3.7253,-5864,
3.728,-5863,
3.7307,-5863,
3.7333,-5863,
3.736,-5863,
3.7387,-5862,
3.7413,-5863,
3.744,-5863,
3.7467,-5863,
3.7493,-5863,
3.752,-5862,
3.7547,-5862,
3.7573,-5863,
3.76,-5863,
3.7627,-5863,
3.7653,-5863,
3.768,-5863,
3.7707,-5863,
3.7733,-5863,
3.776,-5863,
3.7787,-5863,
3.7813,-5862,
3.784,-5862,
3.7867,-5862,
3.7893,-5862,
3.792,-5864,
3.7947,-5864,
3.7973,-5863,
3.8,-5862,
3.8027,-5862,
3.8053,-5864,
3.808,-5866,
3.8107,-5863,
3.8133,-5862,
3.816,-5863,
3.8187,-5864,
3.8213,-5864,
3.824,-5863,
3.8267,-5864,
3.8293,-5864,
3.832,-5865,
3.8347,-5865,
3.8373,-5864,
3.84,-5865,
3.8427,-5865,
3.8453,-5866,
3.848,-5866,
3.8507,-5866,
3.8533,-5866,
3.856,-5866,
