时间(分钟),信号值(微伏),信号(x),信号值(微伏)(y)
0,522,41.922812,-5787
0.0027,522,41.922812,-5787
0.0053,523,41.946758,-5787
0.008,523,41.946758,-5787
0.0107,523,41.946758,-5786
0.0133,523,41.946758,-5787
0.016,523,41.946758,-5788
0.0187,523,41.946758,-5786
0.0213,523,41.946758,-5791
0.024,524,41.970704,-5789
0.0267,524,41.970704,-5790
0.0293,524,41.970704,-5788
0.032,525,41.99465,-5789
0.0347,525,41.99465,-5790
0.0373,525,41.99465,-5792
0.04,525,41.99465,-5792
0.0427,525,41.99465,-5795
0.0453,526,42.018596,-5795
0.048,526,42.018596,-5792
0.0507,526,42.018596,-5794
0.0533,527,42.042542,-5794
0.056,527,42.042542,-5795
0.0587,528,42.066488,-5792
0.0613,528,42.066488,-5792
0.064,528,42.066488,-5791
0.0667,529,42.090434,-5792
0.0693,529,42.090434,-5792
0.072,530,42.11438,-5793
0.0747,530,42.11438,-5793
0.0773,531,42.138326,-5793
0.08,531,42.138326,-5796
0.0827,531,42.138326,-5794
0.0853,532,42.162272,-5794
0.088,533,42.186218,-5791
0.0907,533,42.186218,-5795
0.0933,534,42.210164,-5796
0.096,534,42.210164,-5795
0.0987,535,42.23411,-5796
0.1013,536,42.258056,-5796
0.104,536,42.258056,-5793
0.1067,537,42.282002,-5794
0.1093,537,42.282002,-5797
0.112,538,42.305948,-5797
0.1147,539,42.329894,-5795
0.1173,540,42.35384,-5793
0.12,540,42.35384,-5793
0.1227,540,42.35384,-5790
0.1253,542,42.401732,-5795
0.128,542,42.401732,-5798
0.1307,543,42.425678,-5798
0.1333,544,42.449624,-5797
0.136,545,42.47357,-5798
0.1387,546,42.497516,-5797
0.1413,546,42.497516,-5794
0.144,547,42.521462,-5794
0.1467,548,42.545408,-5795
0.1493,549,42.569354,-5795
0.152,550,42.5933,-5795
0.1547,551,42.617246,-5796
0.1573,552,42.641192,-5796
0.16,553,42.665138,-5795
0.1627,554,42.689084,-5796
0.1653,555,42.71303,-5796
0.168,556,42.736976,-5797
0.1707,557,42.760922,-5797
0.1733,558,42.784868,-5798
0.176,558,42.784868,-5796
0.1787,560,42.83276,-5795
0.1813,561,42.856706,-5798
0.184,562,42.880652,-5798
0.1867,563,42.904598,-5798
0.1893,564,42.928544,-5797
0.192,566,42.976436,-5797
0.1947,567,43.000382,-5798
0.1973,568,43.024328,-5799
0.2,568,43.024328,-5800
0.2027,570,43.07222,-5801
0.2053,571,43.096166,-5800
0.208,573,43.144058,-5800
0.2107,574,43.168004,-5801
0.2133,575,43.19195,-5801
0.216,576,43.215896,-5801
0.2187,578,43.263788,-5801
0.2213,579,43.287734,-5803
0.224,581,43.335626,-5803
0.2267,581,43.335626,-5804
0.2293,583,43.383518,-5804
0.232,585,43.43141,-5803
0.2347,586,43.455356,-5803
0.2373,587,43.479302,-5804
0.24,588,43.503248,-5805
0.2427,589,43.527194,-5804
0.2453,592,43.599032,-5805
0.248,593,43.622978,-5806
0.2507,594,43.646924,-5805
0.2533,595,43.67087,-5805
0.256,597,43.718762,-5805
0.2587,599,43.766654,-5806
0.2613,601,43.814546,-5805
0.264,602,43.838492,-5804
0.2667,603,43.862438,-5803
0.2693,604,43.886384,-5803
0.272,607,43.958222,-5803
0.2747,608,43.982168,-5804
0.2773,610,44.03006,-5804
0.28,611,44.054006,-5804
0.2827,612,44.077952,-5803
0.2853,615,44.14979,-5803
0.288,617,44.197682,-5801
0.2907,618,44.221628,-5801
0.2933,619,44.245574,-5803
0.296,621,44.293466,-5805
0.2987,624,44.365304,-5805
0.3013,625,44.38925,-5802
0.304,626,44.413196,-5802
0.3067,628,44.461088,-5802
0.3093,629,44.485034,-5803
0.312,633,44.580818,-5803
0.3147,634,44.604764,-5802
0.3173,636,44.652656,-5803
0.32,637,44.676602,-5803
0.3227,640,44.74844,-5802
0.3253,641,44.772386,-5803
0.328,643,44.820278,-5802
0.3307,645,44.86817,-5801
0.3333,646,44.892116,-5802
0.336,649,44.963954,-5801
0.3387,651,45.011846,-5800
0.3413,653,45.059738,-5801
0.344,654,45.083684,-5800
0.3467,656,45.131576,-5800
0.3493,659,45.203414,-5800
0.352,660,45.22736,-5801
0.3547,662,45.275252,-5801
0.3573,664,45.323144,-5801
0.36,666,45.371036,-5801
0.3627,669,45.442874,-5802
0.3653,671,45.490766,-5803
0.368,672,45.514712,-5803
0.3707,674,45.562604,-5802
0.3733,676,45.610496,-5803
0.376,679,45.682334,-5803
0.3787,681,45.730226,-5803
0.3813,683,45.778118,-5803
0.384,684,45.802064,-5804
0.3867,686,45.849956,-5803
0.3893,690,45.94574,-5803
0.392,692,45.993632,-5803
0.3947,693,46.017578,-5804
0.3973,695,46.06547,-5803
0.4,697,46.113362,-5803
0.4027,700,46.1852,-5803
0.4053,702,46.233092,-5802
0.408,704,46.280984,-5803
0.4107,706,46.328876,-5802
0.4133,708,46.376768,-5803
0.416,711,46.448606,-5804
0.4187,713,46.496498,-5803
0.4213,715,46.54439,-5803
0.424,717,46.592282,-5803
0.4267,719,46.640174,-5802
0.4293,722,46.712012,-5803
0.432,724,46.759904,-5803
0.4347,726,46.807796,-5802
0.4373,728,46.855688,-5802
0.44,729,46.879634,-5802
0.4427,733,46.975418,-5802
0.4453,735,47.02331,-5801
0.448,737,47.071202,-5802
0.4507,739,47.119094,-5803
0.4533,741,47.166986,-5801
0.456,744,47.238824,-5801
0.4587,746,47.286716,-5801
0.4613,748,47.334608,-5802
0.464,750,47.3825,-5802
0.4667,752,47.430392,-5804
0.4693,755,47.50223,-5805
0.472,758,47.574068,-5805
0.4747,760,47.62196,-5800
0.4773,761,47.645906,-5802
0.48,763,47.693798,-5801
0.4827,767,47.789582,-5800
0.4853,769,47.837474,-5801
0.488,771,47.885366,-5802
0.4907,773,47.933258,-5802
0.4933,775,47.98115,-5802
0.496,779,48.076934,-5803
0.4987,781,48.124826,-5803
0.5013,783,48.172718,-5803
0.504,785,48.22061,-5803
0.5067,787,48.268502,-5803
0.5093,791,48.364286,-5802
0.512,793,48.412178,-5803
0.5147,795,48.46007,-5803
0.5173,797,48.507962,-5803
0.52,798,48.531908,-5803
0.5227,802,48.627692,-5803
0.5253,804,48.675584,-5802
0.528,806,48.723476,-5802
0.5307,808,48.771368,-5803
0.5333,810,48.81926,-5803
0.536,814,48.915044,-5803
0.5387,816,48.962936,-5804
0.5413,818,49.010828,-5805
0.544,820,49.05872,-5803
0.5467,822,49.106612,-5803
0.5493,826,49.202396,-5803
0.552,828,49.250288,-5805
0.5547,830,49.29818,-5804
0.5573,832,49.346072,-5803
0.56,834,49.393964,-5804
0.5627,838,49.489748,-5804
0.5653,840,49.53764,-5803
0.568,841,49.561586,-5803
0.5707,843,49.609478,-5802
0.5733,845,49.65737,-5802
0.576,849,49.753154,-5803
0.5787,852,49.824992,-5802
0.5813,853,49.848938,-5802
0.584,855,49.89683,-5804
0.5867,857,49.944722,-5804
0.5893,861,50.040506,-5803
0.592,863,50.088398,-5804
0.5947,865,50.13629,-5803
0.5973,867,50.184182,-5803
0.6,869,50.232074,-5803
0.6027,873,50.327858,-5804
0.6053,875,50.37575,-5803
0.608,877,50.423642,-5805
0.6107,879,50.471534,-5804
0.6133,881,50.519426,-5804
0.616,884,50.591264,-5806
0.6187,886,50.639156,-5805
0.6213,888,50.687048,-5805
0.624,890,50.73494,-5804
0.6267,892,50.782832,-5804
0.6293,896,50.878616,-5806
0.632,898,50.926508,-5806
0.6347,900,50.9744,-5806
0.6373,901,50.998346,-5806
0.64,904,51.070184,-5805
0.6427,907,51.142022,-5805
0.6453,909,51.189914,-5806
0.648,911,51.237806,-5806
0.6507,913,51.285698,-5807
0.6533,915,51.33359,-5806
0.656,919,51.429374,-5806
0.6587,921,51.477266,-5809
0.6613,922,51.501212,-5808
0.664,925,51.57305,-5808
0.6667,926,51.596996,-5808
0.6693,930,51.69278,-5808
0.672,932,51.740672,-5810
0.6747,934,51.788564,-5808
0.6773,936,51.836456,-5808
0.68,938,51.884348,-5808
0.6827,942,51.980132,-5809
0.6853,943,52.004078,-5811
0.688,945,52.05197,-5809
0.6907,947,52.099862,-5809
0.6933,949,52.147754,-5810
0.696,953,52.243538,-5811
0.6987,954,52.267484,-5811
0.7013,956,52.315376,-5811
0.704,958,52.363268,-5811
0.7067,960,52.41116,-5811
0.7093,964,52.506944,-5812
0.712,966,52.554836,-5812
0.7147,968,52.602728,-5811
0.7173,970,52.65062,-5810
0.72,971,52.674566,-5811
0.7227,975,52.77035,-5811
0.7253,977,52.818242,-5811
0.728,979,52.866134,-5812
0.7307,980,52.89008,-5812
0.7333,982,52.937972,-5812
0.736,986,53.033756,-5812
0.7387,987,53.057702,-5811
0.7413,989,53.105594,-5811
0.744,991,53.153486,-5811
0.7467,992,53.177432,-5811
0.7493,996,53.273216,-5811
0.752,998,53.321108,-5812
0.7547,1000,53.369,-5812
0.7573,1002,53.416892,-5811
0.76,1004,53.464784,-5812
0.7627,1007,53.536622,-5813
0.7653,1009,53.584514,-5812
0.768,1010,53.60846,-5812
0.7707,1012,53.656352,-5813
0.7733,1014,53.704244,-5811
0.776,1017,53.776082,-5812
0.7787,1019,53.823974,-5812
0.7813,1021,53.871866,-5812
0.784,1023,53.919758,-5811
0.7867,1024,53.943704,-5813
0.7893,1028,54.039488,-5813
0.792,1029,54.063434,-5812
0.7947,1031,54.111326,-5812
0.7973,1033,54.159218,-5811
0.8,1034,54.183164,-5811
0.8027,1038,54.278948,-5811
0.8053,1040,54.32684,-5810
0.808,1042,54.374732,-5809
0.8107,1043,54.398678,-5809
0.8133,1047,54.494462,-5810
0.816,1048,54.518408,-5811
0.8187,1050,54.5663,-5812
0.8213,1052,54.614192,-5812
0.824,1053,54.638138,-5811
0.8267,1056,54.709976,-5811
0.8293,1058,54.757868,-5811
0.832,1060,54.80576,-5811
0.8347,1061,54.829706,-5811
0.8373,1063,54.877598,-5811
0.84,1066,54.949436,-5810
0.8427,1068,54.997328,-5811
0.8453,1070,55.04522,-5811
0.848,1071,55.069166,-5811
0.8507,1073,55.117058,-5812
0.8533,1076,55.188896,-5811
0.856,1078,55.236788,-5811
0.8587,1080,55.28468,-5811
0.8613,1081,55.308626,-5811
0.864,1083,55.356518,-5811
0.8667,1086,55.428356,-5812
0.8693,1087,55.452302,-5811
0.872,1089,55.500194,-5811
0.8747,1091,55.548086,-5811
0.8773,1092,55.572032,-5810
0.88,1096,55.667816,-5811
0.8827,1097,55.691762,-5812
0.8853,1099,55.739654,-5810
0.888,1100,55.7636,-5809
0.8907,1102,55.811492,-5810
0.8933,1105,55.88333,-5810
0.896,1107,55.931222,-5811
0.8987,1108,55.955168,-5810
0.9013,1110,56.00306,-5810
0.904,1111,56.027006,-5810
0.9067,1115,56.12279,-5810
0.9093,1116,56.146736,-5811
0.912,1118,56.194628,-5811
0.9147,1119,56.218574,-5812
0.9173,1121,56.266466,-5811
0.92,1124,56.338304,-5810
0.9227,1125,56.36225,-5813
0.9253,1127,56.410142,-5811
0.928,1129,56.458034,-5810
0.9307,1130,56.48198,-5811
0.9333,1133,56.553818,-5810
0.936,1135,56.60171,-5810
0.9387,1136,56.625656,-5810
0.9413,1138,56.673548,-5811
0.944,1139,56.697494,-5810
0.9467,1142,56.769332,-5810
0.9493,1144,56.817224,-5809
0.952,1145,56.84117,-5810
0.9547,1147,56.889062,-5809
0.9573,1148,56.913008,-5808
0.96,1151,56.984846,-5809
0.9627,1153,57.032738,-5809
0.9653,1154,57.056684,-5809
0.968,1156,57.104576,-5809
0.9707,1157,57.128522,-5808
0.9733,1160,57.20036,-5809
0.976,1161,57.224306,-5808
0.9787,1163,57.272198,-5808
0.9813,1164,57.296144,-5808
0.984,1166,57.344036,-5809
0.9867,1169,57.415874,-5806
0.9893,1170,57.43982,-5807
0.992,1172,57.487712,-5808
0.9947,1173,57.511658,-5807
0.9973,1175,57.55955,-5807
1,1177,57.607442,-5806
1.0027,1179,57.655334,-5806
1.0053,1181,57.703226,-5804
1.008,1182,57.727172,-5806
1.0107,1184,57.775064,-5806
1.0133,1186,57.822956,-5804
1.016,1188,57.870848,-5803
1.0187,1189,57.894794,-5803
1.0213,1191,57.942686,-5803
1.024,1192,57.966632,-5803
1.0267,1195,58.03847,-5803
1.0293,1197,58.086362,-5801
1.032,1198,58.110308,-5800
1.0347,1199,58.134254,-5800
1.0373,1201,58.182146,-5801
1.04,1204,58.253984,-5800
1.0427,1205,58.27793,-5800
1.0453,1206,58.301876,-5799
1.048,1208,58.349768,-5799
1.0507,1209,58.373714,-5798
1.0533,1212,58.445552,-5798
1.056,1213,58.469498,-5798
1.0587,1215,58.51739,-5796
1.0613,1216,58.541336,-5797
1.064,1217,58.565282,-5797
1.0667,1220,58.63712,-5796
1.0693,1222,58.685012,-5794
1.072,1223,58.708958,-5792
1.0747,1224,58.732904,-5793
1.0773,1226,58.780796,-5797
1.08,1229,58.852634,-5797
1.0827,1230,58.87658,-5794
1.0853,1232,58.924472,-5794
1.088,1233,58.948418,-5794
1.0907,1234,58.972364,-5793
1.0933,1237,59.044202,-5795
1.096,1238,59.068148,-5790
1.0987,1239,59.092094,-5792
1.1013,1241,59.139986,-5793
1.104,1242,59.163932,-5792
1.1067,1245,59.23577,-5790
1.1093,1246,59.259716,-5793
1.112,1248,59.307608,-5797
1.1147,1249,59.331554,-5795
1.1173,1250,59.3555,-5793
1.12,1253,59.427338,-5792
1.1227,1255,59.47523,-5793
1.1253,1256,59.499176,-5791
1.128,1257,59.523122,-5790
1.1307,1258,59.547068,-5791
1.1333,1261,59.618906,-5791
1.136,1263,59.666798,-5791
1.1387,1264,59.690744,-5792
1.1413,1265,59.71469,-5789
1.144,1266,59.738636,-5789
1.1467,1269,59.810474,-5792
1.1493,1271,59.858366,-5792
1.152,1272,59.882312,-5792
1.1547,1273,59.906258,-5787
1.1573,1274,59.930204,-5789
1.16,1277,60.002042,-5789
1.1627,1279,60.049934,-5793
1.1653,1280,60.07388,-5795
1.168,1281,60.097826,-5793
1.1707,1282,60.121772,-5793
1.1733,1285,60.19361,-5792
1.176,1286,60.217556,-5792
1.1787,1288,60.265448,-5791
1.1813,1289,60.289394,-5790
1.184,1291,60.337286,-5791
1.1867,1293,60.385178,-5792
1.1893,1294,60.409124,-5790
1.192,1296,60.457016,-5791
1.1947,1297,60.480962,-5790
1.1973,1298,60.504908,-5790
1.2,1301,60.576746,-5790
1.2027,1302,60.600692,-5790
1.2053,1304,60.648584,-5791
1.208,1304,60.648584,-5790
1.2107,1306,60.696476,-5789
1.2133,1309,60.768314,-5789
1.216,1310,60.79226,-5790
1.2187,1311,60.816206,-5790
1.2213,1313,60.864098,-5791
1.224,1314,60.888044,-5790
1.2267,1316,60.935936,-5790
1.2293,1318,60.983828,-5790
1.232,1319,61.007774,-5789
1.2347,1321,61.055666,-5789
1.2373,1322,61.079612,-5791
1.24,1324,61.127504,-5790
1.2427,1325,61.15145,-5786
1.2453,1326,61.175396,-5791
1.248,1328,61.223288,-5792
1.2507,1329,61.247234,-5792
1.2533,1332,61.319072,-5791
1.256,1333,61.343018,-5789
1.2587,1335,61.39091,-5789
1.2613,1336,61.414856,-5792
1.264,1337,61.438802,-5792
1.2667,1340,61.51064,-5791
1.2693,1341,61.534586,-5795
1.272,1342,61.558532,-5794
1.2747,1344,61.606424,-5792
1.2773,1345,61.63037,-5794
1.28,1348,61.702208,-5792
1.2827,1349,61.726154,-5791
1.2853,1350,61.7501,-5794
1.288,1351,61.774046,-5795
1.2907,1352,61.797992,-5795
1.2933,1355,61.86983,-5794
1.296,1357,61.917722,-5793
1.2987,1358,61.941668,-5792
1.3013,1359,61.965614,-5793
1.304,1360,61.98956,-5793
1.3067,1363,62.061398,-5793
1.3093,1364,62.085344,-5795
1.312,1366,62.133236,-5794
1.3147,1367,62.157182,-5794
1.3173,1368,62.181128,-5794
1.32,1371,62.252966,-5794
1.3227,1372,62.276912,-5795
1.3253,1373,62.300858,-5795
1.328,1375,62.34875,-5797
1.3307,1376,62.372696,-5799
1.3333,1378,62.420588,-5799
1.336,1380,62.46848,-5799
1.3387,1381,62.492426,-5799
1.3413,1382,62.516372,-5800
1.344,1384,62.564264,-5800
1.3467,1386,62.612156,-5800
1.3493,1387,62.636102,-5801
1.352,1389,62.683994,-5798
1.3547,1390,62.70794,-5800
1.3573,1391,62.731886,-5800
1.36,1394,62.803724,-5800
1.3627,1396,62.851616,-5801
1.3653,1397,62.875562,-5803
1.368,1398,62.899508,-5802
1.3707,1399,62.923454,-5801
1.3733,1402,62.995292,-5803
1.376,1403,63.019238,-5803
1.3787,1404,63.043184,-5802
1.3813,1406,63.091076,-5801
1.384,1407,63.115022,-5801
1.3867,1410,63.18686,-5801
1.3893,1411,63.210806,-5798
1.392,1412,63.234752,-5799
1.3947,1414,63.282644,-5804
1.3973,1415,63.30659,-5805
1.4,1417,63.354482,-5802
1.4027,1419,63.402374,-5802
1.4053,1420,63.42632,-5800
1.408,1421,63.450266,-5799
1.4107,1423,63.498158,-5804
1.4133,1426,63.569996,-5805
1.416,1427,63.593942,-5803
1.4187,1428,63.617888,-5803
1.4213,1429,63.641834,-5803
1.424,1431,63.689726,-5803
1.4267,1433,63.737618,-5803
1.4293,1434,63.761564,-5801
1.432,1436,63.809456,-5803
1.4347,1437,63.833402,-5803
1.4373,1439,63.881294,-5808
1.44,1441,63.929186,-5806
1.4427,1443,63.977078,-5807
1.4453,1444,64.001024,-5808
1.448,1445,64.02497,-5806
1.4507,1447,64.072862,-5803
1.4533,1449,64.120754,-5804
1.456,1450,64.1447,-5806
1.4587,1452,64.192592,-5803
1.4613,1453,64.216538,-5804
1.464,1454,64.240484,-5808
1.4667,1457,64.312322,-5807
1.4693,1459,64.360214,-5806
1.472,1460,64.38416,-5805
1.4747,1461,64.408106,-5805
1.4773,1462,64.432052,-5806
1.48,1465,64.50389,-5808
1.4827,1467,64.551782,-5807
1.4853,1468,64.575728,-5807
1.488,1469,64.599674,-5808
1.4907,1470,64.62362,-5807
1.4933,1473,64.695458,-5807
1.496,1474,64.719404,-5808
1.4987,1475,64.74335,-5808
1.5013,1477,64.791242,-5807
1.504,1478,64.815188,-5807
1.5067,1481,64.887026,-5807
1.5093,1482,64.910972,-5808
1.512,1484,64.958864,-5809
1.5147,1485,64.98281,-5809
1.5173,1487,65.030702,-5809
1.52,1489,65.078594,-5809
1.5227,1491,65.126486,-5811
1.5253,1492,65.150432,-5810
1.528,1493,65.174378,-5810
1.5307,1495,65.22227,-5811
1.5333,1498,65.294108,-5811
1.536,1499,65.318054,-5812
1.5387,1500,65.342,-5813
1.5413,1502,65.389892,-5812
1.544,1503,65.413838,-5810
1.5467,1506,65.485676,-5810
1.5493,1507,65.509622,-5816
1.552,1508,65.533568,-5816
1.5547,1510,65.58146,-5815
1.5573,1511,65.605406,-5814
1.56,1514,65.677244,-5814
1.5627,1515,65.70119,-5817
1.5653,1516,65.725136,-5819
1.568,1518,65.773028,-5817
1.5707,1519,65.796974,-5816
1.5733,1522,65.868812,-5816
1.576,1523,65.892758,-5819
1.5787,1525,65.94065,-5820
1.5813,1526,65.964596,-5817
1.584,1528,66.012488,-5817
1.5867,1531,66.084326,-5819
1.5893,1532,66.108272,-5820
1.592,1533,66.132218,-5820
1.5947,1535,66.18011,-5817
1.5973,1536,66.204056,-5820
1.6,1538,66.251948,-5821
1.6027,1540,66.29984,-5819
1.6053,1542,66.347732,-5821
1.608,1543,66.371678,-5824
1.6107,1544,66.395624,-5820
1.6133,1547,66.467462,-5821
1.616,1549,66.515354,-5823
1.6187,1550,66.5393,-5821
1.6213,1551,66.563246,-5819
1.624,1553,66.611138,-5826
1.6267,1556,66.682976,-5824
1.6293,1557,66.706922,-5824
1.632,1558,66.730868,-5822
1.6347,1560,66.77876,-5823
1.6373,1561,66.802706,-5824
1.64,1564,66.874544,-5826
1.6427,1565,66.89849,-5826
1.6453,1566,66.922436,-5826
1.648,1568,66.970328,-5826
1.6507,1569,66.994274,-5827
1.6533,1572,67.066112,-5827
1.656,1574,67.114004,-5827
1.6587,1575,67.13795,-5828
1.6613,1577,67.185842,-5829
1.664,1578,67.209788,-5830
1.6667,1580,67.25768,-5830
1.6693,1582,67.305572,-5828
1.672,1583,67.329518,-5830
1.6747,1585,67.37741,-5834
1.6773,1586,67.401356,-5833
1.68,1589,67.473194,-5832
1.6827,1591,67.521086,-5833
1.6853,1592,67.545032,-5832
1.688,1594,67.592924,-5833
1.6907,1595,67.61687,-5830
1.6933,1598,67.688708,-5832
1.696,1599,67.712654,-5834
1.6987,1600,67.7366,-5833
1.7013,1602,67.784492,-5833
1.704,1603,67.808438,-5833
1.7067,1606,67.880276,-5833
1.7093,1608,67.928168,-5834
1.712,1609,67.952114,-5835
1.7147,1610,67.97606,-5835
1.7173,1612,68.023952,-5835
1.72,1615,68.09579,-5836
1.7227,1616,68.119736,-5836
1.7253,1617,68.143682,-5836
1.728,1619,68.191574,-5835
1.7307,1622,68.263412,-5835
1.7333,1623,68.287358,-5836
1.736,1624,68.311304,-5837
1.7387,1626,68.359196,-5837
1.7413,1627,68.383142,-5837
1.744,1630,68.45498,-5837
1.7467,1631,68.478926,-5838
1.7493,1633,68.526818,-5839
1.752,1634,68.550764,-5839
1.7547,1636,68.598656,-5839
1.7573,1639,68.670494,-5839
1.76,1640,68.69444,-5839
1.7627,1642,68.742332,-5839
1.7653,1643,68.766278,-5838
1.768,1644,68.790224,-5838
1.7707,1647,68.862062,-5838
1.7733,1649,68.909954,-5838
1.776,1650,68.9339,-5839
1.7787,1652,68.981792,-5840
1.7813,1653,69.005738,-5840
1.784,1656,69.077576,-5839
1.7867,1657,69.101522,-5838
1.7893,1659,69.149414,-5840
1.792,1660,69.17336,-5840
1.7947,1662,69.221252,-5840
1.7973,1664,69.269144,-5840
1.8,1666,69.317036,-5840
1.8027,1667,69.340982,-5841
1.8053,1669,69.388874,-5841
1.808,1670,69.41282,-5840
1.8107,1673,69.484658,-5841
1.8133,1674,69.508604,-5841
1.816,1676,69.556496,-5841
1.8187,1677,69.580442,-5841
1.8213,1679,69.628334,-5841
1.824,1681,69.676226,-5842
1.8267,1683,69.724118,-5842
1.8293,1684,69.748064,-5841
1.832,1686,69.795956,-5841
1.8347,1687,69.819902,-5842
1.8373,1690,69.89174,-5843
1.84,1692,69.939632,-5842
1.8427,1693,69.963578,-5843
1.8453,1694,69.987524,-5844
1.848,1696,70.035416,-5843
1.8507,1698,70.083308,-5842
1.8533,1700,70.1312,-5843
1.856,1701,70.155146,-5845
1.8587,1703,70.203038,-5845
1.8613,1704,70.226984,-5845
1.864,1707,70.298822,-5845
1.8667,1709,70.346714,-5845
1.8693,1710,70.37066,-5846
1.872,1711,70.394606,-5846
1.8747,1713,70.442498,-5847
1.8773,1715,70.49039,-5847
1.88,1717,70.538282,-5849
1.8827,1718,70.562228,-5848
1.8853,1720,70.61012,-5848
1.888,1721,70.634066,-5849
1.8907,1724,70.705904,-5849
1.8933,1726,70.753796,-5850
1.896,1727,70.777742,-5849
1.8987,1729,70.825634,-5849
1.9013,1730,70.84958,-5849
1.904,1733,70.921418,-5849
1.9067,1734,70.945364,-5849
1.9093,1736,70.993256,-5850
1.912,1737,71.017202,-5851
1.9147,1738,71.041148,-5851
1.9173,1741,71.112986,-5850
1.92,1743,71.160878,-5851
1.9227,1744,71.184824,-5852
1.9253,1746,71.232716,-5853
1.928,1747,71.256662,-5853
1.9307,1750,71.3285,-5854
1.9333,1751,71.352446,-5854
1.936,1753,71.400338,-5854
1.9387,1754,71.424284,-5853
1.9413,1756,71.472176,-5853
1.944,1757,71.496122,-5854
1.9467,1760,71.56796,-5854
1.9493,1761,71.591906,-5855
1.952,1762,71.615852,-5856
1.9547,1764,71.663744,-5855
1.9573,1767,71.735582,-5855
1.96,1768,71.759528,-5856
1.9627,1770,71.80742,-5858
1.9653,1771,71.831366,-5858
1.968,1772,71.855312,-5859
1.9707,1775,71.92715,-5858
1.9733,1776,71.951096,-5859
1.976,1778,71.998988,-5859
1.9787,1779,72.022934,-5858
1.9813,1781,72.070826,-5858
1.984,1783,72.118718,-5858
1.9867,1785,72.16661,-5860
1.9893,1786,72.190556,-5860
1.992,1787,72.214502,-5860
1.9947,1789,72.262394,-5860
1.9973,1792,72.334232,-5860
2,1793,72.358178,-5862
2.0027,1795,72.40607,-5862
2.0053,1796,72.430016,-5859
2.008,1797,72.453962,-5860
2.0107,1800,72.5258,-5864
2.0133,1801,72.549746,-5862
2.016,1803,72.597638,-5865
2.0187,1804,72.621584,-5863
2.0213,1806,72.669476,-5863
2.024,1808,72.717368,-5864
2.0267,1810,72.76526,-5864
2.0293,1811,72.789206,-5862
2.032,1812,72.813152,-5863
2.0347,1814,72.861044,-5863
2.0373,1817,72.932882,-5864
2.04,1818,72.956828,-5862
2.0427,1819,72.980774,-5862
2.0453,1820,73.00472,-5863
2.048,1822,73.052612,-5864
2.0507,1825,73.12445,-5864
2.0533,1826,73.148396,-5863
2.056,1828,73.196288,-5864
2.0587,1829,73.220234,-5864
2.0613,1830,73.24418,-5865
2.064,1833,73.316018,-5865
2.0667,1834,73.339964,-5863
2.0693,1836,73.387856,-5866
2.072,1837,73.411802,-5868
2.0747,1838,73.435748,-5868
2.0773,1841,73.507586,-5866
2.08,1842,73.531532,-5867
2.0827,1843,73.555478,-5867
2.0853,1845,73.60337,-5868
2.088,1846,73.627316,-5866
2.0907,1849,73.699154,-5865
2.0933,1851,73.747046,-5864
2.096,1852,73.770992,-5868
2.0987,1853,73.794938,-5870
2.1013,1855,73.84283,-5869
2.104,1857,73.890722,-5868
2.1067,1859,73.938614,-5868
2.1093,1860,73.96256,-5871
2.112,1861,73.986506,-5871
2.1147,1862,74.010452,-5870
2.1173,1865,74.08229,-5870
2.12,1867,74.130182,-5871
2.1227,1868,74.154128,-5872
2.1253,1870,74.20202,-5872
2.128,1871,74.225966,-5871
2.1307,1874,74.297804,-5873
2.1333,1875,74.32175,-5870
2.136,1876,74.345696,-5873
2.1387,1878,74.393588,-5872
2.1413,1879,74.417534,-5872
2.144,1882,74.489372,-5873
2.1467,1883,74.513318,-5874
2.1493,1884,74.537264,-5873
2.152,1886,74.585156,-5874
2.1547,1887,74.609102,-5873
2.1573,1890,74.68094,-5873
2.16,1891,74.704886,-5876
2.1627,1892,74.728832,-5877
2.1653,1894,74.776724,-5876
2.168,1895,74.80067,-5875
2.1707,1898,74.872508,-5876
2.1733,1899,74.896454,-5876
2.176,1901,74.944346,-5876
2.1787,1902,74.968292,-5876
2.1813,1903,74.992238,-5875
2.184,1906,75.064076,-5875
2.1867,1907,75.088022,-5873
2.1893,1909,75.135914,-5869
2.192,1910,75.15986,-5874
2.1947,1911,75.183806,-5876
2.1973,1914,75.255644,-5876
2.2,1915,75.27959,-5874
2.2027,1917,75.327482,-5871
2.2053,1918,75.351428,-5872
2.208,1920,75.39932,-5875
2.2107,1922,75.447212,-5877
2.2133,1923,75.471158,-5878
2.216,1925,75.51905,-5874
2.2187,1926,75.542996,-5874
2.2213,1928,75.590888,-5875
2.224,1930,75.63878,-5878
2.2267,1931,75.662726,-5876
2.2293,1933,75.710618,-5873
2.232,1934,75.734564,-5876
2.2347,1936,75.782456,-5877
2.2373,1938,75.830348,-5875
2.24,1939,75.854294,-5876
2.2427,1941,75.902186,-5875
2.2453,1942,75.926132,-5875
2.248,1944,75.974024,-5876
2.2507,1946,76.021916,-5877
2.2533,1947,76.045862,-5877
2.256,1949,76.093754,-5876
2.2587,1950,76.1177,-5875
2.2613,1952,76.165592,-5875
2.264,1954,76.213484,-5868
2.2667,1955,76.23743,-5880
2.2693,1957,76.285322,-5874
2.272,1958,76.309268,-5872
2.2747,1960,76.35716,-5884
2.2773,1962,76.405052,-5882
