时间(分钟),信号值(微伏),信号(x),信号值(微伏)(y)
17.1173,11152,296.468792,-5678
17.12,11154,296.516684,-5678
17.1227,11156,296.564576,-5678
17.1253,11157,296.588522,-5679
17.128,11159,296.636414,-5679
17.1307,11160,296.66036,-5680
17.1333,11163,296.732198,-5680
17.136,11164,296.756144,-5681
17.1387,11166,296.804036,-5681
17.1413,11167,296.827982,-5681
17.144,11168,296.851928,-5681
17.1467,11171,296.923766,-5680
17.1493,11173,296.971658,-5681
17.152,11174,296.995604,-5681
17.1547,11176,297.043496,-5681
17.1573,11177,297.067442,-5682
17.16,11180,297.13928,-5682
17.1627,11181,297.163226,-5682
17.1653,11183,297.211118,-5682
17.168,11184,297.235064,-5683
17.1707,11186,297.282956,-5682
17.1733,11188,297.330848,-5681
17.176,11189,297.354794,-5681
17.1787,11191,297.402686,-5681
17.1813,11192,297.426632,-5681
17.184,11194,297.474524,-5681
17.1867,11197,297.546362,-5681
17.1893,11198,297.570308,-5682
17.192,11199,297.594254,-5682
17.1947,11201,297.642146,-5683
17.1973,11202,297.666092,-5683
17.2,11205,297.73793,-5682
17.2027,11206,297.761876,-5682
17.2053,11208,297.809768,-5682
17.208,11209,297.833714,-5683
17.2107,11211,297.881606,-5682
17.2133,11213,297.929498,-5683
17.216,11215,297.97739,-5683
17.2187,11216,298.001336,-5682
17.2213,11218,298.049228,-5682
17.224,11219,298.073174,-5682
17.2267,11222,298.145012,-5682
17.2293,11224,298.192904,-5683
17.232,11225,298.21685,-5683
17.2347,11226,298.240796,-5683
17.2373,11228,298.288688,-5683
17.24,11231,298.360526,-5683
17.2427,11232,298.384472,-5683
17.2453,11233,298.408418,-5682
17.248,11235,298.45631,-5682
17.2507,11236,298.480256,-5682
17.2533,11239,298.552094,-5682
17.256,11241,298.599986,-5682
17.2587,11242,298.623932,-5682
17.2613,11243,298.647878,-5681
17.264,11245,298.69577,-5681
17.2667,11248,298.767608,-5682
17.2693,11249,298.791554,-5683
17.272,11251,298.839446,-5683
17.2747,11252,298.863392,-5683
17.2773,11253,298.887338,-5683
17.28,11256,298.959176,-5683
17.2827,11257,298.983122,-5682
17.2853,11259,299.031014,-5683
17.288,11260,299.05496,-5684
17.2907,11262,299.102852,-5683
17.2933,11265,299.17469,-5683
17.296,11266,299.198636,-5683
17.2987,11267,299.222582,-5683
17.3013,11268,299.246528,-5683
17.304,11270,299.29442,-5684
17.3067,11273,299.366258,-5683
17.3093,11274,299.390204,-5684
17.312,11276,299.438096,-5684
17.3147,11277,299.462042,-5684
17.3173,11279,299.509934,-5683
17.32,11281,299.557826,-5685
17.3227,11282,299.581772,-5685
17.3253,11284,299.629664,-5684
17.328,11285,299.65361,-5685
17.3307,11287,299.701502,-5685
17.3333,11290,299.77334,-5685
17.336,11291,299.797286,-5685
17.3387,11293,299.845178,-5685
17.3413,11294,299.869124,-5686
17.344,11295,299.89307,-5686
17.3467,11298,299.964908,-5685
17.3493,11300,300.0128,-5686
17.352,11302,300.060692,-5686
17.3547,11303,300.084638,-5686
17.3573,11304,300.108584,-5686
17.36,11307,300.180422,-5686
17.3627,11308,300.204368,-5686
17.3653,11310,300.25226,-5686
17.368,11311,300.276206,-5686
17.3707,11313,300.324098,-5687
17.3733,11315,300.37199,-5687
17.376,11316,300.395936,-5688
17.3787,11318,300.443828,-5688
17.3813,11319,300.467774,-5687
17.384,11321,300.515666,-5687
17.3867,11324,300.587504,-5687
17.3893,11325,300.61145,-5687
17.392,11326,300.635396,-5687
17.3947,11328,300.683288,-5687
17.3973,11329,300.707234,-5687
17.4,11332,300.779072,-5687
17.4027,11334,300.826964,-5687
17.4053,11335,300.85091,-5687
17.408,11336,300.874856,-5686
17.4107,11338,300.922748,-5686
17.4133,11340,300.97064,-5686
17.416,11342,301.018532,-5687
17.4187,11343,301.042478,-5686
17.4213,11345,301.09037,-5688
17.424,11346,301.114316,-5688
17.4267,11349,301.186154,-5688
17.4293,11350,301.2101,-5688
17.432,11352,301.257992,-5688
17.4347,11353,301.281938,-5688
17.4373,11355,301.32983,-5688
17.44,11357,301.377722,-5688
17.4427,11359,301.425614,-5688
17.4453,11360,301.44956,-5688
17.448,11362,301.497452,-5688
17.4507,11363,301.521398,-5689
17.4533,11366,301.593236,-5689
17.456,11368,301.641128,-5688
17.4587,11369,301.665074,-5689
17.4613,11370,301.68902,-5689
17.464,11372,301.736912,-5689
17.4667,11374,301.784804,-5689
17.4693,11376,301.832696,-5690
17.472,11377,301.856642,-5690
17.4747,11379,301.904534,-5690
17.4773,11380,301.92848,-5690
17.48,11383,302.000318,-5690
17.4827,11384,302.024264,-5690
17.4853,11386,302.072156,-5689
17.488,11387,302.096102,-5689
17.4907,11389,302.143994,-5689
17.4933,11392,302.215832,-5689
17.496,11393,302.239778,-5690
17.4987,11394,302.263724,-5691
17.5013,11395,302.28767,-5691
17.504,11397,302.335562,-5691
17.5067,11400,302.4074,-5690
17.5093,11401,302.431346,-5690
17.512,11402,302.455292,-5690
17.5147,11404,302.503184,-5691
17.5173,11405,302.52713,-5691
17.52,11408,302.598968,-5691
17.5227,11410,302.64686,-5691
17.5253,11411,302.670806,-5691
17.528,11412,302.694752,-5690
17.5307,11414,302.742644,-5691
17.5333,11417,302.814482,-5692
17.536,11418,302.838428,-5693
17.5387,11419,302.862374,-5692
17.5413,11421,302.910266,-5692
17.544,11422,302.934212,-5692
17.5467,11425,303.00605,-5691
17.5493,11426,303.029996,-5690
17.552,11428,303.077888,-5691
17.5547,11429,303.101834,-5691
17.5573,11431,303.149726,-5691
17.56,11434,303.221564,-5691
17.5627,11435,303.24551,-5692
17.5653,11436,303.269456,-5691
17.568,11438,303.317348,-5691
17.5707,11439,303.341294,-5693
17.5733,11442,303.413132,-5692
17.576,11443,303.437078,-5693
17.5787,11444,303.461024,-5694
17.5813,11446,303.508916,-5694
17.584,11447,303.532862,-5693
17.5867,11450,303.6047,-5693
17.5893,11452,303.652592,-5693
17.592,11453,303.676538,-5694
17.5947,11454,303.700484,-5694
17.5973,11456,303.748376,-5694
17.6,11459,303.820214,-5694
17.6027,11460,303.84416,-5694
17.6053,11462,303.892052,-5694
17.608,11463,303.915998,-5694
17.6107,11464,303.939944,-5695
17.6133,11467,304.011782,-5694
17.616,11469,304.059674,-5694
17.6187,11470,304.08362,-5694
17.6213,11471,304.107566,-5694
17.624,11473,304.155458,-5694
17.6267,11475,304.20335,-5694
17.6293,11477,304.251242,-5694
17.632,11478,304.275188,-5694
17.6347,11480,304.32308,-5694
17.6373,11481,304.347026,-5694
17.64,11484,304.418864,-5694
17.6427,11486,304.466756,-5694
17.6453,11487,304.490702,-5694
17.648,11488,304.514648,-5693
17.6507,11489,304.538594,-5694
17.6533,11492,304.610432,-5694
17.656,11494,304.658324,-5694
17.6587,11495,304.68227,-5694
17.6613,11497,304.730162,-5694
17.664,11498,304.754108,-5694
17.6667,11501,304.825946,-5695
17.6693,11503,304.873838,-5695
17.672,11504,304.897784,-5696
17.6747,11505,304.92173,-5695
17.6773,11507,304.969622,-5696
17.68,11509,305.017514,-5696
17.6827,11511,305.065406,-5695
17.6853,11512,305.089352,-5695
17.688,11514,305.137244,-5695
17.6907,11515,305.16119,-5696
17.6933,11518,305.233028,-5696
17.696,11519,305.256974,-5696
17.6987,11521,305.304866,-5696
17.7013,11522,305.328812,-5696
17.704,11524,305.376704,-5696
17.7067,11526,305.424596,-5696
17.7093,11528,305.472488,-5696
17.712,11529,305.496434,-5696
17.7147,11531,305.544326,-5696
17.7173,11532,305.568272,-5696
17.72,11535,305.64011,-5696
17.7227,11536,305.664056,-5696
17.7253,11538,305.711948,-5696
17.728,11539,305.735894,-5696
17.7307,11540,305.75984,-5696
17.7333,11543,305.831678,-5696
17.736,11545,305.87957,-5695
17.7387,11546,305.903516,-5695
17.7413,11547,305.927462,-5696
17.744,11549,305.975354,-5696
17.7467,11552,306.047192,-5697
17.7493,11553,306.071138,-5697
17.752,11555,306.11903,-5697
17.7547,11556,306.142976,-5697
17.7573,11557,306.166922,-5697
17.76,11560,306.23876,-5697
17.7627,11561,306.262706,-5697
17.7653,11563,306.310598,-5696
17.768,11564,306.334544,-5697
17.7707,11566,306.382436,-5696
17.7733,11569,306.454274,-5697
17.776,11570,306.47822,-5696
17.7787,11571,306.502166,-5696
17.7813,11573,306.550058,-5696
17.784,11574,306.574004,-5696
17.7867,11577,306.645842,-5697
17.7893,11578,306.669788,-5697
17.792,11580,306.71768,-5697
17.7947,11581,306.741626,-5697
17.7973,11583,306.789518,-5697
17.8,11585,306.83741,-5696
17.8027,11587,306.885302,-5695
17.8053,11588,306.909248,-5696
17.808,11589,306.933194,-5697
17.8107,11591,306.981086,-5697
17.8133,11594,307.052924,-5698
17.816,11595,307.07687,-5698
17.8187,11597,307.124762,-5697
17.8213,11598,307.148708,-5697
17.824,11600,307.1966,-5696
17.8267,11602,307.244492,-5697
17.8293,11604,307.292384,-5695
17.832,11605,307.31633,-5694
17.8347,11607,307.364222,-5696
17.8373,11608,307.388168,-5696
17.84,11611,307.460006,-5695
17.8427,11612,307.483952,-5695
17.8453,11613,307.507898,-5695
17.848,11615,307.55579,-5695
17.8507,11616,307.579736,-5695
17.8533,11619,307.651574,-5695
17.856,11621,307.699466,-5696
17.8587,11622,307.723412,-5695
17.8613,11623,307.747358,-5695
17.864,11625,307.79525,-5695
17.8667,11628,307.867088,-5696
17.8693,11629,307.891034,-5697
17.872,11630,307.91498,-5697
17.8747,11632,307.962872,-5697
17.8773,11633,307.986818,-5697
17.88,11636,308.058656,-5696
17.8827,11637,308.082602,-5696
17.8853,11639,308.130494,-5696
17.888,11640,308.15444,-5696
17.8907,11641,308.178386,-5695
17.8933,11644,308.250224,-5695
17.896,11646,308.298116,-5696
17.8987,11647,308.322062,-5696
17.9013,11649,308.369954,-5696
17.904,11650,308.3939,-5697
17.9067,11653,308.465738,-5697
17.9093,11654,308.489684,-5696
17.912,11656,308.537576,-5697
17.9147,11657,308.561522,-5697
17.9173,11658,308.585468,-5697
17.92,11661,308.657306,-5697
17.9227,11663,308.705198,-5696
17.9253,11664,308.729144,-5696
17.928,11665,308.75309,-5696
17.9307,11667,308.800982,-5696
17.9333,11670,308.87282,-5696
17.936,11671,308.896766,-5697
17.9387,11673,308.944658,-5697
17.9413,11674,308.968604,-5696
17.944,11675,308.99255,-5697
17.9467,11678,309.064388,-5697
17.9493,11680,309.11228,-5697
17.952,11681,309.136226,-5697
17.9547,11682,309.160172,-5697
17.9573,11684,309.208064,-5697
17.96,11687,309.279902,-5697
17.9627,11688,309.303848,-5696
17.9653,11689,309.327794,-5697
17.968,11691,309.375686,-5697
17.9707,11692,309.399632,-5697
17.9733,11695,309.47147,-5698
17.976,11696,309.495416,-5698
17.9787,11698,309.543308,-5697
17.9813,11699,309.567254,-5697
17.984,11701,309.615146,-5697
17.9867,11704,309.686984,-5696
17.9893,11705,309.71093,-5695
17.992,11706,309.734876,-5696
17.9947,11708,309.782768,-5697
17.9973,11709,309.806714,-5697
18,11712,309.878552,-5698
18.0027,11713,309.902498,-5697
18.0053,11715,309.95039,-5698
18.008,11716,309.974336,-5697
18.0107,11718,310.022228,-5696
18.0133,11720,310.07012,-5696
18.016,11722,310.118012,-5697
18.0187,11723,310.141958,-5697
18.0213,11725,310.18985,-5697
18.024,11726,310.213796,-5697
18.0267,11729,310.285634,-5697
18.0293,11730,310.30958,-5697
18.032,11732,310.357472,-5698
18.0347,11733,310.381418,-5697
18.0373,11735,310.42931,-5697
18.04,11738,310.501148,-5697
18.0427,11739,310.525094,-5699
18.0453,11740,310.54904,-5697
18.048,11742,310.596932,-5697
18.0507,11743,310.620878,-5701
18.0533,11746,310.692716,-5701
18.056,11747,310.716662,-5696
18.0587,11749,310.764554,-5697
18.0613,11750,310.7885,-5699
18.064,11751,310.812446,-5701
18.0667,11754,310.884284,-5699
18.0693,11756,310.932176,-5700
18.072,11757,310.956122,-5700
18.0747,11758,310.980068,-5700
18.0773,11760,311.02796,-5700
18.08,11763,311.099798,-5700
18.0827,11764,311.123744,-5699
18.0853,11766,311.171636,-5699
18.088,11767,311.195582,-5700
18.0907,11768,311.219528,-5701
18.0933,11771,311.291366,-5700
18.096,11773,311.339258,-5699
18.0987,11774,311.363204,-5699
18.1013,11776,311.411096,-5700
18.104,11777,311.435042,-5699
18.1067,11780,311.50688,-5699
18.1093,11782,311.554772,-5698
18.112,11783,311.578718,-5698
18.1147,11784,311.602664,-5699
18.1173,11785,311.62661,-5699
18.12,11788,311.698448,-5699
18.1227,11790,311.74634,-5700
18.1253,11791,311.770286,-5700
18.128,11793,311.818178,-5700
18.1307,11794,311.842124,-5699
18.1333,11797,311.913962,-5699
18.136,11798,311.937908,-5699
18.1387,11800,311.9858,-5700
18.1413,11801,312.009746,-5700
18.144,11802,312.033692,-5700
18.1467,11805,312.10553,-5700
18.1493,11807,312.153422,-5699
18.152,11808,312.177368,-5699
18.1547,11810,312.22526,-5699
18.1573,11813,312.297098,-5699
18.16,11814,312.321044,-5700
18.1627,11815,312.34499,-5700
18.1653,11817,312.392882,-5700
18.168,11818,312.416828,-5701
18.1707,11821,312.488666,-5701
18.1733,11822,312.512612,-5701
18.176,11823,312.536558,-5701
18.1787,11825,312.58445,-5700
18.1813,11826,312.608396,-5700
18.184,11829,312.680234,-5700
18.1867,11831,312.728126,-5700
18.1893,11832,312.752072,-5701
18.192,11834,312.799964,-5700
18.1947,11835,312.82391,-5699
18.1973,11838,312.895748,-5699
18.2,11839,312.919694,-5699
18.2027,11840,312.94364,-5700
18.2053,11842,312.991532,-5701
18.208,11843,313.015478,-5701
18.2107,11846,313.087316,-5700
18.2133,11848,313.135208,-5701
18.216,11849,313.159154,-5701
18.2187,11851,313.207046,-5700
18.2213,11852,313.230992,-5701
18.224,11855,313.30283,-5701
18.2267,11856,313.326776,-5702
18.2293,11858,313.374668,-5701
18.232,11859,313.398614,-5702
18.2347,11860,313.42256,-5702
18.2373,11863,313.494398,-5702
18.24,11864,313.518344,-5702
18.2427,11866,313.566236,-5702
18.2453,11867,313.590182,-5702
18.248,11869,313.638074,-5702
18.2507,11872,313.709912,-5703
18.2533,11873,313.733858,-5703
18.256,11875,313.78175,-5702
18.2587,11876,313.805696,-5702
18.2613,11877,313.829642,-5702
18.264,11880,313.90148,-5702
18.2667,11882,313.949372,-5703
18.2693,11883,313.973318,-5703
18.272,11885,314.02121,-5703
18.2747,11886,314.045156,-5703
18.2773,11889,314.116994,-5704
18.28,11890,314.14094,-5703
18.2827,11892,314.188832,-5704
18.2853,11893,314.212778,-5704
18.288,11894,314.236724,-5704
18.2907,11897,314.308562,-5704
18.2933,11899,314.356454,-5704
18.296,11900,314.3804,-5704
18.2987,11901,314.404346,-5704
18.3013,11903,314.452238,-5704
18.304,11906,314.524076,-5703
18.3067,11907,314.548022,-5703
18.3093,11909,314.595914,-5702
18.312,11910,314.61986,-5702
18.3147,11911,314.643806,-5703
18.3173,11914,314.715644,-5704
18.32,11916,314.763536,-5702
18.3227,11917,314.787482,-5703
18.3253,11918,314.811428,-5703
18.328,11920,314.85932,-5703
18.3307,11923,314.931158,-5703
18.3333,11924,314.955104,-5703
18.336,11925,314.97905,-5703
18.3387,11927,315.026942,-5703
18.3413,11928,315.050888,-5703
18.344,11931,315.122726,-5703
18.3467,11933,315.170618,-5704
18.3493,11934,315.194564,-5704
18.352,11936,315.242456,-5704
18.3547,11937,315.266402,-5704
18.3573,11940,315.33824,-5704
18.36,11941,315.362186,-5704
18.3627,11943,315.410078,-5704
18.3653,11944,315.434024,-5704
18.368,11945,315.45797,-5704
18.3707,11948,315.529808,-5704
18.3733,11950,315.5777,-5705
18.376,11951,315.601646,-5706
18.3787,11953,315.649538,-5705
18.3813,11954,315.673484,-5706
18.384,11957,315.745322,-5706
18.3867,11958,315.769268,-5706
18.3893,11959,315.793214,-5706
18.392,11961,315.841106,-5706
18.3947,11962,315.865052,-5707
18.3973,11966,315.960836,-5707
18.4,11967,315.984782,-5708
18.4027,11968,316.008728,-5707
18.4053,11969,316.032674,-5707
18.408,11971,316.080566,-5708
18.4107,11974,316.152404,-5707
18.4133,11975,316.17635,-5708
18.416,11977,316.224242,-5708
18.4187,11978,316.248188,-5708
18.4213,11979,316.272134,-5708
18.424,11982,316.343972,-5709
18.4267,11984,316.391864,-5710
18.4293,11985,316.41581,-5709
18.432,11987,316.463702,-5709
18.4347,11988,316.487648,-5710
18.4373,11991,316.559486,-5709
18.44,11992,316.583432,-5709
18.4427,11994,316.631324,-5709
18.4453,11995,316.65527,-5708
18.448,11996,316.679216,-5708
18.4507,11999,316.751054,-5708
18.4533,12001,316.798946,-5709
18.456,12002,316.822892,-5710
18.4587,12003,316.846838,-5709
18.4613,12005,316.89473,-5709
18.464,12008,316.966568,-5710
18.4667,12009,316.990514,-5710
18.4693,12011,317.038406,-5710
18.472,12012,317.062352,-5710
18.4747,12013,317.086298,-5710
18.4773,12016,317.158136,-5710
18.48,12017,317.182082,-5711
18.4827,12019,317.229974,-5711
18.4853,12020,317.25392,-5711
18.488,12022,317.301812,-5711
18.4907,12025,317.37365,-5711
18.4933,12026,317.397596,-5712
18.496,12027,317.421542,-5713
18.4987,12029,317.469434,-5713
18.5013,12030,317.49338,-5712
18.504,12033,317.565218,-5712
18.5067,12035,317.61311,-5712
18.5093,12036,317.637056,-5712
18.512,12037,317.661002,-5712
18.5147,12039,317.708894,-5712
18.5173,12041,317.756786,-5712
18.52,12043,317.804678,-5712
18.5227,12044,317.828624,-5713
18.5253,12046,317.876516,-5713
18.528,12047,317.900462,-5712
18.5307,12050,317.9723,-5712
18.5333,12051,317.996246,-5713
18.536,12053,318.044138,-5713
18.5387,12054,318.068084,-5713
18.5413,12056,318.115976,-5713
18.544,12058,318.163868,-5714
18.5467,12060,318.21176,-5713
18.5493,12061,318.235706,-5714
18.552,12063,318.283598,-5715
18.5547,12064,318.307544,-5714
18.5573,12067,318.379382,-5714
18.56,12068,318.403328,-5715
18.5627,12070,318.45122,-5714
18.5653,12071,318.475166,-5715
18.568,12073,318.523058,-5714
18.5707,12075,318.57095,-5715
18.5733,12077,318.618842,-5714
18.576,12078,318.642788,-5715
18.5787,12080,318.69068,-5715
18.5813,12081,318.714626,-5715
18.584,12084,318.786464,-5715
18.5867,12085,318.81041,-5715
18.5893,12087,318.858302,-5715
18.592,12088,318.882248,-5716
18.5947,12090,318.93014,-5716
18.5973,12092,318.978032,-5716
18.6,12094,319.025924,-5716
18.6027,12095,319.04987,-5716
18.6053,12096,319.073816,-5716
18.608,12098,319.121708,-5717
18.6107,12101,319.193546,-5718
18.6133,12102,319.217492,-5718
18.616,12104,319.265384,-5718
18.6187,12105,319.28933,-5717
18.6213,12107,319.337222,-5717
18.624,12109,319.385114,-5718
18.6267,12111,319.433006,-5719
18.6293,12112,319.456952,-5718
18.632,12114,319.504844,-5718
18.6347,12115,319.52879,-5718
18.6373,12118,319.600628,-5718
18.64,12119,319.624574,-5719
18.6427,12121,319.672466,-5719
18.6453,12122,319.696412,-5719
18.648,12124,319.744304,-5719
18.6507,12127,319.816142,-5719
18.6533,12128,319.840088,-5720
18.656,12129,319.864034,-5720
18.6587,12131,319.911926,-5720
18.6613,12132,319.935872,-5720
18.664,12135,320.00771,-5720
18.6667,12136,320.031656,-5720
18.6693,12138,320.079548,-5720
18.672,12139,320.103494,-5721
18.6747,12141,320.151386,-5721
18.6773,12143,320.199278,-5721
18.68,12145,320.24717,-5722
18.6827,12146,320.271116,-5722
18.6853,12148,320.319008,-5722
18.688,12149,320.342954,-5723
18.6907,12152,320.414792,-5723
18.6933,12154,320.462684,-5723
18.696,12155,320.48663,-5723
18.6987,12157,320.534522,-5723
18.7013,12158,320.558468,-5723
18.704,12161,320.630306,-5724
18.7067,12162,320.654252,-5724
18.7093,12164,320.702144,-5724
18.712,12165,320.72609,-5724
18.7147,12167,320.773982,-5724
18.7173,12170,320.84582,-5725
18.72,12171,320.869766,-5726
18.7227,12173,320.917658,-5727
18.7253,12174,320.941604,-5727
18.728,12175,320.96555,-5727
18.7307,12178,321.037388,-5727
18.7333,12180,321.08528,-5727
18.736,12181,321.109226,-5727
18.7387,12183,321.157118,-5727
18.7413,12184,321.181064,-5727
18.744,12187,321.252902,-5728
18.7467,12188,321.276848,-5729
18.7493,12190,321.32474,-5729
18.752,12191,321.348686,-5729
18.7547,12193,321.396578,-5729
18.7573,12196,321.468416,-5728
18.76,12197,321.492362,-5729
18.7627,12198,321.516308,-5729
18.7653,12200,321.5642,-5729
18.768,12201,321.588146,-5729
18.7707,12204,321.659984,-5729
18.7733,12206,321.707876,-5729
18.776,12207,321.731822,-5729
18.7787,12208,321.755768,-5730
18.7813,12210,321.80366,-5731
18.784,12213,321.875498,-5730
18.7867,12214,321.899444,-5731
18.7893,12216,321.947336,-5732
18.792,12217,321.971282,-5732
18.7947,12218,321.995228,-5732
18.7973,12221,322.067066,-5732
18.8,12223,322.114958,-5733
18.8027,12224,322.138904,-5733
18.8053,12226,322.186796,-5733
18.808,12227,322.210742,-5733
18.8107,12230,322.28258,-5734
18.8133,12231,322.306526,-5735
18.816,12233,322.354418,-5735
18.8187,12234,322.378364,-5734
18.8213,12236,322.426256,-5735
18.824,12239,322.498094,-5735
18.8267,12240,322.52204,-5735
18.8293,12242,322.569932,-5735
18.832,12243,322.593878,-5735
18.8347,12244,322.617824,-5735
18.8373,12247,322.689662,-5735
18.84,12249,322.737554,-5735
18.8427,12250,322.7615,-5735
18.8453,12251,322.785446,-5736
18.848,12253,322.833338,-5737
18.8507,12256,322.905176,-5737
18.8533,12257,322.929122,-5736
18.856,12258,322.953068,-5737
18.8587,12260,323.00096,-5738
18.8613,12262,323.048852,-5737
18.864,12264,323.096744,-5737
18.8667,12265,323.12069,-5738
18.8693,12267,323.168582,-5739
18.872,12268,323.192528,-5740
18.8747,12270,323.24042,-5740
18.8773,12273,323.312258,-5739
18.88,12274,323.336204,-5739
18.8827,12276,323.384096,-5739
18.8853,12277,323.408042,-5739
18.888,12278,323.431988,-5739
18.8907,12281,323.503826,-5739
18.8933,12283,323.551718,-5740
18.896,12284,323.575664,-5740
18.8987,12286,323.623556,-5740
18.9013,12287,323.647502,-5740
18.904,12290,323.71934,-5741
18.9067,12291,323.743286,-5742
18.9093,12293,323.791178,-5742
18.912,12294,323.815124,-5740
18.9147,12296,323.863016,-5740
18.9173,12298,323.910908,-5742
18.92,12300,323.9588,-5740
18.9227,12301,323.982746,-5740
18.9253,12303,324.030638,-5739
18.928,12304,324.054584,-5739
18.9307,12307,324.126422,-5740
18.9333,12309,324.174314,-5741
18.936,12310,324.19826,-5741
18.9387,12311,324.222206,-5739
18.9413,12313,324.270098,-5740
18.944,12315,324.31799,-5740
18.9467,12317,324.365882,-5742
18.9493,12318,324.389828,-5742
18.952,12320,324.43772,-5745
18.9547,12322,324.485612,-5744
18.9573,12324,324.533504,-5743
18.96,12325,324.55745,-5742
18.9627,12327,324.605342,-5742
18.9653,12328,324.629288,-5741
18.968,12330,324.67718,-5743
18.9707,12332,324.725072,-5743
18.9733,12334,324.772964,-5743
18.976,12335,324.79691,-5744
18.9787,12337,324.844802,-5743
18.9813,12338,324.868748,-5744
18.984,12341,324.940586,-5744
18.9867,12342,324.964532,-5745
18.9893,12344,325.012424,-5744
18.992,12345,325.03637,-5744
18.9947,12347,325.084262,-5745
18.9973,12350,325.1561,-5746
19,12351,325.180046,-5745
19.0027,12352,325.203992,-5743
19.0053,12354,325.251884,-5744
19.008,12355,325.27583,-5746
19.0107,12358,325.347668,-5747
19.0133,12359,325.371614,-5746
19.016,12361,325.419506,-5745
19.0187,12362,325.443452,-5745
19.0213,12364,325.491344,-5745
19.024,12367,325.563182,-5746
19.0267,12368,325.587128,-5746
19.0293,12369,325.611074,-5746
19.032,12371,325.658966,-5747
19.0347,12372,325.682912,-5746
19.0373,12375,325.75475,-5747
19.04,12377,325.802642,-5746
19.0427,12378,325.826588,-5746
19.0453,12379,325.850534,-5746
19.048,12381,325.898426,-5747
19.0507,12383,325.946318,-5747
19.0533,12385,325.99421,-5748
19.056,12386,326.018156,-5748
19.0587,12388,326.066048,-5748
19.0613,12389,326.089994,-5749
19.064,12392,326.161832,-5748
19.0667,12394,326.209724,-5749
19.0693,12395,326.23367,-5749
19.072,12397,326.281562,-5750
19.0747,12398,326.305508,-5749
19.0773,12400,326.3534,-5749
19.08,12402,326.401292,-5749
19.0827,12403,326.425238,-5749
19.0853,12405,326.47313,-5750
19.088,12406,326.497076,-5751
19.0907,12409,326.568914,-5750
19.0933,12411,326.616806,-5750
19.096,12412,326.640752,-5750
19.0987,12413,326.664698,-5749
19.1013,12415,326.71259,-5748
19.104,12418,326.784428,-5749
19.1067,12419,326.808374,-5749
19.1093,12420,326.83232,-5750
19.112,12422,326.880212,-5750
19.1147,12423,326.904158,-5750
19.1173,12426,326.975996,-5750
19.12,12428,327.023888,-5751
19.1227,12429,327.047834,-5751
19.1253,12430,327.07178,-5751
19.128,12432,327.119672,-5751
19.1307,12435,327.19151,-5751
19.1333,12436,327.215456,-5751
19.136,12438,327.263348,-5751
19.1387,12439,327.287294,-5751
19.1413,12441,327.335186,-5750
19.144,12443,327.383078,-5751
19.1467,12445,327.43097,-5752
19.1493,12447,327.478862,-5752
19.152,12448,327.502808,-5752
19.1547,12449,327.526754,-5752
19.1573,12452,327.598592,-5751
19.16,12453,327.622538,-5752
19.1627,12455,327.67043,-5753
19.1653,12456,327.694376,-5753
19.168,12458,327.742268,-5753
19.1707,12460,327.79016,-5753
19.1733,12462,327.838052,-5753
19.176,12463,327.861998,-5753
19.1787,12465,327.90989,-5754
19.1813,12466,327.933836,-5754
19.184,12469,328.005674,-5754
19.1867,12470,328.02962,-5755
19.1893,12472,328.077512,-5754
19.192,12473,328.101458,-5754
19.1947,12474,328.125404,-5754
19.1973,12477,328.197242,-5754
19.2,12479,328.245134,-5754
19.2027,12480,328.26908,-5754
19.2053,12482,328.316972,-5755
19.208,12483,328.340918,-5754
19.2107,12485,328.38881,-5754
19.2133,12487,328.436702,-5756
19.216,12489,328.484594,-5755
19.2187,12490,328.50854,-5756
19.2213,12491,328.532486,-5755
19.224,12494,328.604324,-5754
19.2267,12495,328.62827,-5754
19.2293,12497,328.676162,-5754
19.232,12498,328.700108,-5755
19.2347,12500,328.748,-5756
19.2373,12503,328.819838,-5758
19.24,12504,328.843784,-5758
19.2427,12505,328.86773,-5757
19.2453,12507,328.915622,-5757
19.248,12508,328.939568,-5757
19.2507,12511,329.011406,-5757
19.2533,12512,329.035352,-5756
19.256,12514,329.083244,-5756
19.2587,12515,329.10719,-5756
19.2613,12516,329.131136,-5757
19.264,12519,329.202974,-5757
19.2667,12521,329.250866,-5757
19.2693,12522,329.274812,-5757
19.272,12524,329.322704,-5757
19.2747,12525,329.34665,-5756
19.2773,12528,329.418488,-5756
19.28,12529,329.442434,-5757
19.2827,12530,329.46638,-5757
19.2853,12532,329.514272,-5757
19.288,12534,329.562164,-5757
19.2907,12536,329.610056,-5757
19.2933,12538,329.657948,-5757
19.296,12539,329.681894,-5758
19.2987,12541,329.729786,-5759
19.3013,12542,329.753732,-5758
19.304,12545,329.82557,-5758
19.3067,12546,329.849516,-5759
19.3093,12547,329.873462,-5758
19.312,12549,329.921354,-5758
19.3147,12550,329.9453,-5759
19.3173,12553,330.017138,-5758
19.32,12554,330.041084,-5759
19.3227,12556,330.088976,-5759
19.3253,12557,330.112922,-5759
19.328,12559,330.160814,-5759
19.3307,12561,330.208706,-5759
19.3333,12563,330.256598,-5759
19.336,12564,330.280544,-5759
19.3387,12566,330.328436,-5759
19.3413,12567,330.352382,-5758
19.344,12570,330.42422,-5758
19.3467,12571,330.448166,-5759
19.3493,12573,330.496058,-5760
