时间(分钟),信号值(微伏)
0.4480,-5969
0.4507,-5969
0.4533,-5970
0.4560,-5970
0.4587,-5970
0.4613,-5969
0.4640,-5970
0.4667,-5970
0.4693,-5970
0.4720,-5970
0.4747,-5971
0.4773,-5970
0.4800,-5971
0.4827,-5971
0.4853,-5971
0.4880,-5971
0.4907,-5971
0.4933,-5971
0.4960,-5971
0.4987,-5971
0.5013,-5972
0.5040,-5972
0.5067,-5972
0.5093,-5971
0.5120,-5971
0.5147,-5972
0.5173,-5972
0.5200,-5971
0.5227,-5972
0.5253,-5972
0.5280,-5970
0.5307,-5970
0.5333,-5970
0.5360,-5970
0.5387,-5970
0.5413,-5969
0.5440,-5969
0.5467,-5969
0.5493,-5969
0.5520,-5969
0.5547,-5969
0.5573,-5969
0.5600,-5968
0.5627,-5967
0.5653,-5968
0.5680,-5968
0.5707,-5968
0.5733,-5967
0.5760,-5967
0.5787,-5967
0.5813,-5969
0.5840,-5968
0.5867,-5968
0.5893,-5968
0.5920,-5968
0.5947,-5969
0.5973,-5969
0.6000,-5969
0.6027,-5970
0.6053,-5970
0.6080,-5970
0.6107,-5970
0.6133,-5969
0.6160,-5969
0.6187,-5969
0.6213,-5969
0.6240,-5969
0.6267,-5968
0.6293,-5968
0.6320,-5968
0.6347,-5967
0.6373,-5967
0.6400,-5967
0.6427,-5967
0.6453,-5966
0.6480,-5965
0.6507,-5965
0.6533,-5964
0.6560,-5964
0.6587,-5963
0.6613,-5963
0.6640,-5962
0.6667,-5961
0.6693,-5961
0.6720,-5961
0.6747,-5960
0.6773,-5960
0.6800,-5960
0.6827,-5959
0.6853,-5958
0.6880,-5957
0.6907,-5957
0.6933,-5956
0.6960,-5956
0.6987,-5956
0.7013,-5955
0.7040,-5954
0.7067,-5954
0.7093,-5954
0.7120,-5954
0.7147,-5953
0.7173,-5952
0.7200,-5951
0.7227,-5951
0.7253,-5951
0.7280,-5949
0.7307,-5949
0.7333,-5949
0.7360,-5949
0.7387,-5948
0.7413,-5947
0.7440,-5948
0.7467,-5947
0.7493,-5946
0.7520,-5946
0.7547,-5946
0.7573,-5946
0.7600,-5946
0.7627,-5946
0.7653,-5946
0.7680,-5947
0.7707,-5946
0.7733,-5946
0.7760,-5945
0.7787,-5945
0.7813,-5945
0.7840,-5945
0.7867,-5945
0.7893,-5945
0.7920,-5945
0.7947,-5945
0.7973,-5945
0.8000,-5946
0.8027,-5946
0.8053,-5946
0.8080,-5946
0.8107,-5947
0.8133,-5948
0.8160,-5948
0.8187,-5949
0.8213,-5949
0.8240,-5950
0.8267,-5950
0.8293,-5951
0.8320,-5951
0.8347,-5950
0.8373,-5950
0.8400,-5951
0.8427,-5950
0.8453,-5951
0.8480,-5951
0.8507,-5951
0.8533,-5951
0.8560,-5951
0.8587,-5951
0.8613,-5950
0.8640,-5950
0.8667,-5949
0.8693,-5949
0.8720,-5948
0.8747,-5947
0.8773,-5946
0.8800,-5946
0.8827,-5945
0.8853,-5944
0.8880,-5944
0.8907,-5943
0.8933,-5942
0.8960,-5942
0.8987,-5940
0.9013,-5939
0.9040,-5938
0.9067,-5937
0.9093,-5937
0.9120,-5934
0.9147,-5934
0.9173,-5933
0.9200,-5932
0.9227,-5931
0.9253,-5928
0.9280,-5927
0.9307,-5926
0.9333,-5925
0.9360,-5924
0.9387,-5922
0.9413,-5920
0.9440,-5919
0.9467,-5919
0.9493,-5918
0.9520,-5916
0.9547,-5916
0.9573,-5915
0.9600,-5913
0.9627,-5912
0.9653,-5910
0.9680,-5910
0.9707,-5909
0.9733,-5908
0.9760,-5907
0.9787,-5906
0.9813,-5906
0.9840,-5905
0.9867,-5903
0.9893,-5902
0.9920,-5899
0.9947,-5898
0.9973,-5898
1.0000,-5897
1.0027,-5897
1.0053,-5896
1.0080,-5895
1.0107,-5894
1.0133,-5893
1.0160,-5892
1.0187,-5890
1.0213,-5890
1.0240,-5889
1.0267,-5888
1.0293,-5888
1.0320,-5887
1.0347,-5886
1.0373,-5886
1.0400,-5885
1.0427,-5884
1.0453,-5883
1.0480,-5883
1.0507,-5884
1.0533,-5882
1.0560,-5881
1.0587,-5880
1.0613,-5879
1.0640,-5879
1.0667,-5879
1.0693,-5879
1.0720,-5877
1.0747,-5877
1.0773,-5877
1.0800,-5877
1.0827,-5876
1.0853,-5874
1.0880,-5874
1.0907,-5874
1.0933,-5874
1.0960,-5874
1.0987,-5873
1.1013,-5872
1.1040,-5872
1.1067,-5872
1.1093,-5872
1.1120,-5871
1.1147,-5871
1.1173,-5871
1.1200,-5871
1.1227,-5871
1.1253,-5869
1.1280,-5868
1.1307,-5868
1.1333,-5867
1.1360,-5867
1.1387,-5868
1.1413,-5868
1.1440,-5867
1.1467,-5867
1.1493,-5867
1.1520,-5866
1.1547,-5866
1.1573,-5867
1.1600,-5868
1.1627,-5867
1.1653,-5868
1.1680,-5868
1.1707,-5867
1.1733,-5867
1.1760,-5866
1.1787,-5866
1.1813,-5866
1.1840,-5867
1.1867,-5868
1.1893,-5866
1.1920,-5866
1.1947,-5866
1.1973,-5866
1.2000,-5865
1.2027,-5865
1.2053,-5864
1.2080,-5864
1.2107,-5863
1.2133,-5863
1.2160,-5864
1.2187,-5864
1.2213,-5864
1.2240,-5864
1.2267,-5865
1.2293,-5865
1.2320,-5865
1.2347,-5865
1.2373,-5865
1.2400,-5865
1.2427,-5865
1.2453,-5865
1.2480,-5865
1.2507,-5866
1.2533,-5866
1.2560,-5866
1.2587,-5866
1.2613,-5866
1.2640,-5866
1.2667,-5866
1.2693,-5866
1.2720,-5866
1.2747,-5866
1.2773,-5866
1.2800,-5866
1.2827,-5866
1.2853,-5867
1.2880,-5866
1.2907,-5867
1.2933,-5867
1.2960,-5867
1.2987,-5867
1.3013,-5867
1.3040,-5867
1.3067,-5867
1.3093,-5867
1.3120,-5868
1.3147,-5868
1.3173,-5868
1.3200,-5868
1.3227,-5867
1.3253,-5866
1.3280,-5867
1.3307,-5868
1.3333,-5868
1.3360,-5868
1.3387,-5868
1.3413,-5869
1.3440,-5869
1.3467,-5869
1.3493,-5869
1.3520,-5868
1.3547,-5868
1.3573,-5868
1.3600,-5869
1.3627,-5868
1.3653,-5869
1.3680,-5869
1.3707,-5870
1.3733,-5870
1.3760,-5871
1.3787,-5870
1.3813,-5870
1.3840,-5869
1.3867,-5869
1.3893,-5870
1.3920,-5870
1.3947,-5870
1.3973,-5871
1.4000,-5870
1.4027,-5871
1.4053,-5871
1.4080,-5872
1.4107,-5872
1.4133,-5872
1.4160,-5872
1.4187,-5873
1.4213,-5872
1.4240,-5873
1.4267,-5873
1.4293,-5872
1.4320,-5872
1.4347,-5872
1.4373,-5873
1.4400,-5873
1.4427,-5873
1.4453,-5873
1.4480,-5873
1.4507,-5874
1.4533,-5875
1.4560,-5874
1.4587,-5874
1.4613,-5874
1.4640,-5875
1.4667,-5875
1.4693,-5874
1.4720,-5875
1.4747,-5875
1.4773,-5875
1.4800,-5876
1.4827,-5875
1.4853,-5876
1.4880,-5877
1.4907,-5876
1.4933,-5876
1.4960,-5876
1.4987,-5876
1.5013,-5876
1.5040,-5876
1.5067,-5877
1.5093,-5878
1.5120,-5878
1.5147,-5877
1.5173,-5878
1.5200,-5878
1.5227,-5879
1.5253,-5879
1.5280,-5879
1.5307,-5879
1.5333,-5878
1.5360,-5877
1.5387,-5877
1.5413,-5877
1.5440,-5878
1.5467,-5879
1.5493,-5879
1.5520,-5878
1.5547,-5879
1.5573,-5879
1.5600,-5879
1.5627,-5878
1.5653,-5878
1.5680,-5878
1.5707,-5879
1.5733,-5879
1.5760,-5879
1.5787,-5879
1.5813,-5879
1.5840,-5879
1.5867,-5879
1.5893,-5879
1.5920,-5880
1.5947,-5880
1.5973,-5879
1.6000,-5878
1.6027,-5878
1.6053,-5879
1.6080,-5879
1.6107,-5879
1.6133,-5879
1.6160,-5879
1.6187,-5879
1.6213,-5879
1.6240,-5879
1.6267,-5880
1.6293,-5880
1.6320,-5880
1.6347,-5880
1.6373,-5880
1.6400,-5880
1.6427,-5880
1.6453,-5880
1.6480,-5880
1.6507,-5881
1.6533,-5881
1.6560,-5881
1.6587,-5881
1.6613,-5880
1.6640,-5881
1.6667,-5880
1.6693,-5880
1.6720,-5881
1.6747,-5881
1.6773,-5880
1.6800,-5881
1.6827,-5881
1.6853,-5880
1.6880,-5880
1.6907,-5881
1.6933,-5881
1.6960,-5881
1.6987,-5881
1.7013,-5882
1.7040,-5882
1.7067,-5881
1.7093,-5880
1.7120,-5880
1.7147,-5881
1.7173,-5881
1.7200,-5880
1.7227,-5880
1.7253,-5881
1.7280,-5881
1.7307,-5881
1.7333,-5880
1.7360,-5881
1.7387,-5881
1.7413,-5880
1.7440,-5880
1.7467,-5881
1.7493,-5882
1.7520,-5882
1.7547,-5881
1.7573,-5881
1.7600,-5882
1.7627,-5881
1.7653,-5881
1.7680,-5881
1.7707,-5881
1.7733,-5881
1.7760,-5881
1.7787,-5881
1.7813,-5881
1.7840,-5881
1.7867,-5881
1.7893,-5880
1.7920,-5879
1.7947,-5880
1.7973,-5880
1.8000,-5880
1.8027,-5880
1.8053,-5880
1.8080,-5880
1.8107,-5880
1.8133,-5879
1.8160,-5880
1.8187,-5880
1.8213,-5880
1.8240,-5879
1.8267,-5879
1.8293,-5879
1.8320,-5879
1.8347,-5879
1.8373,-5878
1.8400,-5878
1.8427,-5878
1.8453,-5879
1.8480,-5879
1.8507,-5879
1.8533,-5879
1.8560,-5880
1.8587,-5880
1.8613,-5880
1.8640,-5880
1.8667,-5881
1.8693,-5881
1.8720,-5881
1.8747,-5881
1.8773,-5881
1.8800,-5881
1.8827,-5881
1.8853,-5881
1.8880,-5881
1.8907,-5881
1.8933,-5881
1.8960,-5882
1.8987,-5882
1.9013,-5882
1.9040,-5882
1.9067,-5882
1.9093,-5882
1.9120,-5882
1.9147,-5881
1.9173,-5881
1.9200,-5882
1.9227,-5883
1.9253,-5882
1.9280,-5882
1.9307,-5882
1.9333,-5882
1.9360,-5882
1.9387,-5882
1.9413,-5882
1.9440,-5883
1.9467,-5882
1.9493,-5882
1.9520,-5882
1.9547,-5882
1.9573,-5883
1.9600,-5883
1.9627,-5883
1.9653,-5883
1.9680,-5883
1.9707,-5883
1.9733,-5883
1.9760,-5883
1.9787,-5884
1.9813,-5883
1.9840,-5883
1.9867,-5884
1.9893,-5884
1.9920,-5885
1.9947,-5885
1.9973,-5885
2.0000,-5885
2.0027,-5885
2.0053,-5885
2.0080,-5885
2.0107,-5885
2.0133,-5885
2.0160,-5885
2.0187,-5885
2.0213,-5885
2.0240,-5885
2.0267,-5886
2.0293,-5886
2.0320,-5886
2.0347,-5886
2.0373,-5887
2.0400,-5887
2.0427,-5888
2.0453,-5888
2.0480,-5888
2.0507,-5888
2.0533,-5888
2.0560,-5888
2.0587,-5888
2.0613,-5888
2.0640,-5888
2.0667,-5888
2.0693,-5888
2.0720,-5888
2.0747,-5888
2.0773,-5888
2.0800,-5889
2.0827,-5888
2.0853,-5889
2.0880,-5890
2.0907,-5890
2.0933,-5889
2.0960,-5889
2.0987,-5890
2.1013,-5890
2.1040,-5890
2.1067,-5890
2.1093,-5890
2.1120,-5890
2.1147,-5890
2.1173,-5891
2.1200,-5891
2.1227,-5891
2.1253,-5890
2.1280,-5890
2.1307,-5890
2.1333,-5891
2.1360,-5891
2.1387,-5891
2.1413,-5891
2.1440,-5892
2.1467,-5892
2.1493,-5892
2.1520,-5892
2.1547,-5892
2.1573,-5893
2.1600,-5893
2.1627,-5893
2.1653,-5893
2.1680,-5893
2.1707,-5893
2.1733,-5893
2.1760,-5894
2.1787,-5893
2.1813,-5892
2.1840,-5893
2.1867,-5893
2.1893,-5894
2.1920,-5893
2.1947,-5893
2.1973,-5893
2.2000,-5893
2.2027,-5893
2.2053,-5894
2.2080,-5894
2.2107,-5893
2.2133,-5894
2.2160,-5894
2.2187,-5894
2.2213,-5894
2.2240,-5894
2.2267,-5894
2.2293,-5894
2.2320,-5894
2.2347,-5894
2.2373,-5894
2.2400,-5894
2.2427,-5894
2.2453,-5893
2.2480,-5894
2.2507,-5893
2.2533,-5893
2.2560,-5893
2.2587,-5893
2.2613,-5894
2.2640,-5896
2.2667,-5895
2.2693,-5895
2.2720,-5895
2.2747,-5895
2.2773,-5895
2.2800,-5895
2.2827,-5895
2.2853,-5895
2.2880,-5895
2.2907,-5895
2.2933,-5894
2.2960,-5895
2.2987,-5896
2.3013,-5896
2.3040,-5895
2.3067,-5895
2.3093,-5896
2.3120,-5896
2.3147,-5895
2.3173,-5896
2.3200,-5896
2.3227,-5897
2.3253,-5897
2.3280,-5897
2.3307,-5896
2.3333,-5896
2.3360,-5896
2.3387,-5896
2.3413,-5894
2.3440,-5898
2.3467,-5895
2.3493,-5894
2.3520,-5894
2.3547,-5895
2.3573,-5897
2.3600,-5896
2.3627,-5896
2.3653,-5897
2.3680,-5894
2.3707,-5895
2.3733,-5895
2.3760,-5894
2.3787,-5896
2.3813,-5896
2.3840,-5894
2.3867,-5894
2.3893,-5895
2.3920,-5897
2.3947,-5897
2.3973,-5895
2.4000,-5895
2.4027,-5895
2.4053,-5898
2.4080,-5898
2.4107,-5897
2.4133,-5896
2.4160,-5898
2.4187,-5897
2.4213,-5896
2.4240,-5897
2.4267,-5896
2.4293,-5897
2.4320,-5898
2.4347,-5896
2.4373,-5896
2.4400,-5894
2.4427,-5894
2.4453,-5895
2.4480,-5897
2.4507,-5896
2.4533,-5897
2.4560,-5897
2.4587,-5897
2.4613,-5897
2.4640,-5896
2.4667,-5896
2.4693,-5897
2.4720,-5896
2.4747,-5896
2.4773,-5895
2.4800,-5896
2.4827,-5897
2.4853,-5897
2.4880,-5897
2.4907,-5898
2.4933,-5897
2.4960,-5897
2.4987,-5897
2.5013,-5896
2.5040,-5897
2.5067,-5897
2.5093,-5897
2.5120,-5897
2.5147,-5896
2.5173,-5897
2.5200,-5897
2.5227,-5896
2.5253,-5896
2.5280,-5896
2.5307,-5895
2.5333,-5894
2.5360,-5895
2.5387,-5895
2.5413,-5895
2.5440,-5895
2.5467,-5894
2.5493,-5894
2.5520,-5894
2.5547,-5894
2.5573,-5894
2.5600,-5895
2.5627,-5895
2.5653,-5895
2.5680,-5895
2.5707,-5894
2.5733,-5894
2.5760,-5893
2.5787,-5893
2.5813,-5893
2.5840,-5893
2.5867,-5893
2.5893,-5893
2.5920,-5893
2.5947,-5892
2.5973,-5891
2.6000,-5892
2.6027,-5891
2.6053,-5890
2.6080,-5891
2.6107,-5891
2.6133,-5889
2.6160,-5889
2.6187,-5889
2.6213,-5889
2.6240,-5888
2.6267,-5888
2.6293,-5887
2.6320,-5887
2.6347,-5887
2.6373,-5887
2.6400,-5886
2.6427,-5886
2.6453,-5885
2.6480,-5885
2.6507,-5884
2.6533,-5884
2.6560,-5884
2.6587,-5884
2.6613,-5883
2.6640,-5884
2.6667,-5884
2.6693,-5883
2.6720,-5883
2.6747,-5883
2.6773,-5882
2.6800,-5883
2.6827,-5883
2.6853,-5883
2.6880,-5883
2.6907,-5883
2.6933,-5882
2.6960,-5882
2.6987,-5882
2.7013,-5883
2.7040,-5883
2.7067,-5882
2.7093,-5881
2.7120,-5882
2.7147,-5881
2.7173,-5881
2.7200,-5881
2.7227,-5880
2.7253,-5880
2.7280,-5880
2.7307,-5881
2.7333,-5880
2.7360,-5879
2.7387,-5879
2.7413,-5879
2.7440,-5879
2.7467,-5878
2.7493,-5878
2.7520,-5879
2.7547,-5878
2.7573,-5878
2.7600,-5878
2.7627,-5878
2.7653,-5877
2.7680,-5877
2.7707,-5877
2.7733,-5877
2.7760,-5877
2.7787,-5877
2.7813,-5877
2.7840,-5877
2.7867,-5877
2.7893,-5877
2.7920,-5876
2.7947,-5876
2.7973,-5875
2.8000,-5875
2.8027,-5875
2.8053,-5875
2.8080,-5876
2.8107,-5875
2.8133,-5876
2.8160,-5876
2.8187,-5875
2.8213,-5875
2.8240,-5875
2.8267,-5876
2.8293,-5875
2.8320,-5875
2.8347,-5875
2.8373,-5875
2.8400,-5874
2.8427,-5874
2.8453,-5873
2.8480,-5873
2.8507,-5873
2.8533,-5873
2.8560,-5873
2.8587,-5873
2.8613,-5873
2.8640,-5873
2.8667,-5873
2.8693,-5873
2.8720,-5873
2.8747,-5872
2.8773,-5872
2.8800,-5873
2.8827,-5873
2.8853,-5873
2.8880,-5873
2.8907,-5873
2.8933,-5873
2.8960,-5872
2.8987,-5872
2.9013,-5873
2.9040,-5872
2.9067,-5872
2.9093,-5872
2.9120,-5872
2.9147,-5872
2.9173,-5872
2.9200,-5873
2.9227,-5873
2.9253,-5872
2.9280,-5872
2.9307,-5873
2.9333,-5872
2.9360,-5872
2.9387,-5871
2.9413,-5871
2.9440,-5871
2.9467,-5871
2.9493,-5871
2.9520,-5871
2.9547,-5871
2.9573,-5871
2.9600,-5871
2.9627,-5871
2.9653,-5870
2.9680,-5870
2.9707,-5870
2.9733,-5870
2.9760,-5869
2.9787,-5869
2.9813,-5868
2.9840,-5868
2.9867,-5869
2.9893,-5870
2.9920,-5870
2.9947,-5870
2.9973,-5871
3.0000,-5871
3.0027,-5871
3.0053,-5871
3.0080,-5871
3.0107,-5870
3.0133,-5871
3.0160,-5870
3.0187,-5871
3.0213,-5871
3.0240,-5870
3.0267,-5869
3.0293,-5869
3.0320,-5870
3.0347,-5870
3.0373,-5870
3.0400,-5870
3.0427,-5871
3.0453,-5871
3.0480,-5871
3.0507,-5871
3.0533,-5871
3.0560,-5871
3.0587,-5871
3.0613,-5871
3.0640,-5870
3.0667,-5870
3.0693,-5870
3.0720,-5871
3.0747,-5871
3.0773,-5871
3.0800,-5871
3.0827,-5870
3.0853,-5870
3.0880,-5870
3.0907,-5870
3.0933,-5870
3.0960,-5870
3.0987,-5870
3.1013,-5870
3.1040,-5870
3.1067,-5870
3.1093,-5870
3.1120,-5870
3.1147,-5869
3.1173,-5870
3.1200,-5870
3.1227,-5868
3.1253,-5869
3.1280,-5869
3.1307,-5869
3.1333,-5869
3.1360,-5869
3.1387,-5868
3.1413,-5868
3.1440,-5868
3.1467,-5869
3.1493,-5869
3.1520,-5869
3.1547,-5869
3.1573,-5868
3.1600,-5868
3.1627,-5869
3.1653,-5869
3.1680,-5868
3.1707,-5868
3.1733,-5869
3.1760,-5870
3.1787,-5868
3.1813,-5868
3.1840,-5868
3.1867,-5869
3.1893,-5869
3.1920,-5870
3.1947,-5870
3.1973,-5870
3.2000,-5870
3.2027,-5870
3.2053,-5870
3.2080,-5870
3.2107,-5870
3.2133,-5870
3.2160,-5871
3.2187,-5871
3.2213,-5871
3.2240,-5872
3.2267,-5872
3.2293,-5871
3.2320,-5871
3.2347,-5871
3.2373,-5871
3.2400,-5871
3.2427,-5871
3.2453,-5872
3.2480,-5872
3.2507,-5873
3.2533,-5873
3.2560,-5873
3.2587,-5873
3.2613,-5873
3.2640,-5873
3.2667,-5873
3.2693,-5873
3.2720,-5872
3.2747,-5873
3.2773,-5872
3.2800,-5873
3.2827,-5874
3.2853,-5874
3.2880,-5873
3.2907,-5873
3.2933,-5874
3.2960,-5874
3.2987,-5874
3.3013,-5874
3.3040,-5874
3.3067,-5874
3.3093,-5875
3.3120,-5875
3.3147,-5875
3.3173,-5876
3.3200,-5875
3.3227,-5876
3.3253,-5876
3.3280,-5876
3.3307,-5875
3.3333,-5875
3.3360,-5875
3.3387,-5874
3.3413,-5875
3.3440,-5875
3.3467,-5875
3.3493,-5875
3.3520,-5876
3.3547,-5877
3.3573,-5876
3.3600,-5877
3.3627,-5877
3.3653,-5877
3.3680,-5877
3.3707,-5877
3.3733,-5877
3.3760,-5877
3.3787,-5876
3.3813,-5876
3.3840,-5877
3.3867,-5877
3.3893,-5877
3.3920,-5877
3.3947,-5877
3.3973,-5877
3.4000,-5877
3.4027,-5877
3.4053,-5877
3.4080,-5878
3.4107,-5878
3.4133,-5878
3.4160,-5878
3.4187,-5878
3.4213,-5878
3.4240,-5879
3.4267,-5879
3.4293,-5879
3.4320,-5879
3.4347,-5879
3.4373,-5879
3.4400,-5879
3.4427,-5879
3.4453,-5879
3.4480,-5879
3.4507,-5879
3.4533,-5880
3.4560,-5879
3.4587,-5879
3.4613,-5880
3.4640,-5880
3.4667,-5880
3.4693,-5880
3.4720,-5880
3.4747,-5880
3.4773,-5880
3.4800,-5881
3.4827,-5881
3.4853,-5881
3.4880,-5882
3.4907,-5882
3.4933,-5881
3.4960,-5880
3.4987,-5880
3.5013,-5880
3.5040,-5880
3.5067,-5879
3.5093,-5879
3.5120,-5879
3.5147,-5878
3.5173,-5878
3.5200,-5879
3.5227,-5878
3.5253,-5878
3.5280,-5879
3.5307,-5879
3.5333,-5879
3.5360,-5879
3.5387,-5879
3.5413,-5879
3.5440,-5879
3.5467,-5879
3.5493,-5880
3.5520,-5880
3.5547,-5880
3.5573,-5880
3.5600,-5879
3.5627,-5879
3.5653,-5878
3.5680,-5878
3.5707,-5878
3.5733,-5878
3.5760,-5878
3.5787,-5878
3.5813,-5878
3.5840,-5879
3.5867,-5880
3.5893,-5879
3.5920,-5878
3.5947,-5879
3.5973,-5878
3.6000,-5879
3.6027,-5879
3.6053,-5877
3.6080,-5877
3.6107,-5876
3.6133,-5876
3.6160,-5876
3.6187,-5876
3.6213,-5876
3.6240,-5876
3.6267,-5876
3.6293,-5876
3.6320,-5876
3.6347,-5877
3.6373,-5877
3.6400,-5877
3.6427,-5876
3.6453,-5876
3.6480,-5875
3.6507,-5875
3.6533,-5875
3.6560,-5875
3.6587,-5875
3.6613,-5875
3.6640,-5875
3.6667,-5876
3.6693,-5876
3.6720,-5875
3.6747,-5875
3.6773,-5875
3.6800,-5876
3.6827,-5876
3.6853,-5876
3.6880,-5876
3.6907,-5876
3.6933,-5876
3.6960,-5876
3.6987,-5876
3.7013,-5876
3.7040,-5876
3.7067,-5876
3.7093,-5876
3.7120,-5875
3.7147,-5875
3.7173,-5876
3.7200,-5876
3.7227,-5875
3.7253,-5875
3.7280,-5875
3.7307,-5876
3.7333,-5876
3.7360,-5876
3.7387,-5876
3.7413,-5877
3.7440,-5877
3.7467,-5876
3.7493,-5876
3.7520,-5876
3.7547,-5876
3.7573,-5875
3.7600,-5876
3.7627,-5877
3.7653,-5877
3.7680,-5876
3.7707,-5877
3.7733,-5876
3.7760,-5876
3.7787,-5876
3.7813,-5877
3.7840,-5877
3.7867,-5877
3.7893,-5879
3.7920,-5878
3.7947,-5878
3.7973,-5879
3.8000,-5879
3.8027,-5878
3.8053,-5878
3.8080,-5878
3.8107,-5878
3.8133,-5878
3.8160,-5879
3.8187,-5879
3.8213,-5879
3.8240,-5880
3.8267,-5881
3.8293,-5880
3.8320,-5880
3.8347,-5879
3.8373,-5881
3.8400,-5880
3.8427,-5881
3.8453,-5881
3.8480,-5881
3.8507,-5880
3.8533,-5880
3.8560,-5881
3.8587,-5882
3.8613,-5882
3.8640,-5882
3.8667,-5882
3.8693,-5882
3.8720,-5883
3.8747,-5884
3.8773,-5883
3.8800,-5882
3.8827,-5881
3.8853,-5882
3.8880,-5882
3.8907,-5882
3.8933,-5881
3.8960,-5882
3.8987,-5883
3.9013,-5883
3.9040,-5884
3.9067,-5884
3.9093,-5883
3.9120,-5882
3.9147,-5883
3.9173,-5883
3.9200,-5883
3.9227,-5884
3.9253,-5883
3.9280,-5882
3.9307,-5883
3.9333,-5883
3.9360,-5882
3.9387,-5883
3.9413,-5883
3.9440,-5883
3.9467,-5884
3.9493,-5884
3.9520,-5884
3.9547,-5884
3.9573,-5883
3.9600,-5883
3.9627,-5884
3.9653,-5884
3.9680,-5884
3.9707,-5885
3.9733,-5884
3.9760,-5885
3.9787,-5885
3.9813,-5886
3.9840,-5886
3.9867,-5886
3.9893,-5886
3.9920,-5886
3.9947,-5885
3.9973,-5886
4.0000,-5886
4.0027,-5887
4.0053,-5887
4.0080,-5886
4.0107,-5886
4.0133,-5887
4.0160,-5887
4.0187,-5887
4.0213,-5886
4.0240,-5886
4.0267,-5885
4.0293,-5885
4.0320,-5885
4.0347,-5886
4.0373,-5886
4.0400,-5886
4.0427,-5885
4.0453,-5885
4.0480,-5885
4.0507,-5884
4.0533,-5884
4.0560,-5884
4.0587,-5883
4.0613,-5883
4.0640,-5884
4.0667,-5884
4.0693,-5885
4.0720,-5885
4.0747,-5885
4.0773,-5885
4.0800,-5884
4.0827,-5883
4.0853,-5884
4.0880,-5884
4.0907,-5885
4.0933,-5883
4.0960,-5884
4.0987,-5884
4.1013,-5884
4.1040,-5884
4.1067,-5885
4.1093,-5885
4.1120,-5884
4.1147,-5884
4.1173,-5884
4.1200,-5883
4.1227,-5883
4.1253,-5883
4.1280,-5883
4.1307,-5883
4.1333,-5883
