时间(分钟),信号值(微伏),温度,信号值(微伏),
48.104,29312,731.328152,-1704.94873,
48.1067,29314,731.376044,-1704.710449,
48.1093,29315,731.39999,-1704.472169,
48.112,29318,731.471828,-1704.233889,
48.1147,29319,731.495774,-1703.995609,
48.1173,29320,731.51972,-1703.757329,
48.12,29322,731.567612,-1703.519049,
48.1227,29323,731.591558,-1703.280768,
48.1253,29326,731.663396,-1703.042488,
48.128,29327,731.687342,-1702.804208,
48.1307,29328,731.711288,-1702.565928,
48.1333,29329,731.735234,-1702.327648,
48.136,29331,731.783126,-1702.089368,
48.1387,29333,731.831018,-1701.851087,
48.1413,29334,731.854964,-1701.612807,
48.144,29336,731.902856,-1701.374527,
48.1467,29337,731.926802,-1701.136247,
48.1493,29338,731.950748,-1700.897967,
48.152,29341,732.022586,-1700.659686,
48.1547,29342,732.046532,-1700.421406,
48.1573,29344,732.094424,-1700.183126,
48.16,29345,732.11837,-1699.944846,
48.1627,29346,732.142316,-1699.706566,
48.1653,29349,732.214154,-1699.468286,
48.168,29351,732.262046,-1699.230005,
48.1707,29352,732.285992,-1698.991725,
48.1733,29353,732.309938,-1698.753445,
48.176,29354,732.333884,-1698.515165,
48.1787,29357,732.405722,-1698.276885,
48.1813,29359,732.453614,-1698.038605,
48.184,29360,732.47756,-1697.800324,
48.1867,29361,732.501506,-1697.562044,
48.1893,29363,732.549398,-1697.323764,
48.192,29365,732.59729,-1697.085484,
48.1947,29367,732.645182,-1696.847204,
48.1973,29368,732.669128,-1696.608923,
48.2,29370,732.71702,-1696.370643,
48.2027,29371,732.740966,-1696.132363,
48.2053,29374,732.812804,-1695.894083,
48.208,29375,732.83675,-1695.655803,
48.2107,29377,732.884642,-1695.417523,
48.2133,29378,732.908588,-1695.179242,
48.216,29379,732.932534,-1694.940962,
48.2187,29382,733.004372,-1694.702682,
48.2213,29384,733.052264,-1694.464402,
48.224,29385,733.07621,-1694.226122,
48.2267,29386,733.100156,-1693.987842,
48.2293,29387,733.124102,-1693.749561,
48.232,29390,733.19594,-1693.511281,
48.2347,29392,733.243832,-1693.273001,
48.2373,29393,733.267778,-1693.034721,
48.24,29394,733.291724,-1692.796441,
48.2427,29395,733.31567,-1692.55816,
48.2453,29398,733.387508,-1692.31988,
48.248,29400,733.4354,-1692.0816,
48.2507,29401,733.459346,-1691.84332,
48.2533,29402,733.483292,-1691.60504,
48.256,29404,733.531184,-1691.36676,
48.2587,29406,733.579076,-1691.128479,
48.2613,29408,733.626968,-1690.890199,
48.264,29409,733.650914,-1690.651919,
48.2667,29410,733.67486,-1690.413639,
48.2693,29412,733.722752,-1690.175359,
48.272,29414,733.770644,-1689.937078,
48.2747,29416,733.818536,-1689.698798,
48.2773,29417,733.842482,-1689.460518,
48.28,29419,733.890374,-1689.222238,
48.2827,29420,733.91432,-1688.983958,
48.2853,29422,733.962212,-1688.745678,
48.288,29424,734.010104,-1688.507397,
48.2907,29425,734.03405,-1688.269117,
48.2933,29426,734.057996,-1688.030837,
48.296,29428,734.105888,-1687.792557,
48.2987,29430,734.15378,-1687.554277,
48.3013,29431,734.177726,-1687.315997,
48.304,29433,734.225618,-1687.077716,
48.3067,29434,734.249564,-1686.839436,
48.3093,29436,734.297456,-1686.601156,
48.312,29438,734.345348,-1686.362876,
48.3147,29439,734.369294,-1686.124596,
48.3173,29440,734.39324,-1685.886315,
48.32,29442,734.441132,-1685.648035,
48.3227,29444,734.489024,-1685.409755,
48.3253,29445,734.51297,-1685.171475,
48.328,29447,734.560862,-1684.933195,
48.3307,29448,734.584808,-1684.694915,
48.3333,29450,734.6327,-1684.456634,
48.336,29452,734.680592,-1684.218354,
48.3387,29453,734.704538,-1683.980074,
48.3413,29455,734.75243,-1683.741794,
48.344,29456,734.776376,-1683.503514,
48.3467,29458,734.824268,-1683.265234,
48.3493,29460,734.87216,-1683.026953,
48.352,29462,734.920052,-1682.788673,
48.3547,29463,734.943998,-1682.550393,
48.3573,29464,734.967944,-1682.312113,
48.36,29466,735.015836,-1682.073833,
48.3627,29469,735.087674,-1681.835552,
48.3653,29470,735.11162,-1681.597272,
48.368,29471,735.135566,-1681.358992,
48.3707,29473,735.183458,-1681.120712,
48.3733,29474,735.207404,-1680.882432,
48.376,29477,735.279242,-1680.644152,
48.3787,29478,735.303188,-1680.405871,
48.3813,29480,735.35108,-1680.167591,
48.384,29481,735.375026,-1679.929311,
48.3867,29482,735.398972,-1679.691031,
48.3893,29485,735.47081,-1679.452751,
48.392,29486,735.494756,-1679.214471,
48.3947,29488,735.542648,-1678.97619,
48.3973,29489,735.566594,-1678.73791,
48.4,29490,735.59054,-1678.49963,
48.4027,29493,735.662378,-1678.26135,
48.4053,29494,735.686324,-1678.02307,
48.408,29496,735.734216,-1677.784789,
48.4107,29497,735.758162,-1677.546509,
48.4133,29499,735.806054,-1677.308229,
48.416,29501,735.853946,-1677.069949,
48.4187,29502,735.877892,-1676.831669,
48.4213,29504,735.925784,-1676.593389,
48.424,29505,735.94973,-1676.355108,
48.4267,29507,735.997622,-1676.116828,
48.4293,29509,736.045514,-1675.878548,
48.432,29511,736.093406,-1675.640268,
48.4347,29512,736.117352,-1675.401988,
48.4373,29513,736.141298,-1675.163708,
48.44,29515,736.18919,-1674.925427,
48.4427,29517,736.237082,-1674.687147,
48.4453,29519,736.284974,-1674.448867,
48.448,29520,736.30892,-1674.210587,
48.4507,29522,736.356812,-1673.972307,
48.4533,29523,736.380758,-1673.734026,
48.456,29526,736.452596,-1673.495746,
48.4587,29527,736.476542,-1673.257466,
48.4613,29528,736.500488,-1673.019186,
48.464,29530,736.54838,-1672.780906,
48.4667,29531,736.572326,-1672.542626,
48.4693,29534,736.644164,-1672.304345,
48.472,29535,736.66811,-1672.066065,
48.4747,29536,736.692056,-1671.827785,
48.4773,29538,736.739948,-1671.589505,
48.48,29539,736.763894,-1671.351225,
48.4827,29541,736.811786,-1671.112944,
48.4853,29544,736.883624,-1670.874664,
48.488,29545,736.90757,-1670.636384,
48.4907,29546,736.931516,-1670.398104,
48.4933,29547,736.955462,-1670.159824,
48.496,29548,736.979408,-1669.921544,
48.4987,29551,737.051246,-1669.683263,
48.5013,29552,737.075192,-1669.444983,
48.504,29553,737.099138,-1669.206703,
48.5067,29555,737.14703,-1668.968423,
48.5093,29556,737.170976,-1668.730143,
48.512,29559,737.242814,-1668.491863,
48.5147,29560,737.26676,-1668.253582,
48.5173,29561,737.290706,-1668.015302,
48.52,29562,737.314652,-1667.777022,
48.5227,29564,737.362544,-1667.538742,
48.5253,29566,737.410436,-1667.300462,
48.528,29567,737.434382,-1667.062181,
48.5307,29569,737.482274,-1666.823901,
48.5333,29570,737.50622,-1666.585621,
48.536,29572,737.554112,-1666.347341,
48.5387,29574,737.602004,-1666.109061,
48.5413,29575,737.62595,-1665.870781,
48.544,29576,737.649896,-1665.6325,
48.5467,29578,737.697788,-1665.39422,
48.5493,29580,737.74568,-1665.15594,
48.552,29582,737.793572,-1664.91766,
48.5547,29583,737.817518,-1664.67938,
48.5573,29585,737.86541,-1664.4411,
48.56,29586,737.889356,-1664.202819,
48.5627,29589,737.961194,-1663.964539,
48.5653,29590,737.98514,-1663.726259,
48.568,29592,738.033032,-1663.487979,
48.5707,29593,738.056978,-1663.249699,
48.5733,29594,738.080924,-1663.011418,
48.576,29597,738.152762,-1662.773138,
48.5787,29599,738.200654,-1662.534858,
48.5813,29600,738.2246,-1662.296578,
48.584,29602,738.272492,-1662.058298,
48.5867,29603,738.296438,-1661.820018,
48.5893,29606,738.368276,-1661.581737,
48.592,29607,738.392222,-1661.343457,
48.5947,29608,738.416168,-1661.105177,
48.5973,29610,738.46406,-1660.866897,
48.6,29611,738.488006,-1660.628617,
48.6027,29614,738.559844,-1660.390337,
48.6053,29615,738.58379,-1660.152056,
48.608,29616,738.607736,-1659.913776,
48.6107,29618,738.655628,-1659.675496,
48.6133,29619,738.679574,-1659.437216,
48.616,29622,738.751412,-1659.198936,
48.6187,29623,738.775358,-1658.960655,
48.6213,29624,738.799304,-1658.722375,
48.624,29626,738.847196,-1658.484095,
48.6267,29627,738.871142,-1658.245815,
48.6293,29630,738.94298,-1658.007535,
48.632,29631,738.966926,-1657.769255,
48.6347,29632,738.990872,-1657.530974,
48.6373,29634,739.038764,-1657.292694,
48.64,29635,739.06271,-1657.054414,
48.6427,29638,739.134548,-1656.816134,
48.6453,29639,739.158494,-1656.577854,
48.648,29640,739.18244,-1656.339574,
48.6507,29642,739.230332,-1656.101293,
48.6533,29643,739.254278,-1655.863013,
48.656,29646,739.326116,-1655.624733,
48.6587,29647,739.350062,-1655.386453,
48.6613,29649,739.397954,-1655.148173,
48.664,29650,739.4219,-1654.909892,
48.6667,29651,739.445846,-1654.671612,
48.6693,29654,739.517684,-1654.433332,
48.672,29655,739.54163,-1654.195052,
48.6747,29656,739.565576,-1653.956772,
48.6773,29658,739.613468,-1653.718492,
48.68,29659,739.637414,-1653.480211,
48.6827,29662,739.709252,-1653.241931,
48.6853,29663,739.733198,-1653.003651,
48.688,29664,739.757144,-1652.765371,
48.6907,29665,739.78109,-1652.527091,
48.6933,29667,739.828982,-1652.288811,
48.696,29669,739.876874,-1652.05053,
48.6987,29671,739.924766,-1651.81225,
48.7013,29672,739.948712,-1651.57397,
48.704,29674,739.996604,-1651.33569,
48.7067,29675,740.02055,-1651.09741,
48.7093,29677,740.068442,-1650.859129,
48.712,29679,740.116334,-1650.620849,
48.7147,29680,740.14028,-1650.382569,
48.7173,29682,740.188172,-1650.144289,
48.72,29683,740.212118,-1649.906009,
48.7227,29685,740.26001,-1649.667729,
48.7253,29687,740.307902,-1649.429448,
48.728,29689,740.355794,-1649.191168,
48.7307,29690,740.37974,-1648.952888,
48.7333,29691,740.403686,-1648.714608,
48.736,29694,740.475524,-1648.476328,
48.7387,29696,740.523416,-1648.238047,
48.7413,29697,740.547362,-1647.999767,
48.744,29698,740.571308,-1647.761487,
48.7467,29700,740.6192,-1647.523207,
48.7493,29702,740.667092,-1647.284927,
48.752,29704,740.714984,-1647.046647,
48.7547,29705,740.73893,-1646.808366,
48.7573,29707,740.786822,-1646.570086,
48.76,29708,740.810768,-1646.331806,
48.7627,29710,740.85866,-1646.093526,
48.7653,29712,740.906552,-1645.855246,
48.768,29713,740.930498,-1645.616966,
48.7707,29714,740.954444,-1645.378685,
48.7733,29716,741.002336,-1645.140405,
48.776,29718,741.050228,-1644.902125,
48.7787,29720,741.09812,-1644.663845,
48.7813,29721,741.122066,-1644.425565,
48.784,29722,741.146012,-1644.187284,
48.7867,29723,741.169958,-1643.949004,
48.7893,29726,741.241796,-1643.710724,
48.792,29727,741.265742,-1643.472444,
48.7947,29729,741.313634,-1643.234164,
48.7973,29730,741.33758,-1642.995884,
48.8,29732,741.385472,-1642.757603,
48.8027,29734,741.433364,-1642.519323,
48.8053,29735,741.45731,-1642.281043,
48.808,29737,741.505202,-1642.042763,
48.8107,29738,741.529148,-1641.804483,
48.8133,29740,741.57704,-1641.566203,
48.816,29742,741.624932,-1641.327922,
48.8187,29743,741.648878,-1641.089642,
48.8213,29745,741.69677,-1640.851362,
48.824,29746,741.720716,-1640.613082,
48.8267,29748,741.768608,-1640.374802,
48.8293,29750,741.8165,-1640.136521,
48.832,29751,741.840446,-1639.898241,
48.8347,29753,741.888338,-1639.659961,
48.8373,29754,741.912284,-1639.421681,
48.84,29755,741.93623,-1639.183401,
48.8427,29757,741.984122,-1638.945121,
48.8453,29759,742.032014,-1638.70684,
48.848,29760,742.05596,-1638.46856,
48.8507,29761,742.079906,-1638.23028,
48.8533,29762,742.103852,-1637.992,
48.856,29765,742.17569,-1637.75372,
48.8587,29766,742.199636,-1637.51544,
48.8613,29768,742.247528,-1637.277159,
48.864,29769,742.271474,-1637.038879,
48.8667,29770,742.29542,-1636.800599,
48.8693,29773,742.367258,-1636.562319,
48.872,29774,742.391204,-1636.324039,
48.8747,29776,742.439096,-1636.085758,
48.8773,29777,742.463042,-1635.847478,
48.88,29778,742.486988,-1635.609198,
48.8827,29781,742.558826,-1635.370918,
48.8853,29783,742.606718,-1635.132638,
48.888,29784,742.630664,-1634.894358,
48.8907,29785,742.65461,-1634.656077,
48.8933,29787,742.702502,-1634.417797,
48.896,29790,742.77434,-1634.179517,
48.8987,29791,742.798286,-1633.941237,
48.9013,29792,742.822232,-1633.702957,
48.904,29794,742.870124,-1633.464677,
48.9067,29795,742.89407,-1633.226396,
48.9093,29798,742.965908,-1632.988116,
48.912,29800,743.0138,-1632.749836,
48.9147,29801,743.037746,-1632.511556,
48.9173,29803,743.085638,-1632.273276,
48.92,29804,743.109584,-1632.034995,
48.9227,29807,743.181422,-1631.796715,
48.9253,29808,743.205368,-1631.558435,
48.928,29809,743.229314,-1631.320155,
48.9307,29811,743.277206,-1631.081875,
48.9333,29812,743.301152,-1630.843595,
48.936,29815,743.37299,-1630.605314,
48.9387,29817,743.420882,-1630.367034,
48.9413,29818,743.444828,-1630.128754,
48.944,29820,743.49272,-1629.890474,
48.9467,29820,743.49272,-1629.652194,
48.9493,29824,743.588504,-1629.413914,
48.952,29825,743.61245,-1629.175633,
48.9547,29826,743.636396,-1628.937353,
48.9573,29828,743.684288,-1628.699073,
48.96,29829,743.708234,-1628.460793,
48.9627,29832,743.780072,-1628.222513,
48.9653,29833,743.804018,-1627.984232,
48.968,29834,743.827964,-1627.745952,
48.9707,29836,743.875856,-1627.507672,
48.9733,29837,743.899802,-1627.269392,
48.976,29840,743.97164,-1627.031112,
48.9787,29841,743.995586,-1626.792832,
48.9813,29843,744.043478,-1626.554551,
48.984,29844,744.067424,-1626.316271,
48.9867,29845,744.09137,-1626.077991,
48.9893,29848,744.163208,-1625.839711,
48.992,29849,744.187154,-1625.601431,
48.9947,29850,744.2111,-1625.36315,
48.9973,29852,744.258992,-1625.12487,
49,29853,744.282938,-1624.88659,
49.0027,29856,744.354776,-1624.64831,
49.0053,29857,744.378722,-1624.41003,
49.008,29858,744.402668,-1624.17175,
49.0107,29859,744.426614,-1623.933469,
49.0133,29861,744.474506,-1623.695189,
49.016,29863,744.522398,-1623.456909,
49.0187,29864,744.546344,-1623.218629,
49.0213,29866,744.594236,-1622.980349,
49.024,29867,744.618182,-1622.742069,
49.0267,29868,744.642128,-1622.503788,
49.0293,29871,744.713966,-1622.265508,
49.032,29872,744.737912,-1622.027228,
49.0347,29873,744.761858,-1621.788948,
49.0373,29875,744.80975,-1621.550668,
49.04,29876,744.833696,-1621.312387,
49.0427,29879,744.905534,-1621.074107,
49.0453,29880,744.92948,-1620.835827,
49.048,29882,744.977372,-1620.597547,
49.0507,29883,745.001318,-1620.359267,
49.0533,29885,745.04921,-1620.120987,
49.056,29887,745.097102,-1619.882706,
49.0587,29889,745.144994,-1619.644426,
49.0613,29890,745.16894,-1619.406146,
49.064,29892,745.216832,-1619.167866,
49.0667,29893,745.240778,-1618.929586,
49.0693,29896,745.312616,-1618.691306,
49.072,29897,745.336562,-1618.453025,
49.0747,29899,745.384454,-1618.214745,
49.0773,29900,745.4084,-1617.976465,
49.08,29901,745.432346,-1617.738185,
49.0827,29904,745.504184,-1617.499905,
49.0853,29906,745.552076,-1617.261624,
49.088,29907,745.576022,-1617.023344,
49.0907,29908,745.599968,-1616.785064,
49.0933,29910,745.64786,-1616.546784,
49.096,29912,745.695752,-1616.308504,
49.0987,29914,745.743644,-1616.070224,
49.1013,29915,745.76759,-1615.831943,
49.104,29916,745.791536,-1615.593663,
49.1067,29918,745.839428,-1615.355383,
49.1093,29921,745.911266,-1615.117103,
49.112,29922,745.935212,-1614.878823,
49.1147,29923,745.959158,-1614.640543,
49.1173,29925,746.00705,-1614.402262,
49.12,29926,746.030996,-1614.163982,
49.1227,29928,746.078888,-1613.925702,
49.1253,29930,746.12678,-1613.687422,
49.128,29931,746.150726,-1613.449142,
49.1307,29933,746.198618,-1613.210861,
49.1333,29934,746.222564,-1612.972581,
49.136,29936,746.270456,-1612.734301,
49.1387,29938,746.318348,-1612.496021,
49.1413,29939,746.342294,-1612.257741,
49.144,29940,746.36624,-1612.019461,
49.1467,29942,746.414132,-1611.78118,
49.1493,29944,746.462024,-1611.5429,
49.152,29946,746.509916,-1611.30462,
49.1547,29947,746.533862,-1611.06634,
49.1573,29948,746.557808,-1610.82806,
49.16,29949,746.581754,-1610.58978,
49.1627,29952,746.653592,-1610.351499,
49.1653,29954,746.701484,-1610.113219,
49.168,29955,746.72543,-1609.874939,
49.1707,29956,746.749376,-1609.636659,
49.1733,29958,746.797268,-1609.398379,
49.176,29960,746.84516,-1609.160098,
49.1787,29962,746.893052,-1608.921818,
49.1813,29963,746.916998,-1608.683538,
49.184,29965,746.96489,-1608.445258,
49.1867,29966,746.988836,-1608.206978,
49.1893,29969,747.060674,-1607.968698,
49.192,29970,747.08462,-1607.730417,
49.1947,29971,747.108566,-1607.492137,
49.1973,29973,747.156458,-1607.253857,
49.2,29974,747.180404,-1607.015577,
49.2027,29977,747.252242,-1606.777297,
49.2053,29978,747.276188,-1606.539016,
49.208,29980,747.32408,-1606.300736,
49.2107,29981,747.348026,-1606.062456,
49.2133,29983,747.395918,-1605.824176,
49.216,29985,747.44381,-1605.585896,
49.2187,29987,747.491702,-1605.347616,
49.2213,29988,747.515648,-1605.109335,
49.224,29989,747.539594,-1604.871055,
49.2267,29991,747.587486,-1604.632775,
49.2293,29994,747.659324,-1604.394495,
49.232,29995,747.68327,-1604.156215,
49.2347,29996,747.707216,-1603.917935,
49.2373,29998,747.755108,-1603.679654,
49.24,29999,747.779054,-1603.441374,
49.2427,30002,747.850892,-1603.203094,
49.2453,30003,温度,信号值(微伏),
49.248,30005,747.92273,-1602.964814,
49.2507,30006,747.946676,-1602.726534,
49.2533,30007,747.970622,-1602.488253,
49.256,30010,748.04246,-1602.249973,
49.2587,30011,748.066406,-1602.011693,
49.2613,30013,748.114298,-1601.773413,
49.264,30014,748.138244,-1601.535133,
49.2667,30015,748.16219,-1601.296853,
49.2693,30018,748.234028,-1601.058572,
49.272,30019,748.257974,-1600.820292,
49.2747,30020,748.28192,-1600.582012,
49.2773,30022,748.329812,-1600.343732,
49.28,30024,748.377704,-1600.105452,
49.2827,30026,748.425596,-1599.867172,
49.2853,30027,748.449542,-1599.628891,
49.288,30029,748.497434,-1599.390611,
49.2907,30030,748.52138,-1599.152331,
49.2933,30031,748.545326,-1598.914051,
49.296,30034,748.617164,-1598.675771,
49.2987,30035,748.64111,-1598.43749,
49.3013,30037,748.689002,-1598.19921,
49.304,30038,748.712948,-1597.96093,
49.3067,30040,748.76084,-1597.72265,
49.3093,30042,748.808732,-1597.48437,
49.312,30043,748.832678,-1597.24609,
49.3147,30044,748.856624,-1597.007809,
49.3173,30046,748.904516,-1596.769529,
49.32,30047,748.928462,-1596.531249,
49.3227,30050,749.0003,-1596.292969,
49.3253,30051,749.024246,-1596.054689,
49.328,30053,749.072138,-1595.816409,
49.3307,30054,749.096084,-1595.578128,
49.3333,30055,749.12003,-1595.339848,
49.336,30058,749.191868,-1595.101568,
49.3387,30059,749.215814,-1594.863288,
49.3413,30061,749.263706,-1594.625008,
49.344,30062,749.287652,-1594.386727,
49.3467,30064,749.335544,-1594.148447,
49.3493,30067,749.407382,-1593.910167,
49.352,30068,749.431328,-1593.671887,
49.3547,30069,749.455274,-1593.433607,
49.3573,30071,749.503166,-1593.195327,
49.36,30072,749.527112,-1592.957046,
49.3627,30075,749.59895,-1592.718766,
49.3653,30076,749.622896,-1592.480486,
49.368,30078,749.670788,-1592.242206,
49.3707,30079,749.694734,-1592.003926,
49.3733,30080,749.71868,-1591.765646,
49.376,30083,749.790518,-1591.527365,
49.3787,30085,749.83841,-1591.289085,
49.3813,30086,749.862356,-1591.050805,
49.384,30087,749.886302,-1590.812525,
49.3867,30089,749.934194,-1590.574245,
49.3893,30092,750.006032,-1590.335964,
49.392,30093,750.029978,-1590.097684,
49.3947,30095,750.07787,-1589.859404,
49.3973,30096,750.101816,-1589.621124,
49.4,30097,750.125762,-1589.382844,
49.4027,30100,750.1976,-1589.144564,
49.4053,30101,750.221546,-1588.906283,
49.408,30103,750.269438,-1588.668003,
49.4107,30104,750.293384,-1588.429723,
49.4133,30105,750.31733,-1588.191443,
49.416,30108,750.389168,-1587.953163,
49.4187,30110,750.43706,-1587.714883,
49.4213,30111,750.461006,-1587.476602,
49.424,30112,750.484952,-1587.238322,
49.4267,30114,750.532844,-1587.000042,
49.4293,30116,750.580736,-1586.761762,
49.432,30118,750.628628,-1586.523482,
49.4347,30119,750.652574,-1586.285201,
49.4373,30121,750.700466,-1586.046921,
49.44,30122,750.724412,-1585.808641,
49.4427,30125,750.79625,-1585.570361,
49.4453,30126,750.820196,-1585.332081,
49.448,30127,750.844142,-1585.093801,
49.4507,30129,750.892034,-1584.85552,
49.4533,30130,750.91598,-1584.61724,
49.456,30132,750.963872,-1584.37896,
49.4587,30134,751.011764,-1584.14068,
49.4613,30135,751.03571,-1583.9024,
49.464,30137,751.083602,-1583.664119,
49.4667,30138,751.107548,-1583.425839,
49.4693,30141,751.179386,-1583.187559,
49.472,30142,751.203332,-1582.949279,
49.4747,30143,751.227278,-1582.710999,
49.4773,30144,751.251224,-1582.472719,
49.48,30145,751.27517,-1582.234438,
49.4827,30148,751.347008,-1581.996158,
49.4853,30149,751.370954,-1581.757878,
49.488,30151,751.418846,-1581.519598,
49.4907,30152,751.442792,-1581.281318,
49.4933,30153,751.466738,-1581.043038,
49.496,30156,751.538576,-1580.804757,
49.4987,30158,751.586468,-1580.566477,
49.5013,30159,751.610414,-1580.328197,
49.504,30160,751.63436,-1580.089917,
49.5067,30162,751.682252,-1579.851637,
49.5093,30164,751.730144,-1579.613356,
49.512,30166,751.778036,-1579.375076,
49.5147,30167,751.801982,-1579.136796,
49.5173,30168,751.825928,-1578.898516,
49.52,30170,751.87382,-1578.660236,
49.5227,30173,751.945658,-1578.421956,
49.5253,30173,751.945658,-1578.183675,
49.528,30175,751.99355,-1577.945395,
49.5307,30177,752.041442,-1577.707115,
49.5333,30178,752.065388,-1577.468835,
49.536,30181,752.137226,-1577.230555,
49.5387,30182,752.161172,-1576.992275,
49.5413,30183,752.185118,-1576.753994,
49.544,30184,752.209064,-1576.515714,
49.5467,30186,752.256956,-1576.277434,
49.5493,30189,752.328794,-1576.039154,
49.552,30190,752.35274,-1575.800874,
49.5547,30191,752.376686,-1575.562593,
49.5573,30192,752.400632,-1575.324313,
49.56,30194,752.448524,-1575.086033,
49.5627,30196,752.496416,-1574.847753,
49.5653,30198,752.544308,-1574.609473,
49.568,30199,752.568254,-1574.371193,
49.5707,30201,752.616146,-1574.132912,
49.5733,30202,752.640092,-1573.894632,
49.576,30205,752.71193,-1573.656352,
49.5787,30206,752.735876,-1573.418072,
49.5813,30208,752.783768,-1573.179792,
49.584,30209,752.807714,-1572.941512,
49.5867,30210,752.83166,-1572.703231,
49.5893,30213,752.903498,-1572.464951,
49.592,30214,752.927444,-1572.226671,
49.5947,30216,752.975336,-1571.988391,
49.5973,30217,752.999282,-1571.750111,
49.6,30218,753.023228,-1571.51183,
49.6027,30221,753.095066,-1571.27355,
49.6053,30223,753.142958,-1571.03527,
49.608,30224,753.166904,-1570.79699,
49.6107,30225,753.19085,-1570.55871,
49.6133,30226,753.214796,-1570.32043,
49.616,30229,753.286634,-1570.082149,
49.6187,30230,753.31058,-1569.843869,
49.6213,30232,753.358472,-1569.605589,
49.624,30233,753.382418,-1569.367309,
49.6267,30234,753.406364,-1569.129029,
49.6293,30237,753.478202,-1568.890749,
49.632,30238,753.502148,-1568.652468,
49.6347,30239,753.526094,-1568.414188,
49.6373,30241,753.573986,-1568.175908,
49.64,30242,753.597932,-1567.937628,
49.6427,30245,753.66977,-1567.699348,
49.6453,30246,753.693716,-1567.461067,
49.648,30247,753.717662,-1567.222787,
49.6507,30248,753.741608,-1566.984507,
49.6533,30250,753.7895,-1566.746227,
49.656,30252,753.837392,-1566.507947,
49.6587,30253,753.861338,-1566.269667,
49.6613,30255,753.90923,-1566.031386,
49.664,30256,753.933176,-1565.793106,
49.6667,30257,753.957122,-1565.554826,
49.6693,30260,754.02896,-1565.316546,
49.672,30261,754.052906,-1565.078266,
49.6747,30262,754.076852,-1564.839986,
49.6773,30264,754.124744,-1564.601705,
49.68,30265,754.14869,-1564.363425,
49.6827,30267,754.196582,-1564.125145,
49.6853,30269,754.244474,-1563.886865,
49.688,30270,754.26842,-1563.648585,
49.6907,30272,754.316312,-1563.410304,
49.6933,30273,754.340258,-1563.172024,
49.696,30276,754.412096,-1562.933744,
49.6987,30277,754.436042,-1562.695464,
49.7013,30278,754.459988,-1562.457184,
49.704,30280,754.50788,-1562.218904,
49.7067,30281,754.531826,-1561.980623,
49.7093,30284,754.603664,-1561.742343,
49.712,30285,754.62761,-1561.504063,
49.7147,30287,754.675502,-1561.265783,
49.7173,30288,754.699448,-1561.027503,
49.72,30289,754.723394,-1560.789222,
49.7227,30292,754.795232,-1560.550942,
49.7253,30294,754.843124,-1560.312662,
49.728,30295,754.86707,-1560.074382,
49.7307,30296,754.891016,-1559.836102,
49.7333,30298,754.938908,-1559.597822,
49.736,30300,754.9868,-1559.359541,
49.7387,30302,755.034692,-1559.121261,
49.7413,30303,755.058638,-1558.882981,
49.744,30305,755.10653,-1558.644701,
49.7467,30306,755.130476,-1558.406421,
49.7493,30308,755.178368,-1558.168141,
49.752,30310,755.22626,-1557.92986,
49.7547,30311,755.250206,-1557.69158,
49.7573,30313,755.298098,-1557.4533,
49.76,30314,755.322044,-1557.21502,
49.7627,30317,755.393882,-1556.97674,
49.7653,30318,755.417828,-1556.738459,
49.768,30319,755.441774,-1556.500179,
49.7707,30321,755.489666,-1556.261899,
49.7733,30322,755.513612,-1556.023619,
49.776,30325,755.58545,-1555.785339,
49.7787,30326,755.609396,-1555.547059,
49.7813,30327,755.633342,-1555.308778,
49.784,30329,755.681234,-1555.070498,
49.7867,30330,755.70518,-1554.832218,
49.7893,30333,755.777018,-1554.593938,
49.792,30335,755.82491,-1554.355658,
49.7947,30336,755.848856,-1554.117378,
49.7973,30337,755.872802,-1553.879097,
49.8,30339,755.920694,-1553.640817,
49.8027,30341,755.968586,-1553.402537,
49.8053,30342,755.992532,-1553.164257,
49.808,30344,756.040424,-1552.925977,
49.8107,30345,756.06437,-1552.687696,
49.8133,30347,756.112262,-1552.449416,
49.816,30349,756.160154,-1552.211136,
49.8187,30351,756.208046,-1551.972856,
49.8213,30352,756.231992,-1551.734576,
49.824,30353,756.255938,-1551.496296,
49.8267,30355,756.30383,-1551.258015,
49.8293,30357,756.351722,-1551.019735,
49.832,30358,756.375668,-1550.781455,
49.8347,30360,756.42356,-1550.543175,
49.8373,30361,756.447506,-1550.304895,
49.84,30363,756.495398,-1550.066615,
49.8427,30365,756.54329,-1549.828334,
49.8453,30366,756.567236,-1549.590054,
49.848,30368,756.615128,-1549.351774,
49.8507,30369,756.639074,-1549.113494,
49.8533,30371,756.686966,-1548.875214,
49.856,30374,756.758804,-1548.636933,
49.8587,30375,756.78275,-1548.398653,
49.8613,30376,756.806696,-1548.160373,
49.864,30377,756.830642,-1547.922093,
49.8667,30379,756.878534,-1547.683813,
49.8693,30382,756.950372,-1547.445533,
49.872,30383,756.974318,-1547.207252,
49.8747,30385,757.02221,-1546.968972,
49.8773,30386,757.046156,-1546.730692,
49.88,30387,757.070102,-1546.492412,
49.8827,30390,757.14194,-1546.254132,
49.8853,30391,757.165886,-1546.015852,
49.888,30393,757.213778,-1545.777571,
49.8907,30394,757.237724,-1545.539291,
49.8933,30396,757.285616,-1545.301011,
49.896,30398,757.333508,-1545.062731,
49.8987,30399,757.357454,-1544.824451,
49.9013,30400,757.3814,-1544.58617,
49.904,30402,757.429292,-1544.34789,
