时间(分钟),信号值(微伏),温度,信号值(微伏),
0,-487,17.761298,-5974,
0.0027,-487,17.761298,-5974,
0.0053,-487,17.761298,-5974,
0.008,-486,17.785244,-5973,
0.0107,-486,17.785244,-5972,
0.0133,-486,17.785244,-5972,
0.016,-485,17.80919,-5972,
0.0187,-485,17.80919,-5972,
0.0213,-484,17.833136,-5972,
0.024,-484,17.833136,-5971,
0.0267,-484,17.833136,-5971,
0.0293,-483,17.857082,-5971,
0.032,-483,17.857082,-5971,
0.0347,-482,17.881028,-5970,
0.0373,-482,17.881028,-5971,
0.04,-481,17.904974,-5970,
0.0427,-481,17.904974,-5970,
0.0453,-480,17.92892,-5969,
0.048,-479,17.952866,-5969,
0.0507,-479,17.952866,-5969,
0.0533,-479,17.952866,-5970,
0.056,-478,17.976812,-5969,
0.0587,-477,18.000758,-5969,
0.0613,-476,18.024704,-5968,
0.064,-476,18.024704,-5968,
0.0667,-475,18.04865,-5967,
0.0693,-475,18.04865,-5967,
0.072,-475,18.04865,-5967,
0.0747,-474,18.072596,-5967,
0.0773,-473,18.096542,-5967,
0.08,-473,18.096542,-5966,
0.0827,-473,18.096542,-5966,
0.0853,-472,18.120488,-5966,
0.088,-471,18.144434,-5966,
0.0907,-470,18.16838,-5966,
0.0933,-469,18.192326,-5965,
0.096,-468,18.216272,-5964,
0.0987,-468,18.216272,-5965,
0.1013,-467,18.240218,-5964,
0.104,-466,18.264164,-5964,
0.1067,-465,18.28811,-5964,
0.1093,-464,18.312056,-5965,
0.112,-464,18.312056,-5965,
0.1147,-462,18.359948,-5964,
0.1173,-461,18.383894,-5965,
0.12,-461,18.383894,-5965,
0.1227,-460,18.40784,-5965,
0.1253,-459,18.431786,-5964,
0.128,-457,18.479678,-5964,
0.1307,-456,18.503624,-5964,
0.1333,-456,18.503624,-5964,
0.136,-455,18.52757,-5964,
0.1387,-453,18.575462,-5963,
0.1413,-452,18.599408,-5963,
0.144,-451,18.623354,-5963,
0.1467,-450,18.6473,-5963,
0.1493,-449,18.671246,-5963,
0.152,-448,18.695192,-5963,
0.1547,-446,18.743084,-5963,
0.1573,-446,18.743084,-5963,
0.16,-445,18.76703,-5963,
0.1627,-444,18.790976,-5963,
0.1653,-442,18.838868,-5963,
0.168,-441,18.862814,-5963,
0.1707,-440,18.88676,-5963,
0.1733,-439,18.910706,-5963,
0.176,-438,18.934652,-5963,
0.1787,-436,18.982544,-5962,
0.1813,-435,19.00649,-5963,
0.184,-433,19.054382,-5962,
0.1867,-432,19.078328,-5963,
0.1893,-431,19.102274,-5962,
0.192,-429,19.150166,-5962,
0.1947,-428,19.174112,-5962,
0.1973,-427,19.198058,-5963,
0.2,-426,19.222004,-5963,
0.2027,-424,19.269896,-5963,
0.2053,-422,19.317788,-5964,
0.208,-421,19.341734,-5964,
0.2107,-420,19.36568,-5963,
0.2133,-419,19.389626,-5963,
0.216,-417,19.437518,-5962,
0.2187,-415,19.48541,-5962,
0.2213,-413,19.533302,-5962,
0.224,-412,19.557248,-5962,
0.2267,-411,19.581194,-5962,
0.2293,-409,19.629086,-5961,
0.232,-407,19.676978,-5961,
0.2347,-406,19.700924,-5961,
0.2373,-404,19.748816,-5961,
0.24,-403,19.772762,-5960,
0.2427,-402,19.796708,-5960,
0.2453,-400,19.8446,-5960,
0.248,-398,19.892492,-5961,
0.2507,-396,19.940384,-5960,
0.2533,-395,19.96433,-5960,
0.256,-393,20.012222,-5960,
0.2587,-390,20.08406,-5960,
0.2613,-389,20.108006,-5960,
0.264,-387,20.155898,-5961,
0.2667,-386,20.179844,-5961,
0.2693,-384,20.227736,-5960,
0.272,-382,20.275628,-5960,
0.2747,-380,20.32352,-5961,
0.2773,-379,20.347466,-5960,
0.28,-377,20.395358,-5959,
0.2827,-376,20.419304,-5959,
0.2853,-372,20.515088,-5959,
0.288,-371,20.539034,-5959,
0.2907,-369,20.586926,-5959,
0.2933,-368,20.610872,-5959,
0.296,-366,20.658764,-5960,
0.2987,-363,20.730602,-5961,
0.3013,-361,20.778494,-5961,
0.304,-360,20.80244,-5959,
0.3067,-358,20.850332,-5958,
0.3093,-356,20.898224,-5958,
0.312,-353,20.970062,-5958,
0.3147,-351,21.017954,-5958,
0.3173,-349,21.065846,-5958,
0.32,-348,21.089792,-5958,
0.3227,-346,21.137684,-5957,
0.3253,-343,21.209522,-5957,
0.328,-341,21.257414,-5958,
0.3307,-339,21.305306,-5958,
0.3333,-338,21.329252,-5958,
0.336,-336,21.377144,-5958,
0.3387,-332,21.472928,-5958,
0.3413,-330,21.52082,-5958,
0.344,-329,21.544766,-5958,
0.3467,-327,21.592658,-5958,
0.3493,-325,21.64055,-5958,
0.352,-321,21.736334,-5958,
0.3547,-319,21.784226,-5958,
0.3573,-318,21.808172,-5959,
0.36,-316,21.856064,-5959,
0.3627,-314,21.903956,-5958,
0.3653,-310,21.99974,-5958,
0.368,-309,22.023686,-5960,
0.3707,-307,22.071578,-5959,
0.3733,-304,22.143416,-5960,
0.376,-303,22.167362,-5961,
0.3787,-299,22.263146,-5961,
0.3813,-297,22.311038,-5961,
0.384,-295,22.35893,-5961,
0.3867,-293,22.406822,-5961,
0.3893,-291,22.454714,-5961,
0.392,-287,22.550498,-5961,
0.3947,-285,22.59839,-5962,
0.3973,-283,22.646282,-5962,
0.4,-281,22.694174,-5961,
0.4027,-280,22.71812,-5962,
0.4053,-275,22.83785,-5963,
0.408,-273,22.885742,-5964,
0.4107,-271,22.933634,-5963,
0.4133,-269,22.981526,-5963,
0.416,-267,23.029418,-5963,
0.4187,-263,23.125202,-5964,
0.4213,-261,23.173094,-5965,
0.424,-259,23.220986,-5965,
0.4267,-257,23.268878,-5966,
0.4293,-255,23.31677,-5966,
0.432,-251,23.412554,-5966,
0.4347,-249,23.460446,-5968,
0.4373,-247,23.508338,-5968,
0.44,-244,23.580176,-5968,
0.4427,-242,23.628068,-5968,
0.4453,-238,23.723852,-5969,
0.448,-236,23.771744,-5969,
0.4507,-234,23.819636,-5969,
0.4533,-232,23.867528,-5970,
0.456,-230,23.91542,-5970,
0.4587,-226,24.011204,-5970,
0.4613,-224,24.059096,-5969,
0.464,-222,24.106988,-5970,
0.4667,-219,24.178826,-5970,
0.4693,-217,24.226718,-5970,
0.472,-213,24.322502,-5970,
0.4747,-211,24.370394,-5971,
0.4773,-209,24.418286,-5970,
0.48,-206,24.490124,-5971,
0.4827,-204,24.538016,-5971,
0.4853,-200,24.6338,-5971,
0.488,-198,24.681692,-5971,
0.4907,-196,24.729584,-5971,
0.4933,-194,24.777476,-5971,
0.496,-191,24.849314,-5971,
0.4987,-188,24.921152,-5971,
0.5013,-185,24.99299,-5972,
0.504,-183,25.040882,-5972,
0.5067,-180,25.11272,-5972,
0.5093,-178,25.160612,-5971,
0.512,-174,25.256396,-5971,
0.5147,-172,25.304288,-5972,
0.5173,-170,25.35218,-5972,
0.52,-168,25.400072,-5971,
0.5227,-166,25.447964,-5972,
0.5253,-161,25.567694,-5972,
0.528,-159,25.615586,-5970,
0.5307,-157,25.663478,-5970,
0.5333,-155,25.71137,-5970,
0.536,-153,25.759262,-5970,
0.5387,-148,25.878992,-5970,
0.5413,-146,25.926884,-5969,
0.544,-144,25.974776,-5969,
0.5467,-141,26.046614,-5969,
0.5493,-139,26.094506,-5969,
0.552,-135,26.19029,-5969,
0.5547,-132,26.262128,-5969,
0.5573,-131,26.286074,-5969,
0.56,-128,26.357912,-5968,
0.5627,-126,26.405804,-5967,
0.5653,-122,26.501588,-5968,
0.568,-119,26.573426,-5968,
0.5707,-117,26.621318,-5968,
0.5733,-115,26.66921,-5967,
0.576,-113,26.717102,-5967,
0.5787,-109,26.812886,-5967,
0.5813,-106,26.884724,-5969,
0.584,-104,26.932616,-5968,
0.5867,-102,26.980508,-5968,
0.5893,-100,27.0284,-5968,
0.592,-95,27.14813,-5968,
0.5947,-93,27.196022,-5969,
0.5973,-91,27.243914,-5969,
0.6,-89,27.291806,-5969,
0.6027,-87,27.339698,-5970,
0.6053,-82,27.459428,-5970,
0.608,-80,27.50732,-5970,
0.6107,-78,27.555212,-5970,
0.6133,-75,27.62705,-5969,
0.616,-73,27.674942,-5969,
0.6187,-69,27.770726,-5969,
0.6213,-67,27.818618,-5969,
0.624,-65,27.86651,-5969,
0.6267,-63,27.914402,-5968,
0.6293,-61,27.962294,-5968,
0.632,-56,28.082024,-5968,
0.6347,-54,28.129916,-5967,
0.6373,-52,28.177808,-5967,
0.64,-50,28.2257,-5967,
0.6427,-48,28.273592,-5967,
0.6453,-44,28.369376,-5966,
0.648,-41,28.441214,-5965,
0.6507,-39,28.489106,-5965,
0.6533,-37,28.536998,-5964,
0.656,-33,28.632782,-5964,
0.6587,-31,28.680674,-5963,
0.6613,-29,28.728566,-5963,
0.664,-27,28.776458,-5962,
0.6667,-25,28.82435,-5961,
0.6693,-20,28.94408,-5961,
0.672,-18,28.991972,-5961,
0.6747,-16,29.039864,-5960,
0.6773,-14,29.087756,-5960,
0.68,-12,29.135648,-5960,
0.6827,-8,29.231432,-5959,
0.6853,-6,29.279324,-5958,
0.688,-4,29.327216,-5957,
0.6907,-1,29.399054,-5957,
0.6933,1,29.446946,-5956,
0.696,5,29.54273,-5956,
0.6987,7,29.590622,-5956,
0.7013,9,29.638514,-5955,
0.704,11,29.686406,-5954,
0.7067,13,29.734298,-5954,
0.7093,17,29.830082,-5954,
0.712,18,29.854028,-5954,
0.7147,21,29.925866,-5953,
0.7173,23,29.973758,-5952,
0.72,25,30.02165,-5951,
0.7227,29,30.117434,-5951,
0.7253,31,30.165326,-5951,
0.728,33,30.213218,-5949,
0.7307,35,30.26111,-5949,
0.7333,37,30.309002,-5949,
0.736,41,30.404786,-5949,
0.7387,43,30.452678,-5948,
0.7413,45,30.50057,-5947,
0.744,47,30.548462,-5948,
0.7467,49,30.596354,-5947,
0.7493,53,30.692138,-5946,
0.752,54,30.716084,-5946,
0.7547,57,30.787922,-5946,
0.7573,59,30.835814,-5946,
0.76,61,30.883706,-5946,
0.7627,65,30.97949,-5946,
0.7653,66,31.003436,-5946,
0.768,68,31.051328,-5947,
0.7707,70,31.09922,-5946,
0.7733,72,31.147112,-5946,
0.776,76,31.242896,-5945,
0.7787,78,31.290788,-5945,
0.7813,80,31.33868,-5945,
0.784,82,31.386572,-5945,
0.7867,84,31.434464,-5945,
0.7893,87,31.506302,-5945,
0.792,89,31.554194,-5945,
0.7947,91,31.602086,-5945,
0.7973,93,31.649978,-5945,
0.8,95,31.69787,-5946,
0.8027,98,31.769708,-5946,
0.8053,101,31.841546,-5946,
0.808,102,31.865492,-5946,
0.8107,104,31.913384,-5947,
0.8133,106,31.961276,-5948,
0.816,110,32.05706,-5948,
0.8187,112,32.104952,-5949,
0.8213,114,32.152844,-5949,
0.824,115,32.17679,-5950,
0.8267,117,32.224682,-5950,
0.8293,121,32.320466,-5951,
0.832,123,32.368358,-5951,
0.8347,124,32.392304,-5950,
0.8373,126,32.440196,-5950,
0.84,128,32.488088,-5951,
0.8427,132,32.583872,-5950,
0.8453,133,32.607818,-5951,
0.848,135,32.65571,-5951,
0.8507,137,32.703602,-5951,
0.8533,139,32.751494,-5951,
0.856,142,32.823332,-5951,
0.8587,144,32.871224,-5951,
0.8613,146,32.919116,-5950,
0.864,148,32.967008,-5950,
0.8667,149,32.990954,-5949,
0.8693,153,33.086738,-5949,
0.872,154,33.110684,-5948,
0.8747,156,33.158576,-5947,
0.8773,158,33.206468,-5946,
0.88,160,33.25436,-5946,
0.8827,163,33.326198,-5945,
0.8853,165,33.37409,-5944,
0.888,167,33.421982,-5944,
0.8907,168,33.445928,-5943,
0.8933,170,33.49382,-5942,
0.896,174,33.589604,-5942,
0.8987,175,33.61355,-5940,
0.9013,177,33.661442,-5939,
0.904,178,33.685388,-5938,
0.9067,180,33.73328,-5937,
0.9093,184,33.829064,-5937,
0.912,186,33.876956,-5934,
0.9147,187,33.900902,-5934,
0.9173,189,33.948794,-5933,
0.92,191,33.996686,-5932,
0.9227,195,34.09247,-5931,
0.9253,195,34.09247,-5928,
0.928,198,34.164308,-5927,
0.9307,198,34.164308,-5926,
0.9333,201,34.236146,-5925,
0.936,204,34.307984,-5924,
0.9387,205,34.33193,-5922,
0.9413,208,34.403768,-5920,
0.944,208,34.403768,-5919,
0.9467,212,34.499552,-5919,
0.9493,215,34.57139,-5918,
0.952,214,34.547444,-5916,
0.9547,217,34.619282,-5916,
0.9573,219,34.667174,-5915,
0.96,223,34.762958,-5913,
0.9627,223,34.762958,-5912,
0.9653,225,34.81085,-5910,
0.968,228,34.882688,-5910,
0.9707,227,34.858742,-5909,
0.9733,232,34.978472,-5908,
0.976,231,34.954526,-5907,
0.9787,236,35.074256,-5906,
0.9813,238,35.122148,-5906,
0.984,236,35.074256,-5905,
0.9867,243,35.241878,-5903,
0.9893,242,35.217932,-5902,
0.992,242,35.217932,-5899,
0.9947,247,35.337662,-5898,
0.9973,250,35.4095,-5898,
1,248,35.361608,-5897,
1.0027,251,35.433446,-5897,
1.0053,257,35.577122,-5896,
1.008,257,35.577122,-5895,
1.0107,256,35.553176,-5894,
1.0133,258,35.601068,-5893,
1.016,264,35.744744,-5892,
1.0187,267,35.816582,-5890,
1.0213,266,35.792636,-5890,
1.024,266,35.792636,-5889,
1.0267,267,35.816582,-5888,
1.0293,267,35.816582,-5888,
1.032,271,35.912366,-5887,
1.0347,275,36.00815,-5886,
1.0373,279,36.103934,-5886,
1.04,283,36.199718,-5885,
1.0427,284,36.223664,-5884,
1.0453,285,36.24761,-5883,
1.048,286,36.271556,-5883,
1.0507,287,36.295502,-5884,
1.0533,290,36.36734,-5882,
1.056,292,36.415232,-5881,
1.0587,294,36.463124,-5880,
1.0613,296,36.511016,-5879,
1.064,297,36.534962,-5879,
1.0667,297,36.534962,-5879,
1.0693,297,36.534962,-5879,
1.072,297,36.534962,-5877,
1.0747,297,36.534962,-5877,
1.0773,298,36.558908,-5877,
1.08,303,36.678638,-5877,
1.0827,306,36.750476,-5876,
1.0853,308,36.798368,-5874,
1.088,311,36.870206,-5874,
1.0907,314,36.942044,-5874,
1.0933,312,36.894152,-5874,
1.096,311,36.870206,-5874,
1.0987,315,36.96599,-5873,
1.1013,318,37.037828,-5872,
1.104,322,37.133612,-5872,
1.1067,320,37.08572,-5872,
1.1093,321,37.109666,-5872,
1.112,325,37.20545,-5871,
1.1147,328,37.277288,-5871,
1.1173,329,37.301234,-5871,
1.12,330,37.32518,-5871,
1.1227,334,37.420964,-5871,
1.1253,335,37.44491,-5869,
1.128,333,37.397018,-5868,
1.1307,336,37.468856,-5868,
1.1333,339,37.540694,-5867,
1.136,339,37.540694,-5867,
1.1387,344,37.660424,-5868,
1.1413,344,37.660424,-5868,
1.144,343,37.636478,-5867,
1.1467,348,37.756208,-5867,
1.1493,347,37.732262,-5867,
1.152,352,37.851992,-5866,
1.1547,351,37.828046,-5866,
1.1573,352,37.851992,-5867,
1.16,355,37.92383,-5868,
1.1627,358,37.995668,-5867,
1.1653,358,37.995668,-5868,
1.168,360,38.04356,-5868,
1.1707,362,38.091452,-5867,
1.1733,365,38.16329,-5867,
1.176,364,38.139344,-5866,
1.1787,367,38.211182,-5866,
1.1813,368,38.235128,-5866,
1.184,370,38.28302,-5867,
1.1867,372,38.330912,-5868,
1.1893,373,38.354858,-5866,
1.192,375,38.40275,-5866,
1.1947,376,38.426696,-5866,
1.1973,378,38.474588,-5866,
1.2,381,38.546426,-5865,
1.2027,381,38.546426,-5865,
1.2053,383,38.594318,-5864,
1.208,384,38.618264,-5864,
1.2107,386,38.666156,-5863,
1.2133,388,38.714048,-5863,
1.216,390,38.76194,-5864,
1.2187,390,38.76194,-5864,
1.2213,393,38.833778,-5864,
1.224,393,38.833778,-5864,
1.2267,396,38.905616,-5865,
1.2293,397,38.929562,-5865,
1.232,399,38.977454,-5865,
1.2347,400,39.0014,-5865,
1.2373,401,39.025346,-5865,
1.24,404,39.097184,-5865,
1.2427,405,39.12113,-5865,
1.2453,406,39.145076,-5865,
1.248,408,39.192968,-5865,
1.2507,409,39.216914,-5866,
1.2533,412,39.288752,-5866,
1.256,413,39.312698,-5866,
1.2587,414,39.336644,-5866,
1.2613,415,39.36059,-5866,
1.264,416,39.384536,-5866,
1.2667,419,39.456374,-5866,
1.2693,420,39.48032,-5866,
1.272,422,39.528212,-5866,
1.2747,423,39.552158,-5866,
1.2773,424,39.576104,-5866,
1.28,427,39.647942,-5866,
1.2827,428,39.671888,-5866,
1.2853,429,39.695834,-5867,
1.288,430,39.71978,-5866,
1.2907,432,39.767672,-5867,
1.2933,434,39.815564,-5867,
1.296,435,39.83951,-5867,
1.2987,437,39.887402,-5867,
1.3013,438,39.911348,-5867,
1.304,439,39.935294,-5867,
1.3067,442,40.007132,-5867,
1.3093,443,40.031078,-5867,
1.312,444,40.055024,-5868,
1.3147,445,40.07897,-5868,
1.3173,446,40.102916,-5868,
1.32,449,40.174754,-5868,
1.3227,450,40.1987,-5867,
1.3253,452,40.246592,-5866,
1.328,453,40.270538,-5867,
1.3307,454,40.294484,-5868,
1.3333,456,40.342376,-5868,
1.336,457,40.366322,-5868,
1.3387,459,40.414214,-5868,
1.3413,460,40.43816,-5869,
1.344,461,40.462106,-5869,
1.3467,464,40.533944,-5869,
1.3493,465,40.55789,-5869,
1.352,465,40.55789,-5868,
1.3547,467,40.605782,-5868,
1.3573,468,40.629728,-5868,
1.36,471,40.701566,-5869,
1.3627,471,40.701566,-5868,
1.3653,473,温度,信号值(微伏),
1.368,474,40.773404,-5872.945588,
1.3707,475,40.79735,-5872.707308,
1.3733,477,40.845242,-5872.469027,
1.376,479,40.893134,-5872.230747,
1.3787,480,40.91708,-5871.992467,
1.3813,481,40.941026,-5871.754187,
1.384,482,40.964972,-5871.515907,
1.3867,484,41.012864,-5871.277626,
1.3893,485,41.03681,-5871.039346,
1.392,487,41.084702,-5870.801066,
1.3947,488,41.108648,-5870.562786,
1.3973,489,41.132594,-5870.324506,
1.4,491,41.180486,-5870.086226,
1.4027,492,41.204432,-5869.847945,
1.4053,493,41.228378,-5869.609665,
1.408,495,41.27627,-5869.371385,
1.4107,496,41.300216,-5869.133105,
1.4133,498,41.348108,-5868.894825,
1.416,499,41.372054,-5868.656545,
1.4187,500,41.396,-5868.418264,
1.4213,501,41.419946,-5868.179984,
1.424,503,41.467838,-5867.941704,
1.4267,505,41.51573,-5867.703424,
1.4293,506,41.539676,-5867.465144,
1.432,507,41.563622,-5867.226863,
1.4347,508,41.587568,-5866.988583,
1.4373,510,41.63546,-5866.750303,
1.44,512,41.683352,-5866.512023,
1.4427,513,41.707298,-5866.273743,
1.4453,514,41.731244,-5866.035463,
1.448,515,41.75519,-5865.797182,
1.4507,518,41.827028,-5865.558902,
1.4533,518,41.827028,-5865.320622,
1.456,520,41.87492,-5865.082342,
1.4587,521,41.898866,-5864.844062,
1.4613,522,41.922812,-5864.605781,
1.464,524,41.970704,-5864.367501,
1.4667,525,41.99465,-5864.129221,
1.4693,526,42.018596,-5863.890941,
1.472,527,42.042542,-5863.652661,
1.4747,528,42.066488,-5863.414381,
1.4773,531,42.138326,-5863.1761,
1.48,532,42.162272,-5862.93782,
1.4827,533,42.186218,-5862.69954,
1.4853,534,42.210164,-5862.46126,
1.488,535,42.23411,-5862.22298,
1.4907,537,42.282002,-5861.9847,
1.4933,538,42.305948,-5861.746419,
1.496,540,42.35384,-5861.508139,
1.4987,541,42.377786,-5861.269859,
1.5013,542,42.401732,-5861.031579,
1.504,544,42.449624,-5860.793299,
1.5067,545,42.47357,-5860.555018,
1.5093,546,42.497516,-5860.316738,
1.512,547,42.521462,-5860.078458,
1.5147,548,42.545408,-5859.840178,
1.5173,550,42.5933,-5859.601898,
1.52,551,42.617246,-5859.363618,
1.5227,552,42.641192,-5859.125337,
1.5253,554,42.689084,-5858.887057,
1.528,554,42.689084,-5858.648777,
1.5307,557,42.760922,-5858.410497,
1.5333,558,42.784868,-5858.172217,
1.536,559,42.808814,-5857.933937,
1.5387,560,42.83276,-5857.695656,
1.5413,561,42.856706,-5857.457376,
1.544,563,42.904598,-5857.219096,
1.5467,564,42.928544,-5856.980816,
1.5493,565,42.95249,-5856.742536,
1.552,566,42.976436,-5856.504255,
1.5547,567,43.000382,-5856.265975,
1.5573,569,43.048274,-5856.027695,
1.56,570,43.07222,-5855.789415,
1.5627,572,43.120112,-5855.551135,
1.5653,573,43.144058,-5855.312855,
1.568,573,43.144058,-5855.074574,
1.5707,576,43.215896,-5854.836294,
1.5733,577,43.239842,-5854.598014,
1.576,578,43.263788,-5854.359734,
1.5787,579,43.287734,-5854.121454,
1.5813,580,43.31168,-5853.883174,
1.584,582,43.359572,-5853.644893,
1.5867,583,43.383518,-5853.406613,
1.5893,584,43.407464,-5853.168333,
1.592,585,43.43141,-5852.930053,
1.5947,586,43.455356,-5852.691773,
1.5973,588,43.503248,-5852.453492,
1.6,589,43.527194,-5852.215212,
1.6027,590,43.55114,-5851.976932,
1.6053,591,43.575086,-5851.738652,
1.608,592,43.599032,-5851.500372,
1.6107,594,43.646924,-5851.262092,
1.6133,595,43.67087,-5851.023811,
1.616,596,43.694816,-5850.785531,
1.6187,597,43.718762,-5850.547251,
1.6213,598,43.742708,-5850.308971,
1.624,601,43.814546,-5850.070691,
1.6267,601,43.814546,-5849.832411,
1.6293,602,43.838492,-5849.59413,
1.632,603,43.862438,-5849.35585,
1.6347,604,43.886384,-5849.11757,
1.6373,606,43.934276,-5848.87929,
1.64,608,43.982168,-5848.64101,
1.6427,608,43.982168,-5848.402729,
1.6453,609,44.006114,-5848.164449,
1.648,610,44.03006,-5847.926169,
1.6507,612,44.077952,-5847.687889,
1.6533,614,44.125844,-5847.449609,
1.656,615,44.14979,-5847.211329,
1.6587,616,44.173736,-5846.973048,
1.6613,617,44.197682,-5846.734768,
1.664,619,44.245574,-5846.496488,
1.6667,620,44.26952,-5846.258208,
1.6693,621,44.293466,-5846.019928,
1.672,622,44.317412,-5845.781648,
1.6747,623,44.341358,-5845.543367,
1.6773,625,44.38925,-5845.305087,
1.68,626,44.413196,-5845.066807,
1.6827,627,44.437142,-5844.828527,
1.6853,628,44.461088,-5844.590247,
1.688,629,44.485034,-5844.351966,
1.6907,631,44.532926,-5844.113686,
1.6933,632,44.556872,-5843.875406,
1.696,633,44.580818,-5843.637126,
1.6987,634,44.604764,-5843.398846,
1.7013,635,44.62871,-5843.160566,
1.704,637,44.676602,-5842.922285,
1.7067,638,44.700548,-5842.684005,
1.7093,639,44.724494,-5842.445725,
1.712,640,44.74844,-5842.207445,
1.7147,641,44.772386,-5841.969165,
1.7173,643,44.820278,-5841.730884,
1.72,644,44.844224,-5841.492604,
1.7227,645,44.86817,-5841.254324,
1.7253,646,44.892116,-5841.016044,
1.728,647,44.916062,-5840.777764,
1.7307,649,44.963954,-5840.539484,
1.7333,650,44.9879,-5840.301203,
1.736,651,45.011846,-5840.062923,
1.7387,652,45.035792,-5839.824643,
1.7413,653,45.059738,-5839.586363,
1.744,655,45.10763,-5839.348083,
1.7467,656,45.131576,-5839.109803,
1.7493,658,45.179468,-5838.871522,
1.752,658,45.179468,-5838.633242,
1.7547,659,45.203414,-5838.394962,
1.7573,662,45.275252,-5838.156682,
1.76,663,45.299198,-5837.918402,
1.7627,663,45.299198,-5837.680121,
1.7653,664,45.323144,-5837.441841,
1.768,666,45.371036,-5837.203561,
1.7707,667,45.394982,-5836.965281,
1.7733,669,45.442874,-5836.727001,
1.776,670,45.46682,-5836.488721,
1.7787,671,45.490766,-5836.25044,
1.7813,672,45.514712,-5836.01216,
1.784,674,45.562604,-5835.77388,
1.7867,675,45.58655,-5835.5356,
1.7893,676,45.610496,-5835.29732,
1.792,677,45.634442,-5835.05904,
1.7947,678,45.658388,-5834.820759,
1.7973,680,45.70628,-5834.582479,
1.8,681,45.730226,-5834.344199,
1.8027,682,45.754172,-5834.105919,
1.8053,683,45.778118,-5833.867639,
1.808,684,45.802064,-5833.629358,
1.8107,686,45.849956,-5833.391078,
1.8133,687,45.873902,-5833.152798,
1.816,688,45.897848,-5832.914518,
1.8187,689,45.921794,-5832.676238,
1.8213,690,45.94574,-5832.437958,
1.824,692,45.993632,-5832.199677,
1.8267,693,46.017578,-5831.961397,
1.8293,694,46.041524,-5831.723117,
1.832,696,46.089416,-5831.484837,
1.8347,697,46.113362,-5831.246557,
1.8373,698,46.137308,-5831.008277,
1.84,699,46.161254,-5830.769996,
1.8427,701,46.209146,-5830.531716,
1.8453,702,46.233092,-5830.293436,
1.848,703,46.257038,-5830.055156,
1.8507,705,46.30493,-5829.816876,
1.8533,706,46.328876,-5829.578595,
1.856,707,46.352822,-5829.340315,
1.8587,708,46.376768,-5829.102035,
1.8613,709,46.400714,-5828.863755,
1.864,711,46.448606,-5828.625475,
1.8667,712,46.472552,-5828.387195,
1.8693,713,46.496498,-5828.148914,
1.872,714,46.520444,-5827.910634,
1.8747,716,46.568336,-5827.672354,
1.8773,718,46.616228,-5827.434074,
1.88,719,46.640174,-5827.195794,
1.8827,720,46.66412,-5826.957514,
1.8853,721,46.688066,-5826.719233,
1.888,723,46.735958,-5826.480953,
1.8907,724,46.759904,-5826.242673,
1.8933,725,46.78385,-5826.004393,
1.896,726,46.807796,-5825.766113,
1.8987,727,46.831742,-5825.527832,
1.9013,729,46.879634,-5825.289552,
1.904,730,46.90358,-5825.051272,
1.9067,731,46.927526,-5824.812992,
1.9093,733,46.975418,-5824.574712,
1.912,734,46.999364,-5824.336432,
1.9147,736,47.047256,-5824.098151,
1.9173,737,47.071202,-5823.859871,
1.92,738,47.095148,-5823.621591,
1.9227,739,47.119094,-5823.383311,
1.9253,741,47.166986,-5823.145031,
1.928,743,47.214878,-5822.906751,
1.9307,744,47.238824,-5822.66847,
1.9333,745,47.26277,-5822.43019,
1.936,746,47.286716,-5822.19191,
1.9387,747,47.310662,-5821.95363,
1.9413,750,47.3825,-5821.71535,
1.944,751,47.406446,-5821.477069,
1.9467,752,47.430392,-5821.238789,
1.9493,752,47.430392,-5821.000509,
1.952,754,47.478284,-5820.762229,
1.9547,756,47.526176,-5820.523949,
1.9573,757,47.550122,-5820.285669,
1.96,758,47.574068,-5820.047388,
1.9627,760,47.62196,-5819.809108,
1.9653,761,47.645906,-5819.570828,
1.968,762,47.669852,-5819.332548,
1.9707,764,47.717744,-5819.094268,
1.9733,765,47.74169,-5818.855987,
1.976,766,47.765636,-5818.617707,
1.9787,767,47.789582,-5818.379427,
1.9813,769,47.837474,-5818.141147,
1.984,771,47.885366,-5817.902867,
1.9867,772,47.909312,-5817.664587,
1.9893,773,47.933258,-5817.426306,
1.992,775,47.98115,-5817.188026,
1.9947,777,48.029042,-5816.949746,
1.9973,778,48.052988,-5816.711466,
2,779,48.076934,-5816.473186,
2.0027,780,48.10088,-5816.234906,
2.0053,781,48.124826,-5815.996625,
2.008,783,48.172718,-5815.758345,
2.0107,785,48.22061,-5815.520065,
2.0133,786,48.244556,-5815.281785,
2.016,787,48.268502,-5815.043505,
2.0187,788,48.292448,-5814.805224,
2.0213,790,48.34034,-5814.566944,
2.024,792,48.388232,-5814.328664,
2.0267,793,48.412178,-5814.090384,
2.0293,794,48.436124,-5813.852104,
2.032,795,48.46007,-5813.613824,
2.0347,798,48.531908,-5813.375543,
2.0373,799,48.555854,-5813.137263,
2.04,800,48.5798,-5812.898983,
2.0427,802,48.627692,-5812.660703,
2.0453,802,48.627692,-5812.422423,
2.048,805,48.69953,-5812.184143,
2.0507,806,48.723476,-5811.945862,
2.0533,807,48.747422,-5811.707582,
2.056,808,48.771368,-5811.469302,
2.0587,810,48.81926,-5811.231022,
2.0613,812,48.867152,-5810.992742,
2.064,813,48.891098,-5810.754461,
